political_parties_frontend_leaders_junctions_tables	0
frontend_leader	political_party
wh2_main_political_party_arb_aswad_scythans	wh2_main_political_party_arb_aswad_scythans
wh2_main_political_party_arb_caliphate_of_araby	wh2_main_political_party_arb_caliphate_of_araby
wh2_main_political_party_arb_flaming_scimitar	wh2_main_political_party_arb_flaming_scimitar
wh2_main_political_party_emp_grudgebringers	wh2_main_political_party_emp_grudgebringers
wh2_main_political_party_emp_the_moot	wh2_main_political_party_emp_the_moot
wh2_main_political_party_hef_citadel_of_dusk	wh2_main_political_party_hef_citadel_of_dusk
wh2_main_political_party_vor_hef_citadel_of_dusk	wh2_main_political_party_vor_hef_citadel_of_dusk
wh2_main_political_party_amz_amazons	wh2_main_political_party_amz_amazons
wh2_main_political_party_nor_albion	wh2_main_political_party_nor_albion
wh2_main_political_party_nor_trollz	wh2_main_political_party_nor_trollz
wh2_main_political_party_vor_arb_aswad_scythans	wh2_main_political_party_vor_arb_aswad_scythans
wh2_main_political_party_vor_arb_caliphate_of_araby	wh2_main_political_party_vor_arb_caliphate_of_araby
wh2_main_political_party_vor_arb_flaming_scimitar	wh2_main_political_party_vor_arb_flaming_scimitar
wh2_main_political_party_vor_amz_amazons	wh2_main_political_party_vor_amz_amazons
wh2_main_political_party_vor_nor_albion	wh2_main_political_party_vor_nor_albion
wh2_main_political_party_wef_treeblood	wh2_main_political_party_wef_treeblood
wh2_main_political_party_vor_emp_grudgebringers	wh2_main_political_party_vor_emp_grudgebringers
