key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;5;db/character_skill_nodes_tables/ovn_ribspreader										
wh_main_skill_node_chs_ribspreader_battle_01		wh_main_skill_chs_lord_battle_dominating_presence	wh_main_skill_node_set_ribspreader		4.0	0.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_333		ribspreader_chaos_vanguard	wh_main_skill_node_set_ribspreader		4.0	3.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_334		wh2_dlc11_skill_chs_army_buff_savage_bloodlust	wh_main_skill_node_set_ribspreader		4.0	4.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_335		wh2_dlc11_skill_chs_army_buff_blessed_by_chaos	wh_main_skill_node_set_ribspreader		4.0	5.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_336		wh2_dlc11_skill_chs_army_buff_hammer_to_the_anvil	wh_main_skill_node_set_ribspreader		4.0	6.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_337		wh2_dlc11_skill_chs_army_buff_monstrous_strength	wh_main_skill_node_set_ribspreader		4.0	7.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_07		wh2_dlc11_skill_chs_army_buff_doomfire	wh_main_skill_node_set_ribspreader		4.0	8.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_08		wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_ribspreader		4.0	9.0		0	6	true
wh_main_skill_node_chs_ribspreader_battle_391		wh2_dlc11_skill_chs_army_buff_legion_of_doom	wh_main_skill_node_set_ribspreader		4.0	10.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_09		wh2_dlc11_skill_chs_army_buff_speed_and_malice	wh_main_skill_node_set_ribspreader		4.0	11.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_10		wh2_dlc11_skill_chs_army_buff_freakish_mutations	wh_main_skill_node_set_ribspreader		4.0	12.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_11		ribspreader_battle_ranged_elite	wh_main_skill_node_set_ribspreader		4.0	13.0		0	0	true
wh_main_skill_node_chs_ribspreader_battle_13		wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_ribspreader		4.0	14.0		0	1	true
wh_main_skill_node_chs_ribspreader_campaign_01		wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_ribspreader		5.0	0.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_02		wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_ribspreader		5.0	1.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_03		wh2_main_skill_def_campaign_dreaded_slaver	wh_main_skill_node_set_ribspreader		5.0	2.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_04		wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_ribspreader		5.0	3.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_05		wh2_main_skill_def_campaign_infamous_raider	wh_main_skill_node_set_ribspreader		5.0	4.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_06		wh2_main_skill_def_campaign_draftmaster	wh_main_skill_node_set_ribspreader		5.0	5.0		0	4	true
wh_main_skill_node_chs_ribspreader_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_ribspreader		5.0	6.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_08		wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_ribspreader		5.0	7.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_09		wh2_main_skill_def_campaign_fleeting_shadow	wh_main_skill_node_set_ribspreader		5.0	8.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_10		wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_ribspreader		5.0	9.0		0	0	true
wh_main_skill_node_chs_ribspreader_campaign_11		wh2_main_skill_LL_self_defense	wh_main_skill_node_set_ribspreader		5.0	10.0		0	4	true
wh_main_skill_node_chs_ribspreader_innate_01		wh2_main_skill_innate_chs_diabolic_spendour	wh_main_skill_node_set_ribspreader		6.0	0.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_02		wh2_main_skill_innate_chs_dominance	wh_main_skill_node_set_ribspreader		6.0	1.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_03		wh2_main_skill_innate_all_fleet_footed	wh_main_skill_node_set_ribspreader		6.0	2.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_04		wh2_main_skill_innate_all_cunning	wh_main_skill_node_set_ribspreader		6.0	3.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_05		wh2_main_skill_innate_all_determined	wh_main_skill_node_set_ribspreader		6.0	4.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_06		wh2_main_skill_innate_all_confident	wh_main_skill_node_set_ribspreader		6.0	5.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_07		wh2_main_skill_innate_all_disciplined	wh_main_skill_node_set_ribspreader		6.0	6.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_08		wh2_main_skill_innate_all_perceptive	wh_main_skill_node_set_ribspreader		6.0	7.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_09		wh2_main_skill_innate_all_aggressive	wh_main_skill_node_set_ribspreader		6.0	8.0		0	0	false
wh_main_skill_node_chs_ribspreader_innate_10		wh2_main_skill_innate_all_tough	wh_main_skill_node_set_ribspreader		6.0	9.0		0	0	false
