faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_albion				
	elo_fenbeast	elo_fenbeast	elo_fenbeast	elo_fenbeast
	elo_albion_cha_queen	elo_albion_cha_queen	elo_albion_cha_queen	elo_albion_cha_queen
	elo_albion_warriors	elo_albion_warriors	elo_albion_warriors	elo_albion_warriors
	elo_youngbloods	elo_youngbloods	elo_youngbloods	elo_youngbloods
	elo_woadraider	elo_woadraider	elo_woadraider	elo_woadraider
	elo_bloodhounds	elo_bloodhounds	elo_bloodhounds	ovn_hounds
	albion_giant	albion_giant	albion_giant	albion_giant
	druid_neophytes	druid_neophytes	druid_neophytes	druid_neophytes
	albion_stonethrower	albion_stonethrower	albion_stonethrower	albion_stonethrower
	albion_huntresses	albion_huntresses	albion_huntresses	albion_huntresses
	elo_albion_warriors_spears	elo_albion_warriors_spears	elo_albion_warriors_spears	elo_albion_warriors_spears
	elo_albion_warriors_2h	elo_albion_warriors_2h	elo_albion_warriors_2h	elo_albion_warriors_2h
	albion_riders	albion_riders	albion_riders	albion_riders
	albion_riders_javelins	albion_riders_javelins	albion_riders_javelins	albion_riders_javelins
	albion_hearthguard	albion_hearthguard	albion_hearthguard	albion_hearthguard
	albion_hearthguard_halberd	albion_hearthguard_halberd	albion_hearthguard_halberd	albion_hearthguard_halberd
	albion_hearthguard_2h	albion_hearthguard_2h	albion_hearthguard_2h	albion_hearthguard_2h
	albion_swordmaiden	albion_swordmaiden	wh2_main_nor_Albion_swordmaiden	albion_swordmaiden
	albion_chariot	albion_chariot	albion_chariot_fighter	albion_chariot
	albion_truthsayer_beast	albion_truthsayer_beast	albion_truthsayer	albion_truthsayer_beast
	albion_truthsayer_beast_horse	albion_truthsayer_beast	albion_truthsayer	albion_truthsayer_beast
	albion_truthsayer_life	albion_truthsayer_life	albion_truthsayer	albion_truthsayer_life
	albion_truthsayer_life_horse	albion_truthsayer_life	albion_truthsayer	albion_truthsayer_life
	albion_truthsayer_light	albion_truthsayer_light	albion_truthsayer	albion_truthsayer_light
	albion_truthsayer_light_horse	albion_truthsayer_light	albion_truthsayer	albion_truthsayer_light
	albion_truthsayer_truth	albion_truthsayer_truth	albion_truthsayer	albion_truthsayer_truth
	albion_truthsayer_truth_horse	albion_truthsayer_truth	albion_truthsayer	albion_truthsayer_truth
	albion_centaurs	albion_centaurs	albion_centaurs	albion_centaurs
	albion_fenhulk	albion_fenhulk	albion_fenhulk	albion_fenhulk
	albion_warleader	albion_warleader	albion_warleader	albion_warleader
	albion_warleader_horse	albion_warleader	albion_warleader	albion_warleader
	albion_warleader_chariot	albion_warleader	albion_warleader	albion_warleader
	albion_chief	albion_chief	albion_chief	albion_chief
	albion_chief_horse	albion_chief	albion_chief	albion_chief
	albion_chief_chariot	albion_chief	albion_chief	albion_chief
	albion_morrigan	albion_morrigan	albion_morrigan	albion_morrigan
	albion_morrigan_bird	albion_morrigan	albion_morrigan_bird	albion_morrigan
	albion_half_giants	albion_half_giants	albion_half_giants	albion_half_giants
	albion_wyrd_druid	albion_wyrd_druid	albion_wyrd_druid	albion_wyrd_druid
	albion_wyrd_druid_horse	albion_wyrd_druid	albion_wyrd_druid	albion_wyrd_druid
	elo_albion_gryphon	elo_albion_gryphon	elo_albion_gryphon	elo_albion_gryphon
	ovn_alb_inf_stone_throw_giant	ovn_alb_inf_stone_throw_giant	ovn_alb_stone_throw_giant	ovn_alb_stone_throw_giant
	alb_cav_noble	alb_cav_noble	alb_cav_noble	alb_cav_noble
	alb_cav_noble_spear	alb_cav_noble_spear	alb_cav_noble_spear	alb_cav_noble_spear
	alb_viridian_champ	alb_viridian_champ	alb_viridian_champ	alb_viridian_champ
	albion_riders_spear	albion_riders_spear	albion_riders_spear	albion_riders_spear
	bl_elo_dural_durak	bl_elo_dural_durak	bl_elo_dural_durak	bl_elo_dural_durak
	elo_summon_fenbeasts	elo_summon_fenbeasts	elo_fenbeast	elo_fenbeast
	bl_elo_dural_durak_horse	bl_elo_dural_durak	bl_elo_dural_durak	bl_elo_dural_durak
	bl_elo_dural_durak_chariot	bl_elo_dural_durak	bl_elo_dural_durak	bl_elo_dural_durak
	ovn_barrow_wight	ovn_barrow_wight	ovn_barrow_wight	ovn_barrow_wight
