character_skill_level_to_effects_junctions_tables	1
character_skill_key	effect_key	effect_scope	level	value
dummy_agent_actions_enable_assist_army	wh2_main_effect_agent_action_enable_spy_assist_army_enhance_mobility	character_to_character_own	1	1.0
dummy_agent_actions_enable_assist_army	wh2_main_effect_agent_action_enable_spy_assist_army_scavenge	character_to_character_own	1	1.0
dummy_agent_actions_enable_assist_army	wh2_main_effect_agent_action_enable_dignitary_assist_army_replenish_troops	character_to_character_own	1	1.0
dummy_agent_actions_enable_assist_army	wh2_main_effect_agent_action_enable_champion_assist_army_training	character_to_character_own	1	1.0
dummy_agent_actions_enable_assist_army	wh2_main_effect_agent_action_enable_wizard_assist_army_scouting	character_to_character_own	1	1.0
grudge_volley_of_arrows	grudge_skill_ability_volley_of_arrows	character_to_character_own	1	1.0
grudge_volley_of_dark_arrows	grudge_skill_ability_volley_of_dark_arrows	character_to_character_own	1	1.0
grudge_arrow_of_kurnous	grudge_effect_ability_enable_arrow_of_kurnous	character_to_character_own	1	1.0
grudge_skill_shrapnel_shot	grudge_effect_ability_enable_shrapnel_shot	character_to_character_own	1	1.0
grudge_skill_pepperpot	grudge_effect_ability_enable_pepperpot	character_to_character_own	1	1.0
magic_ice_shield_of_cold_dummy	effect_magic_ice_enable_shield_of_cold	character_to_character_own	1	1.0
magic_ice_shield_of_cold	effect_magic_ice_enable_shield_of_cold_upgraded	character_to_character_own	1	1.0
magic_ice_shield_of_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
magic_ice_shield_of_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
magic_ice_shield_of_cold	effect_magic_ice_cooldown_shield_of_cold	character_to_character_own	1	-30.0
magic_ice_shield_of_cold	effect_magic_ice_enable_shield_of_cold_upgraded	character_to_character_own	2	1.0
magic_ice_shield_of_cold	effect_magic_ice_miscast_reduction_shield_of_cold_upgraded	character_to_character_own	2	-15.0
magic_ice_shield_of_cold	effect_magic_ice_reduce_wom_cost_shield_of_cold	character_to_character_own	2	-1.0
magic_ice_shield_of_cold	effect_magic_ice_reduce_wom_cost_shield_of_cold_upgraded	character_to_character_own	2	-2.0
magic_ice_shield_of_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_shield_of_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_shield_of_cold	effect_magic_ice_cooldown_shield_of_cold	character_to_character_own	2	-50.0
magic_ice_frost_blade	effect_magic_ice_enable_frost_blade	character_to_character_own	1	1.0
magic_ice_frost_blade	effect_magic_ice_enable_frost_blade_upgraded	character_to_character_own	2	1.0
magic_ice_frost_blade	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_frost_blade	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_frost_blade	effect_magic_ice_cooldown_frost_blade	character_to_character_own	2	-30.0
magic_ice_frost_blade	effect_magic_ice_enable_frost_blade_upgraded	character_to_character_own	3	1.0
magic_ice_frost_blade	effect_magic_ice_miscast_reduction_frost_blade_upgraded	character_to_character_own	3	-15.0
magic_ice_frost_blade	effect_magic_ice_reduce_wom_cost_frost_blade	character_to_character_own	3	-1.0
magic_ice_frost_blade	effect_magic_ice_reduce_wom_cost_frost_blade_upgraded	character_to_character_own	3	-2.0
magic_ice_frost_blade	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_frost_blade	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_frost_blade	effect_magic_ice_cooldown_frost_blade	character_to_character_own	3	-50.0
magic_ice_crisping_cold	effect_magic_ice_enable_crisping_cold	character_to_character_own	1	1.0
magic_ice_crisping_cold	effect_magic_ice_enable_crisping_cold_upgraded	character_to_character_own	2	1.0
magic_ice_crisping_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_crisping_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_crisping_cold	effect_magic_ice_cooldown_crisping_cold	character_to_character_own	2	-30.0
magic_ice_crisping_cold	effect_magic_ice_enable_crisping_cold_upgraded	character_to_character_own	3	1.0
magic_ice_crisping_cold	effect_magic_ice_miscast_reduction_crisping_cold_upgraded	character_to_character_own	3	-15.0
magic_ice_crisping_cold	effect_magic_ice_reduce_wom_cost_crisping_cold	character_to_character_own	3	-1.0
magic_ice_crisping_cold	effect_magic_ice_reduce_wom_cost_crisping_cold_upgraded	character_to_character_own	3	-2.0
magic_ice_crisping_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_crisping_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_crisping_cold	effect_magic_ice_cooldown_crisping_cold	character_to_character_own	3	-50.0
magic_ice_shattering_frost	effect_magic_ice_enable_shattering_frost	character_to_character_own	1	1.0
magic_ice_shattering_frost	effect_magic_ice_enable_shattering_frost_upgraded	character_to_character_own	2	1.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_shattering_frost	effect_magic_ice_cooldown_shattering_frost	character_to_character_own	2	-30.0
magic_ice_shattering_frost	effect_magic_ice_enable_shattering_frost_upgraded	character_to_character_own	3	1.0
magic_ice_shattering_frost	effect_magic_ice_miscast_reduction_shattering_frost_upgraded	character_to_character_own	3	-15.0
magic_ice_shattering_frost	effect_magic_ice_reduce_wom_cost_shattering_frost	character_to_character_own	3	-1.0
magic_ice_shattering_frost	effect_magic_ice_reduce_wom_cost_shattering_frost_upgraded	character_to_character_own	3	-2.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_shattering_frost	effect_magic_ice_cooldown_shattering_frost	character_to_character_own	3	-50.0
magic_ice_chill	effect_magic_ice_enable_chill	character_to_character_own	1	1.0
magic_ice_chill	effect_magic_ice_enable_chill_upgraded	character_to_character_own	2	1.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_chill	effect_magic_ice_cooldown_chill	character_to_character_own	2	-30.0
magic_ice_chill	effect_magic_ice_enable_chill_upgraded	character_to_character_own	3	1.0
magic_ice_chill	effect_magic_ice_miscast_reduction_chill_upgraded	character_to_character_own	3	-15.0
magic_ice_chill	effect_magic_ice_reduce_wom_cost_chill	character_to_character_own	3	-1.0
magic_ice_chill	effect_magic_ice_reduce_wom_cost_chill_upgraded	character_to_character_own	3	-2.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_chill	effect_magic_ice_cooldown_chill	character_to_character_own	3	-50.0
skill_all_magic_ice_cold	effect_ability_enable_ice_cold	character_to_character_own	1	1.0
skill_all_magic_ice_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
skill_all_magic_ice_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
magic_ice_blinding_blizzard	effect_magic_ice_enable_blinding_blizzard	character_to_character_own	1	1.0
magic_ice_blinding_blizzard	effect_magic_ice_enable_blinding_blizzard_upgraded	character_to_character_own	2	1.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_blinding_blizzard	effect_magic_ice_cooldown_blinding_blizzard	character_to_character_own	2	-30.0
magic_ice_blinding_blizzard	effect_magic_ice_enable_blinding_blizzard_upgraded	character_to_character_own	3	1.0
magic_ice_blinding_blizzard	effect_magic_ice_miscast_reduction_blinding_blizzard_upgraded	character_to_character_own	3	-15.0
magic_ice_blinding_blizzard	effect_magic_ice_reduce_wom_cost_blinding_blizzard	character_to_character_own	3	-1.0
magic_ice_blinding_blizzard	effect_magic_ice_reduce_wom_cost_blinding_blizzard_upgraded	character_to_character_own	3	-2.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_blinding_blizzard	effect_magic_ice_cooldown_blinding_blizzard	character_to_character_own	3	-50.0
magic_ice_ice_shards_dummy	effect_magic_ice_enable_ice_shards	character_to_character_own	1	1.0
magic_ice_ice_shards	effect_magic_ice_enable_ice_shards_upgraded	character_to_character_own	1	1.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
magic_ice_ice_shards	effect_magic_ice_cooldown_ice_shards	character_to_character_own	1	-30.0
magic_ice_ice_shards	effect_magic_ice_enable_ice_shards_upgraded	character_to_character_own	2	1.0
magic_ice_ice_shards	effect_magic_ice_miscast_reduction_ice_shards_upgraded	character_to_character_own	2	-15.0
magic_ice_ice_shards	effect_magic_ice_reduce_wom_cost_ice_shards	character_to_character_own	2	-1.0
magic_ice_ice_shards	effect_magic_ice_reduce_wom_cost_ice_shards_upgraded	character_to_character_own	2	-2.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_ice_shards	effect_magic_ice_cooldown_ice_shards	character_to_character_own	2	-50.0
magic_ice_storm_strike	effect_magic_ice_enable_storm_strike	character_to_character_own	1	1.0
magic_ice_storm_strike	effect_magic_ice_enable_storm_strike_upgraded	character_to_character_own	2	1.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_storm_strike	effect_magic_ice_cooldown_storm_strike	character_to_character_own	2	-30.0
magic_ice_storm_strike	effect_magic_ice_enable_storm_strike_upgraded	character_to_character_own	3	1.0
magic_ice_storm_strike	effect_magic_ice_miscast_reduction_storm_strike_upgraded	character_to_character_own	3	-15.0
magic_ice_storm_strike	effect_magic_ice_reduce_wom_cost_storm_strike	character_to_character_own	3	-1.0
magic_ice_storm_strike	effect_magic_ice_reduce_wom_cost_storm_strike_upgraded	character_to_character_own	3	-2.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_storm_strike	effect_magic_ice_cooldown_storm_strike	character_to_character_own	3	-50.0
magic_ice_chill_blast	effect_magic_ice_enable_chill_blast	character_to_character_own	1	1.0
magic_ice_chill_blast	effect_magic_ice_enable_chill_blast_upgraded	character_to_character_own	2	1.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_chill_blast	effect_magic_ice_cooldown_chill_blast	character_to_character_own	2	-30.0
magic_ice_chill_blast	effect_magic_ice_enable_chill_blast_upgraded	character_to_character_own	3	1.0
magic_ice_chill_blast	effect_magic_ice_miscast_reduction_chill_blast_upgraded	character_to_character_own	3	-15.0
magic_ice_chill_blast	effect_magic_ice_reduce_wom_cost_chill_blast	character_to_character_own	3	-1.0
magic_ice_chill_blast	effect_magic_ice_reduce_wom_cost_chill_blast_upgraded	character_to_character_own	3	-2.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_chill_blast	effect_magic_ice_cooldown_chill_blast	character_to_character_own	3	-50.0
magic_ice_ice_blizzard	effect_magic_ice_enable_ice_blizzard	character_to_character_own	1	1.0
magic_ice_ice_blizzard	effect_magic_ice_enable_ice_blizzard_upgraded	character_to_character_own	2	1.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-1.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	1.0
magic_ice_ice_blizzard	effect_magic_ice_cooldown_ice_blizzard	character_to_character_own	2	-30.0
magic_ice_ice_blizzard	effect_magic_ice_enable_ice_blizzard_upgraded	character_to_character_own	3	1.0
magic_ice_ice_blizzard	effect_magic_ice_miscast_reduction_ice_blizzard_upgraded	character_to_character_own	3	-15.0
magic_ice_ice_blizzard	effect_magic_ice_reduce_wom_cost_ice_blizzard	character_to_character_own	3	-1.0
magic_ice_ice_blizzard	effect_magic_ice_reduce_wom_cost_ice_blizzard_upgraded	character_to_character_own	3	-2.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_ice_blizzard	effect_magic_ice_cooldown_ice_blizzard	character_to_character_own	3	-50.0
magic_ice_tempest	effect_magic_ice_enable_tempest	character_to_character_own	1	1.0
magic_ice_tempest	effect_magic_ice_enable_tempest_upgraded	character_to_character_own	2	1.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_tempest	effect_magic_ice_cooldown_tempest	character_to_character_own	2	-30.0
magic_ice_tempest	effect_magic_ice_enable_tempest_upgraded	character_to_character_own	3	1.0
magic_ice_tempest	effect_magic_ice_miscast_reduction_tempest_upgraded	character_to_character_own	3	-15.0
