effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
ovn_faction_trait_araby	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	-50.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_force_all_campaign_loot_income	faction_to_faction_own_unseen	-10.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_siege_engine_unlock_emp_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_siege_engine_unlock_emp_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_siege_engine_number_emp_siege_tower	faction_to_force_own	2.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_siege_engine_number_emp_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_siege_engine_enable_emp_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_araby	wh_main_effect_siege_engine_enable_emp_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_araby	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0	start_turn_completed
ovn_faction_trait_amazon	wh2_main_effect_siege_engine_unlock_lzd_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_amazon	wh2_main_effect_siege_engine_unlock_lzd_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_amazon	wh2_main_effect_siege_engine_number_lzd_siege_tower	faction_to_force_own	2.0	start_turn_completed
ovn_faction_trait_amazon	wh2_main_effect_siege_engine_number_lzd_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_amazon	wh2_main_effect_siege_engine_enable_lzd_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_amazon	wh2_main_effect_siege_engine_enable_lzd_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_amazon	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0	start_turn_completed
ovn_faction_trait_trollz	wh_main_effect_modify_vassal_income	faction_to_faction_own_unseen	-50.0	start_turn_completed
ovn_faction_trait_trollz	wh_main_effect_force_newhorde_buildings_chaos	faction_to_faction_own_unseen	1.0	start_turn_completed
ovn_faction_trait_trollz	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	50.0	start_turn_completed
ovn_faction_trait_trollz	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	75.0	start_turn_completed
ovn_faction_trait_trollz	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	50.0	start_turn_completed
ovn_faction_trait_trollz	wh_main_effect_force_all_campaign_loot_income	faction_to_faction_own_unseen	50.0	start_turn_completed
ovn_faction_trait_trollz	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	50.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_force_all_campaign_loot_income	faction_to_faction_own_unseen	50.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_siege_engine_unlock_emp_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_siege_engine_unlock_emp_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_siege_engine_number_emp_siege_tower	faction_to_force_own	2.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_siege_engine_number_emp_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_siege_engine_enable_emp_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_grudge	wh_main_effect_siege_engine_enable_emp_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_grudge	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_enable_nor_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_enable_nor_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_number_nor_battering_ram	faction_to_force_own	2.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_number_nor_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_unlock_nor_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_unlock_nor_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	1.0	start_turn_completed
ovn_faction_trait_albion	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0	start_turn_completed
ovn_faction_trait_belakor	wh_main_effect_siege_engine_enable_chs_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_belakor	wh_main_effect_siege_engine_enable_chs_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_belakor	wh_main_effect_siege_engine_number_chs_battering_ram	faction_to_force_own	2.0	start_turn_completed
ovn_faction_trait_belakor	wh_main_effect_siege_engine_number_chs_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_belakor	wh_main_effect_siege_engine_unlock_chs_battering_ram	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_belakor	wh_main_effect_siege_engine_unlock_chs_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_belakor	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0	start_turn_completed
