building_levels_tables	16
level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
elo_ogham_stone_1	elo_ogham_stone	0	1	1500	0		false	0	0	0	0	false				true	elo_ogham_stone	true	0.0	0	true	1		true	0	0
elo_ogham_stone_2	elo_ogham_stone	1	3	3000	0		false	0	0	0	0	false				true	elo_ogham_stone	true	0.0	0	true	3		true	0	0
elo_ogham_stone_4	elo_ogham_stone	2	4	4000	0		false	0	0	0	0	false				true	elo_ogham_stone	true	0.0	0	true	4		true	0	0
elo_ogham_stone_3	elo_ogham_stone	3	5	6000	0		false	0	0	0	0	false				true	elo_ogham_stone	true	0.0	0	true	5		true	0	0
elo_temple_danu_1	elo_temple_danu	0	3	4000	0		false	0	0	0	0	false				true	elo_temple_danu	true	0.0	0	true	3		true	0	0
elo_temple_danu_2	elo_temple_danu	1	4	5000	0		false	0	0	0	0	false				true	elo_temple_danu	true	0.0	0	true	4		true	0	0
elo_temple_danu_3	elo_temple_danu	2	5	7000	0		false	0	0	0	0	false				true	elo_temple_danu	true	0.0	0	true	5		true	0	0
albion_hunters_1	albion_hunters	0	1	1000	0		false	0	0	0	0	false				true	albion_hunters	true	0.0	0	true	1		true	0	0
albion_hunters_2	albion_hunters	1	2	1500	0		false	0	0	0	0	false				true	albion_hunters	true	0.0	0	true	2		true	0	0
albion_hunters_3	albion_hunters	2	4	2000	0		false	0	0	0	0	false				true	albion_hunters	true	0.0	0	true	3		true	0	0
albion_order_1	albion_order	0	2	2000	0		false	0	0	0	0	false				true	albion_order	true	0.0	0	true	2		true	0	0
albion_order_2	albion_order	1	4	4000	0		false	0	0	0	0	false				true	albion_order	true	0.0	0	true	3		true	0	0
albion_order_3	albion_order	2	5	6000	0		false	0	0	0	0	false				true	albion_order	true	0.0	0	true	4		true	0	0
albion_smith_1	albion_smith	0	2	2500	0		false	0	0	0	0	false				true	albion_smith	true	0.0	0	true	2		true	0	0
albion_smith_2	albion_smith	1	4	5000	0		false	0	0	0	0	false				true	albion_smith	true	0.0	0	true	3		true	0	0
albion_hall_heroes	albion_hall_heroes	0	5	7000	0		false	0	0	0	0	false				true	albion_hall_heroes	true	0.0	0	true	5		true	0	0
albion_gryphon_eyrie_0	albion_gryphon_eyrie	0	2	2000	0		false	0	0	0	0	false				true	albion_gryphon_eyrie	true	0.0	0	true	2		true	0	0
albion_gryphon_eyrie	albion_gryphon_eyrie	1	3	3500	0		false	0	0	0	0	false				true	albion_gryphon_eyrie	true	0.0	0	true	3		true	0	0
albion_oracle_hall_1	albion_oracle_hall	0	2	2500	0		false	0	0	0	0	false				true	albion_oracle_hall	true	0.0	0	true	2		true	0	0
albion_oracle_hall_2	albion_oracle_hall	1	3	4500	0		false	0	0	0	0	false				true	albion_oracle_hall	true	0.0	0	true	3		true	0	0
