group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_trolls		
Default_land_monster	elo_lava_trolls	13
Default_land_command	elo_boglar_shaman	10
Default_land_monster	elo_southern_trolls	5
Default_land_monster	elo_armoured_icetrolls	20
Default_land_monster	elo_red_avalanche	45
Default_land_monster	elo_river_trolls	10
Default_land_monster	elo_mountain_trolls	20
Default_land_monster	elo_shipwreckers	40
Default_land_command	elo_cha_troll_lord	10
Default_land_monster	elo_kin	35
Default_land_monster	elo_forest_trolls	10
Default_land_monster	elo_bile_trolls	30
Default_land_monster	elo_snow_troll	35
Default_land_monster	elo_armoured_icetrolls_erengrad	20
Default_land_monster	elo_river_trolls_erengrad	18
Default_land_monster	elo_mountain_trolls_erengrad	15
Default_land_monster	elo_forest_trolls_erengrad	10
Default_land_monster	elo_snow_troll_erengrad	35
Default_land_command	elo_chief_ugma	10
Default_land_monster	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	15
Default_land_monster	wh2_dlc15_grn_mon_river_trolls_0_no_scrap	12
Default_land_monster	elo_night_trolls_ror	55
Default_land_infantry_melee	elo_carrion_gobbo_melee	4
Default_land_infantry_missile	elo_carrion_gobbo_bow	5
Default_land_cavalry_melee	elo_carrion_squig_hoppers	8
Default_land_monster	elo_warpstone_trolls	30
Default_land_infantry_missile_heavy	ovn_trl_inf_stone_throw_troll	15
Default_land_monster	elo_sea_troll	16
Default_land_command	elo_troll_champ	10
Default_land_monster	elo_troll_giant	25
Default_land_command	elo_carrion_boss	10
Default_land_command	elo_carrion_boss_squig	15
Default_land_monster	ovn_troll_mon_wyvern	20
