key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hlf_lord									
hlf_staff	item_arcane_item.png	sword	sword	1	false	false	false	0.0	0
hlf_robe	item_armour.png	Helm	Helm	1	false	false	false	0.0	0
meat_Buff	wh2_dlc11_poacher.png		Campaign Buff	0	false	false	false	0.0	0
cig_Buff	wh2_dlc11_smuggler.png		Public Order Buff	0	false	false	false	0.0	0
hlf_Lord_Buff	trait_mootland.png		Ambush Master	0	true	false	false	4.0	0
haffenlyver	hlf_book.png		Morale Buff	0	false	false	false	0.0	0
trick_Buff	wh_pro01_lord_abilities_flash_bomb.png		no magic PO buff	0	false	false	false	0.0	0
ovn_buff_halfling_welf	wh_dlc05_lord_abilities_spirit_essence_of_chaos.png			0	false	false	false	0.0	0
ovn_buff_soup_art	battle_ward_save.png			0	false	false	false	0.0	0
ovn_halfling_hlf_r7	battle_ward_save.png			0	false	false	false	0.0	0
ovn_halfling_ogre_r7	battle_defence.png			0	false	false	false	0.0	0
ovn_halfling_welf_r7	wh_dlc05_lord_abilities_spirit_essence_of_chaos.png			0	false	false	false	0.0	0
ovn_soup_art_r7	battle_ranged_damage.png			0	false	false	false	0.0	0
elo_halfling_cook	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_scharlatan	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_glutton	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_farmer	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_warden	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_thief	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_adventurer	trait_mootland.png			0	true	false	false	4.0	0
elo_halfling_pennypincher	trait_mootland.png			0	true	false	false	4.0	0
