key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;5;db/character_skill_nodes_tables/elo_liche_general										
Liche_general_magic_01		wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	elo_liche_general		3.0	0.0		0	0	true
Liche_general_magic_02		wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath	elo_liche_general		3.0	1.0		0	0	true
Liche_general_magic_03		wh2_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_lord	elo_liche_general		3.0	2.0		0	0	true
Liche_general_magic_04		wh2_main_skill_vmp_magic_vampires_04_gaze_of_nagash_lord	elo_liche_general		3.0	3.0		0	0	true
Liche_general_magic_05		wh2_main_skill_vmp_magic_vampires_05_raise_dead_lord	elo_liche_general		3.0	4.0		0	0	true
Liche_general_magic_06		wh_main_skill_all_magic_all_06_evasion	elo_liche_general		3.0	5.0		0	4	true
Liche_general_magic_07		wh_main_skill_all_magic_all_07_earthing	elo_liche_general		3.0	8.0		0	0	true
Liche_general_magic_08		wh_main_skill_all_magic_all_08_power_drain	elo_liche_general		3.0	9.0		0	0	true
Liche_general_magic_09		wh2_main_skill_vmp_magic_vampires_09_curse_of_years_lord	elo_liche_general		3.0	6.0		0	0	true
Liche_general_magic_10		wh2_main_skill_vmp_magic_vampires_10_wind_of_death_lord	elo_liche_general		3.0	7.0		0	0	true
Liche_general_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit	elo_liche_general		3.0	10.0		0	4	true
Liche_general_magic_12		wh2_main_skill_vmp_magic_vampires_dummy_invocation_of_nehek_danse_macabre	elo_liche_general		3.0	11.0		1	0	false
Liche_general_self_01		wh2_dlc09_skill_tmb_personal_base	elo_liche_general		2.0	0.0		0	0	true
Liche_general_self_02		wh2_dlc09_skill_tmb_personal_conqueror	elo_liche_general		2.0	1.0		0	0	true
Liche_general_self_03		wh2_dlc11_skill_all_lord_self_blade_master	elo_liche_general		2.0	2.0		0	0	true
Liche_general_self_04		wh_main_skill_vmp_lord_self_beguile	elo_liche_general		2.0	3.0		0	0	true
Liche_general_self_05		wh_main_skill_vmp_lord_self_quickblood	elo_liche_general		2.0	4.0		0	0	true
Liche_general_self_06		wh2_dlc09_skill_tmb_personal_5	elo_liche_general		2.0	5.0		0	4	true
