Loc PackedFile	1
key	text	tooltip
effects_description_effect_ability_enable_ice_cold	Passive ability: Unnatural Cold	true
effects_description_effect_ability_enable_ice_winter	Passive ability: Winter Rage	true
effects_description_effect_magic_ice_cooldown_blinding_blizzard	Cooldown: %+n% to Blinding Tempest	true
effects_description_effect_magic_ice_cooldown_chill	Cooldown: %+n% to Chill	true
effects_description_effect_magic_ice_cooldown_crisping_cold	Cooldown: %+n% to Crisping Cold	true
effects_description_effect_magic_ice_cooldown_frost_blade	Cooldown: %+n% to Frost Blade	true
effects_description_effect_magic_ice_cooldown_ice_shards	Cooldown: %+n% to Ice Shards	true
effects_description_effect_magic_ice_cooldown_shattering_frost	Cooldown: %+n% to Shattering Frost	true
effects_description_effect_magic_ice_cooldown_shield_of_cold	Cooldown: %+n% to Shield of Cold	true
effects_description_effect_magic_ice_enable_blinding_blizzard	Spell: Blinding Blizzard	true
effects_description_effect_magic_ice_enable_blinding_blizzard_upgraded	Overcast spell: Blinding Tempest	true
effects_description_effect_magic_ice_enable_chill	Spell: Chill	true
effects_description_effect_magic_ice_enable_chill_upgraded	Overcast spell: Petrifying Chill	true
effects_description_effect_magic_ice_enable_crisping_cold	Spell: Crisping Cold	true
effects_description_effect_magic_ice_enable_crisping_cold_upgraded	Overcast spell: Crisping Cold Advanced	true
effects_description_effect_magic_ice_enable_frost_blade	Spell: Frost Blade	true
effects_description_effect_magic_ice_enable_frost_blade_upgraded	Overcast spell: Frost Blade Reinforced	true
effects_description_effect_magic_ice_enable_ice_shards	Spell: Ice Shards	true
effects_description_effect_magic_ice_enable_ice_shards_upgraded	Overcast spell: Sharp Ice Shards	true
effects_description_effect_magic_ice_enable_shattering_frost	Spell: Shattering Frost	true
effects_description_effect_magic_ice_enable_shattering_frost_upgraded	Overcast spell: Shattering Frost Advanced	true
effects_description_effect_magic_ice_enable_shield_of_cold	Spell: Shield of Cold	true
effects_description_effect_magic_ice_enable_shield_of_cold_upgraded	Overcast spell: Shield of Cold Reinforced	true
