land_units_tables	44
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
10	wh2_main_leather_20	2100	inf_ranged	30	com	9	50	wh_main_unit_long_text_emp_celestial_wizard	arb_vizier_fire_0	hu1_arb_magician_fire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	36	65	3680			0	0	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	true
10	wh2_main_leather_20	2100	cavalry	55	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_fire_1	hu1_fire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	36	65	3832	ovn_arb_mnt_camel		0	1	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_cavalry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	8.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_plate_50	2100	war_beast	70	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_fire_2	hu1_araby_fc1_carpet_wb_staff_and_sword_fire	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	36	65	4152	ovn_arb_mnt_flying_carpet		0	1	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_monstrous_cavalry	placeholder	false	trained	ovn_vizier_fire_officer			true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	0.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	30	com	9	50	wh_main_unit_long_text_emp_celestial_wizard	arb_vizier_life_0	hu1_arb_magician_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	36	65	3680			0	0	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	true
10	wh2_main_leather_20	2100	cavalry	55	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_life_1	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	36	65	3832	ovn_arb_mnt_camel		0	1	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_cavalry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	8.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_plate_50	2100	war_beast	70	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_life_2	hu1_araby_fc1_carpet_wb_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	36	65	4152	ovn_arb_mnt_flying_carpet		0	1	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_monstrous_cavalry	placeholder	false	trained	ovn_vizier_life_officer			true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	0.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_heavens_0	hu1_arb_magician_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	36	65	3680			0	0	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	true
10	wh2_main_leather_20	2100	cavalry	55	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_heavens_1	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	36	65	3832	ovn_arb_mnt_camel		0	1	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_cavalry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	8.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_plate_50	2100	war_beast	70	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_heavens_2	hu1_araby_fc1_carpet_wb_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	36	65	4152	ovn_arb_mnt_flying_carpet		0	1	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_monstrous_cavalry	placeholder	false	trained	ovn_vizier_heavens_officer			true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	0.0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	arb_vizier_desert_0	hu1_arb_magician_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	36	65	3680			0	0	wh_main_emp_sword_caster		1	none	wh2_unit_short_text_arb_vizier	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	true
