building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_araby								
ovn_arb_hosp_1		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	araby_healing	false	ovn_arb_hosp	true
ovn_arb_hosp_2		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	araby_healing	false	ovn_arb_hosp	true
ovn_arb_haikk		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	kislev_bokha_palace	false	ovn_arb_haikk	true
ovn_arb_bel		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	bretonnia_tower_of_the_enchantress	false	ovn_arb_bel	true
ovn_arb_fyrus		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	tmb_ritual_tomb	false	ovn_arb_fyrus	true
ovn_arb_Sabar		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	wh2_main_special_cothique_palace	false	ovn_arb_Sabar	true
ovn_arb_Madrasat		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	special_lighthouse	false	ovn_arb_Madrasat	true
ovn_arb_Sartosa		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	wh2_main_special_castle_drachenfels	false	ovn_arb_Sartosa	true
ovn_arb_Magritta		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	special_glittering_tower	false	ovn_arb_Magritta	true
ovn_arb_Crypt		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	vmp_tmb_mourkain	false	ovn_arb_Crypt	true
ovn_arb_Twilight		wh_main_sc_emp_araby		wh_main_PLACEHOLDER	special_altar_of_ultimate_darkness	false	ovn_arb_Twilight	true
wh_main_emp_smiths_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_smiths_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_wizards_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_wizards_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_forges_3			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	bretonnia_carpenter	true	wh_main_emp_forges_1	true
wh_main_emp_forges_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	bretonnia_carpenter	true	wh_main_brt_carpenter_2	true
wh_main_emp_forges_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	bretonnia_carpenter	true	ovn_arb_forge	true
wh_main_special_knights_panther_chapterhouse			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	empire_knights_panther_chapterhouse	true	wh_main_special_knights_panther_chapterhouse	true
wh_main_teb_port_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	empire_port	false	ovn_arb_port_2	true
wh_main_teb_port_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	empire_port	false	ovn_arb_port_1	true
wh_main_teb_port_3			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	empire_port	false	ovn_arb_port_3	true
wh2_main_emp_academy_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	wh_main_emp_academy	true	wh2_main_emp_academy_1	true
wh_main_emp_smiths_2			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_smiths_1			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_wizards_1			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_wizards_2			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
wh_main_emp_forges_3			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	bretonnia_carpenter	true	wh_main_emp_forges_1	true
wh_main_emp_forges_2			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	bretonnia_carpenter	true	wh_main_brt_carpenter_2	true
wh_main_emp_forges_1			wh2_main_arb_flaming_scimitar	wh_main_PLACEHOLDER	bretonnia_carpenter	true	ovn_arb_forge	true
