child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/@cr_comradeship_legles_the_elf							
ovn_skill_node_legles_the_elf_combat_ranged_02	ovn_skill_node_legles_the_elf_combat_ranged_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_03	ovn_skill_node_legles_the_elf_combat_ranged_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_04	ovn_skill_node_legles_the_elf_combat_ranged_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_05	ovn_skill_node_legles_the_elf_combat_ranged_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_06	ovn_skill_node_legles_the_elf_combat_ranged_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_06	ovn_skill_node_legles_the_elf_combat_ranged_03	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_06	ovn_skill_node_legles_the_elf_combat_ranged_04	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_ranged_06	ovn_skill_node_legles_the_elf_combat_ranged_05	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_02	ovn_skill_node_legles_the_elf_combat_melee_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_03	ovn_skill_node_legles_the_elf_combat_melee_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_04	ovn_skill_node_legles_the_elf_combat_melee_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_05	ovn_skill_node_legles_the_elf_combat_melee_01	0	1	1	0.0	0.0	REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_06	ovn_skill_node_legles_the_elf_combat_melee_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_06	ovn_skill_node_legles_the_elf_combat_melee_03	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_06	ovn_skill_node_legles_the_elf_combat_melee_04	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_combat_melee_06	ovn_skill_node_legles_the_elf_combat_melee_05	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_01	ovn_skill_node_legles_the_elf_battle_dance_01	0	1	2	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_01	ovn_skill_node_legles_the_elf_battle_dance_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_02	ovn_skill_node_legles_the_elf_battle_dance_01	0	1	2	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_02	ovn_skill_node_legles_the_elf_battle_dance_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_03	ovn_skill_node_legles_the_elf_battle_dance_01	0	1	2	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_03	ovn_skill_node_legles_the_elf_battle_dance_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_04	ovn_skill_node_legles_the_elf_battle_dance_01	0	1	2	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_unique_04	ovn_skill_node_legles_the_elf_battle_dance_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_03	ovn_skill_node_legles_the_elf_unique_01	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_04	ovn_skill_node_legles_the_elf_unique_01	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_03	ovn_skill_node_legles_the_elf_unique_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_04	ovn_skill_node_legles_the_elf_unique_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_03	ovn_skill_node_legles_the_elf_unique_03	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_04	ovn_skill_node_legles_the_elf_unique_03	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_03	ovn_skill_node_legles_the_elf_unique_04	0	1	1	0.0	0.0	SUBSET_REQUIRED
ovn_skill_node_legles_the_elf_battle_dance_04	ovn_skill_node_legles_the_elf_unique_04	0	1	1	0.0	0.0	SUBSET_REQUIRED
