effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/obo_grudgebringers_data					
wh2_main_effect_agent_enable_recruitment_grudgebringers	captain.png	3	captain.png	campaign	true
wh2_main_effect_agent_cap_increase_grudgebringers	captain.png	102	captain.png	campaign	true
grudge_skill_ability_volley_of_arrows	general_ability.png	600	general_ability.png	battle	true
grudge_skill_ability_volley_of_dark_arrows	general_ability.png	601	general_ability.png	battle	true
grudge_effect_ability_enable_arrow_of_kurnous	general_ability.png	600	general_ability.png	battle	true
grudge_effect_ability_enable_shrapnel_shot	general_ability.png	600	general_ability.png	battle	true
grudge_effect_ability_enable_pepperpot	general_ability.png	600	general_ability.png	battle	true
effect_magic_ice_cooldown_shield_of_cold	magic_cooldown.png	60	magic_cooldown.png	battle	false
effect_magic_ice_enable_shield_of_cold	spell_ability.png	3	spell_ability.png	battle	true
effect_magic_ice_enable_shield_of_cold_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_shield_of_cold_upgraded	spell_ability.png	111	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_shield_of_cold	spell_ability.png	67	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_shield_of_cold_upgraded	spell_ability.png	68	spell_ability.png	battle	false
effect_magic_ice_cooldown_frost_blade	magic_cooldown.png	60	magic_cooldown.png	battle	false
effect_magic_ice_enable_frost_blade	spell_ability.png	3	spell_ability.png	battle	true
effect_magic_ice_enable_frost_blade_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_frost_blade_upgraded	spell_ability.png	111	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_frost_blade	spell_ability.png	67	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_frost_blade_upgraded	spell_ability.png	68	spell_ability.png	battle	false
effect_magic_ice_cooldown_crisping_cold	magic_cooldown.png	60	magic_cooldown.png	battle	false
effect_magic_ice_enable_crisping_cold	spell_ability.png	3	spell_ability.png	battle	true
effect_magic_ice_enable_crisping_cold_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_crisping_cold_upgraded	spell_ability.png	111	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_crisping_cold	spell_ability.png	67	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_crisping_cold_upgraded	spell_ability.png	68	spell_ability.png	battle	false
effect_magic_ice_cooldown_shattering_frost	magic_cooldown.png	60	magic_cooldown.png	battle	false
effect_magic_ice_enable_shattering_frost	spell_ability.png	3	spell_ability.png	battle	true
effect_magic_ice_enable_shattering_frost_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_shattering_frost_upgraded	spell_ability.png	111	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_shattering_frost	spell_ability.png	67	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_shattering_frost_upgraded	spell_ability.png	68	spell_ability.png	battle	false
effect_magic_ice_enable_chill_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_chill_upgraded	spell_ability.png	111	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_chill_upgraded	spell_ability.png	68	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_chill	spell_ability.png	67	spell_ability.png	battle	false
effect_magic_ice_cooldown_chill	magic_cooldown.png	60	magic_cooldown.png	battle	false
effect_magic_ice_enable_chill	spell_ability.png	3	spell_ability.png	battle	true
effect_ability_enable_ice_cold		600		battle	true
effect_magic_ice_enable_blinding_blizzard_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_blinding_blizzard_upgraded	spell_ability.png	111	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_blinding_blizzard_upgraded	spell_ability.png	68	spell_ability.png	battle	false
effect_magic_ice_reduce_wom_cost_blinding_blizzard	spell_ability.png	67	spell_ability.png	battle	false
effect_magic_ice_cooldown_blinding_blizzard	magic_cooldown.png	60	magic_cooldown.png	battle	false
effect_magic_ice_enable_blinding_blizzard	spell_ability.png	3	spell_ability.png	battle	true
effect_magic_ice_enable_ice_shards_upgraded	spell_ability.png	4	spell_ability.png	battle	true
effect_magic_ice_miscast_reduction_ice_shards_upgraded	spell_ability.png	111	spell_ability.png	battle	false
