building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/ovn_grudge					
wh_main_emp_cha_grudge_main_1	wh_main_effect_hordebuilding_growth_core	force_to_force_own	1.0	1.0	0.0
wh_main_emp_cha_grudge_main_1	wh_main_effect_force_all_recruitment_points	force_to_force_own	1.0	1.0	0.0
wh_main_emp_cha_grudge_main_2	wh_main_effect_hordebuilding_growth_core	force_to_force_own	2.0	2.0	0.0
wh_main_emp_cha_grudge_main_2	wh_main_effect_force_all_recruitment_points	force_to_force_own	2.0	1.0	0.0
wh_main_emp_cha_grudge_main_3	wh_main_effect_hordebuilding_growth_core	force_to_force_own	3.0	3.0	0.0
wh_main_emp_cha_grudge_main_3	wh_main_effect_force_all_recruitment_points	force_to_force_own	2.0	2.0	0.0
wh_main_emp_cha_grudge_main_4	wh_main_effect_hordebuilding_growth_core	force_to_force_own	4.0	2.0	0.0
wh_main_emp_cha_grudge_main_4	wh_main_effect_force_all_recruitment_points	force_to_force_own	3.0	2.0	0.0
wh_main_emp_cha_grudge_main_5	wh_main_effect_hordebuilding_growth_core	force_to_force_own	5.0	2.0	0.0
wh_main_emp_cha_grudge_main_5	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-5.0	2.0	0.0
wh_main_emp_cha_grudge_main_5	wh_main_effect_force_all_recruitment_points	force_to_force_own	3.0	2.0	0.0
wh_main_emp_cha_grudge_growth_1	wh_main_effect_hordebuilding_growth_core	force_to_force_own	2.0	1.0	0.0
wh_main_emp_cha_grudge_growth_2	wh_main_effect_agent_field_line_of_sight_mod	force_to_general_own	25.0	2.0	0.0
wh_main_emp_cha_grudge_growth_2	wh_main_effect_hordebuilding_growth_core	force_to_force_own	4.0	1.0	0.0
wh_main_emp_cha_grudge_growth_3	wh_main_effect_agent_field_line_of_sight_mod	force_to_general_own	50.0	2.0	0.0
wh_main_emp_cha_grudge_growth_3	wh_main_effect_hordebuilding_growth_core	force_to_force_own	6.0	1.0	0.0
wh_main_emp_cha_grudge_growth_3	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	10.0	10.0	0.0
wh_main_emp_cha_grudge_recruit_3	wh_main_effect_agent_enable_recruitment_champion_empire	force_to_force_own	1.0	1.0	0.0
