diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Scimitar_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Scimitar_&_Negative
accept	Scimitar_Dip_Acceptance_Negative_02	1	diplomacy_Faction_Scimitar_&_Negative
accept	Scimitar_Dip_Acceptance_Negative_03	2	diplomacy_Faction_Scimitar_&_Negative
demand_payment	Scimitar_Dip_Demand_Payments_Negative_01	0	diplomacy_Faction_Scimitar_&_Negative
generic_offer_demand	Scimitar_Dip_Generic_Offer_Negative_01	0	diplomacy_Faction_Scimitar_&_Negative
generic_offer_demand	Scimitar_Dip_Generic_Offer_Negative_02	1	diplomacy_Faction_Scimitar_&_Negative
generic_offer_demand	Scimitar_Dip_Generic_Offer_Negative_03	2	diplomacy_Faction_Scimitar_&_Negative
generic_reject	Scimitar_Dip_Rejection_Negative_01	0	diplomacy_Faction_Scimitar_&_Negative
generic_reject	Scimitar_Dip_Rejection_Negative_02	1	diplomacy_Faction_Scimitar_&_Negative
generic_reject	Scimitar_Dip_Rejection_Negative_03	2	diplomacy_Faction_Scimitar_&_Negative
receive	Scimitar_Dip_Greet_Neg_01	0	diplomacy_Faction_Scimitar_&_Negative
receive	Scimitar_Dip_Greet_Neg_02	1	diplomacy_Faction_Scimitar_&_Negative
receive	Scimitar_Dip_Greet_Neg_03	2	diplomacy_Faction_Scimitar_&_Negative
accept	Scimitar_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Scimitar_&_Positive
accept	Scimitar_Dip_Acceptance_Positive_03	1	diplomacy_Faction_Scimitar_&_Positive
demand_payment	Scimitar_Dip_Demand_Payments_Positive_01	0	diplomacy_Faction_Scimitar_&_Positive
generic_offer_demand	Scimitar_Dip_Generic_Offer_Positive_01	0	diplomacy_Faction_Scimitar_&_Positive
generic_offer_demand	Scimitar_Dip_Generic_Offer_Positive_02	1	diplomacy_Faction_Scimitar_&_Positive
generic_offer_demand	Scimitar_Dip_Generic_Offer_Positive_03	2	diplomacy_Faction_Scimitar_&_Positive
generic_reject	Scimitar_Dip_Rejection_Positive_01	0	diplomacy_Faction_Scimitar_&_Positive
generic_reject	Scimitar_Dip_Rejection_Positive_02	1	diplomacy_Faction_Scimitar_&_Positive
generic_reject	Scimitar_Dip_Rejection_Positive_03	2	diplomacy_Faction_Scimitar_&_Positive
receive	Scimitar_Dip_Greet_Pos_01	0	diplomacy_Faction_Scimitar_&_Positive
receive	Scimitar_Dip_Greet_Pos_02	1	diplomacy_Faction_Scimitar_&_Positive
receive	Scimitar_Dip_Greet_Pos_03	2	diplomacy_Faction_Scimitar_&_Positive
accept	Scimitar_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Scimitar
accept	Scimitar_Dip_Acceptance_Neutral_02	1	diplomacy_Faction_Scimitar
accept_state_gift	Scimitar_Dip_Accept_State_Gift_01	0	diplomacy_Faction_Scimitar
accept_state_gift	Scimitar_Dip_Accept_State_Gift_02	1	diplomacy_Faction_Scimitar
accept_state_gift	Scimitar_Dip_Accept_State_Gift_03	2	diplomacy_Faction_Scimitar
acknowledge_accept	Scimitar_Dip_Acknowledge_Accept_01	0	diplomacy_Faction_Scimitar
acknowledge_accept	Scimitar_Dip_Acknowledge_Accept_02	1	diplomacy_Faction_Scimitar
acknowledge_accept	Scimitar_Dip_Acknowledge_Accept_03	2	diplomacy_Faction_Scimitar
acknowledge_cancel_treaty	Scimitar_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Faction_Scimitar
acknowledge_cancel_treaty	Scimitar_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Faction_Scimitar
acknowledge_cancel_treaty	Scimitar_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Faction_Scimitar
acknowledge_reject	Scimitar_Dip_Acknowledge_Reject_01	0	diplomacy_Faction_Scimitar
acknowledge_reject	Scimitar_Dip_Acknowledge_Reject_02	1	diplomacy_Faction_Scimitar
acknowledge_reject	Scimitar_Dip_Acknowledge_Reject_03	2	diplomacy_Faction_Scimitar
acknowledge_war	Scimitar_Dip_Acknowledge_War_01	0	diplomacy_Faction_Scimitar
acknowledge_war	Scimitar_Dip_Acknowledge_War_02	1	diplomacy_Faction_Scimitar
acknowledge_war	Scimitar_Dip_Acknowledge_War_03	2	diplomacy_Faction_Scimitar
cancel_treaty	Scimitar_Dip_Cancel_Treaty_01	0	diplomacy_Faction_Scimitar
cancel_treaty	Scimitar_Dip_Cancel_Treaty_02	1	diplomacy_Faction_Scimitar
cancel_treaty	Scimitar_Dip_Cancel_Treaty_03	2	diplomacy_Faction_Scimitar
demand_join_war	Scimitar_Dip_Demand_Join_War_01	0	diplomacy_Faction_Scimitar
demand_join_war	Scimitar_Dip_Demand_Join_War_02	1	diplomacy_Faction_Scimitar
demand_join_war	Scimitar_Dip_Demand_Join_War_03	2	diplomacy_Faction_Scimitar
demand_payment	Scimitar_Dip_Demand_Payments_Neutral_01	0	diplomacy_Faction_Scimitar
generic_offer_demand	Scimitar_Dip_Generic_Offer_Neutral_01	0	diplomacy_Faction_Scimitar
generic_offer_demand	Scimitar_Dip_Generic_Offer_Neutral_02	1	diplomacy_Faction_Scimitar
