unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/ovn_fimir					
			ovn_fimir_warriors	elo_belakor_r7_fimir_all	false
			ovn_fimir_warriors	dlc08_nor_trolls_fimirs	false
			ovn_fimir_warriors	wh2_dlc11_nor_fimir_giant_mammoth	false
			ovn_fimir_warriors	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir	false
			ovn_fimir_warriors_great_weapons	elo_belakor_r7_fimir_all	false
			ovn_fimir_warriors_great_weapons	dlc08_nor_trolls_fimirs	false
			ovn_fimir_warriors_great_weapons	wh2_dlc11_nor_fimir_giant_mammoth	false
			ovn_fimir_warriors_great_weapons	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir	false
			ovn_shearl	first_wave	false
			ovn_death_quest	first_wave	false
			ovn_boglar	first_wave	false
			ovn_fianna_fimm	swamp_warriors	false
			ovn_fimm	swamp_warriors	false
			ovn_fimir_warriors	swamp_warriors	false
			ovn_fimir_warriors_great_weapons	swamp_warriors	false
			ovn_mistmor	swamp_warriors	false
			ovn_finmor_belakor	swamp_warriors	false
			wh_pro04_nor_mon_fimir_ror_0	swamp_warriors	false
			ovn_gharnus_demon	swamp_warriors	false
			ovn_zoat	fimir_rushers	false
			wh_main_chs_mon_chaos_warhounds_0	fimir_rushers	false
			wh_main_chs_mon_chaos_warhounds_1	fimir_rushers	false
			ovn_marsh_hounds	fimir_rushers	false
			ovn_mon_harpies	all_units	false
			ovn_nuckelavee	fimir_rushers	false
			ovn_fim_cav_bog_beast_riders_0	fimir_rushers	false
			ovn_daemonomaniac	fimir_giants_fen	false
			ovn_fenhulk	fimir_giants_fen	false
			wh_main_chs_mon_giant	fimir_giants_fen	false
			ovn_fenbeast	fimir_bog_monsters	false
			ovn_swamp_daemons	fimir_bog_monsters	false
			ovn_shearl	fimir_r7_warriors	false
			ovn_death_quest	fimir_r7_warriors	false
			ovn_boglar	fimir_r7_warriors	false
			ovn_gharnus_demon	fimir_r7_warriors	false
			ovn_finmor_belakor	fimir_r7_warriors	false
			ovn_fianna_fimm	fimir_r7_warriors	false
			ovn_fimm	fimir_r7_warriors	false
			ovn_fimir_warriors	fimir_r7_warriors	false
			ovn_fimir_warriors_great_weapons	fimir_r7_warriors	false
			wh_pro04_nor_mon_fimir_ror_0	fimir_r7_warriors	false
			ovn_zoat	fimir_r7_fast	false
			wh_main_chs_mon_chaos_warhounds_0	fimir_r7_fast	false
			wh_main_chs_mon_chaos_warhounds_1	fimir_r7_fast	false
			ovn_marsh_hounds	fimir_r7_fast	false
			ovn_nuckelavee	fimir_r7_fast	false
			ovn_fim_cav_bog_beast_riders_0	fimir_r7_fast	false
