id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_albion		
844332201	wh_main_nor_outpost_major_human_1	wh_dlc08_nor_inf_marauder_spearman_0
844332202	wh_main_nor_outpost_major_human_1	wh_dlc08_nor_inf_marauder_champions_0
844332203	wh_main_nor_outpost_major_human_1	wh_dlc08_nor_inf_marauder_champions_0
844332204	wh_main_nor_outpost_major_human_1	wh_main_nor_inf_chaos_marauders_0
844332205	wh_main_nor_outpost_major_human_1	wh_dlc08_nor_inf_marauder_spearman_0
844332206	wh_main_nor_outpost_major_human_1	wh_dlc08_nor_inf_marauder_hunters_0
844332207	wh_main_nor_outpost_major_human_1	wh_main_nor_inf_chaos_marauders_0
844332208	wh_main_nor_outpost_major_human_2	wh_dlc08_nor_inf_marauder_champions_0
844332209	wh_main_nor_outpost_major_human_2	wh_main_nor_inf_chaos_marauders_0
844332210	wh_main_nor_outpost_major_human_2	wh_dlc08_nor_inf_marauder_spearman_0
844332211	wh_main_nor_outpost_major_human_2	wh_main_nor_inf_chaos_marauders_0
844332212	wh_main_nor_outpost_major_human_2	wh_dlc08_nor_inf_marauder_spearman_0
844332213	wh_main_nor_outpost_major_human_2	wh_main_nor_inf_chaos_marauders_1
844332214	wh_main_nor_outpost_major_human_2	wh_dlc08_nor_inf_marauder_champions_0
844332215	wh_main_nor_outpost_major_human_2	wh_dlc08_nor_inf_marauder_hunters_0
844332216	wh_main_nor_outpost_major_human_3	wh_dlc08_nor_inf_marauder_spearman_0
844332217	wh_main_nor_outpost_major_human_3	wh_dlc08_nor_inf_marauder_champions_0
844332218	wh_main_nor_outpost_major_human_3	wh_main_nor_inf_chaos_marauders_0
844332219	wh_main_nor_outpost_major_human_3	wh_main_nor_inf_chaos_marauders_0
844332220	wh_main_nor_outpost_major_human_3	wh_dlc08_nor_inf_marauder_spearman_0
844332221	wh_main_nor_outpost_major_human_3	wh_main_nor_inf_chaos_marauders_1
844332222	wh_main_nor_outpost_major_human_3	wh_dlc08_nor_mon_chaos_ice_trolls
