Loc PackedFile	1
key	text	tooltip
cooking_ingredients_display_text_ovn_spelt	Old World Spelt	true
cooking_ingredients_flavour_text_ovn_spelt	"A relict crop sparsely found throughout the Old World."	true
cooking_ingredients_display_unlock_text_ovn_spelt	Found in the Old World.	true
cooking_ingredients_display_text_ovn_rye	Norscan Rye	true
cooking_ingredients_flavour_text_ovn_rye	"A grass well-suited for surviving the harsh Norscan snows."	true
cooking_ingredients_display_unlock_text_ovn_rye	Found in Norsca.	true
cooking_ingredients_display_text_ovn_teff	Oasis Teff	true
cooking_ingredients_flavour_text_ovn_teff	"A cereal grain cultivated around oases in the Southlands."	true
cooking_ingredients_display_unlock_text_ovn_teff	Found in the Southlands.	true
cooking_ingredients_display_text_ovn_emmer	Shifting Emmer	true
cooking_ingredients_flavour_text_ovn_emmer	"Wheat attuned to the winds of magic."	true
cooking_ingredients_display_unlock_text_ovn_emmer	Found on Ulthuan.	true
cooking_ingredients_display_text_ovn_rice	Silver Rice	true
cooking_ingredients_flavour_text_ovn_rice	"A species of rice from Cathay, now invasive to some regions of the Dark Lands."	true
cooking_ingredients_display_unlock_text_ovn_rice	Found in the Dark Lands.	true
cooking_ingredients_display_text_ovn_maize	Jungle Maize	true
cooking_ingredients_flavour_text_ovn_maize	"Corn that grows in the wild jungles of Lustria."	true
cooking_ingredients_display_unlock_text_ovn_maize	Found in Lustria.	true
cooking_ingredients_display_text_ovn_barley	Chilled Barley	true
cooking_ingredients_flavour_text_ovn_barley	"A strain of barley able to flourish in the frozen lands of the Dark Elves."	true
cooking_ingredients_display_unlock_text_ovn_barley	Found in Naggoroth.	true
cooking_ingredients_display_text_ovn_beef	Auroch Beef	true
cooking_ingredients_flavour_text_ovn_beef	"Beef from the great Aurochs of the Old World."	true
cooking_ingredients_display_unlock_text_ovn_beef	Found in the Old World.	true
cooking_ingredients_display_text_ovn_salmon	Clawfin Salmon	true
cooking_ingredients_flavour_text_ovn_salmon	"Salmon native to the Sea of Claws."	true
cooking_ingredients_display_unlock_text_ovn_salmon	Found in Norsca.	true
cooking_ingredients_display_text_ovn_lamb	Arabyan Lamb	true
cooking_ingredients_flavour_text_ovn_lamb	"For generations, Arabyan shepherds have tended to a unique breed of lamb."	true
cooking_ingredients_display_unlock_text_ovn_lamb	Found in the Southlands.	true
cooking_ingredients_display_text_ovn_calamari	Warded Squid	true
cooking_ingredients_flavour_text_ovn_calamari	"A species of squid found within the Inner Sea."	true
cooking_ingredients_display_unlock_text_ovn_calamari	Found on Ulthuan.	true
cooking_ingredients_display_text_ovn_pork	Bartered Pork	true
cooking_ingredients_flavour_text_ovn_pork	"The lands surrounding Pigsbarter are home to herds of delectable wild pigs."	true
cooking_ingredients_display_unlock_text_ovn_pork	Found in the Dark Lands.	true
cooking_ingredients_display_text_ovn_iguana	Razorback Iguana	true
cooking_ingredients_flavour_text_ovn_iguana	"A species of iguana found in the wild jungles of Lustria."	true
