units_custom_battle_permissions_tables	8
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chaos_warriors_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_inf_chaos_warriors_2	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_inf_chosen_2	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chosen_0	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chosen_1	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_inf_forsaken_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_mon_dragon_ogre_shaggoth	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_mon_chaos_spawn	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_mon_chaos_warhounds_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_art_hellcannon	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_cav_chaos_chariot	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_cav_chaos_knights_0	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_cav_chaos_knights_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chaos_warriors_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_mon_giant	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc06_chs_cav_marauder_horsemasters_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc06_chs_feral_manticore	true	true				false
wh2_main_nor_rotbloods	false	elo_bile_trolls	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_mon_dragon_ogre	true	true				false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_lord_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_10	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_lord_2	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_2	false
wh2_main_nor_rotbloods	true	wh_main_nor_cha_marauder_chieftan_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_02_0.png	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_dlc08_nor_cha_marauder_chieftain_0	false
wh2_main_nor_rotbloods	true	wh_main_nor_cha_marauder_chieftan_1	true	true	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_02_0.png	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_dlc08_nor_cha_marauder_chieftain_0	false
