key	building_level	position_index	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
#technologies_tables;5;db/technologies_tables/elo_halfling														
elo_halfling_conscription		0	wh_main_emp_state_troop_sergeants	0	0	0	0	false	false	"placeholder.tga"	8989001	false	false	true
elo_halfling_good_pots		0	wh_main_emp_vehicle_armour_plating	0	0	0	0	false	false	"placeholder.tga"	8989002	false	false	true
elo_halfling_farmer_tools		0	tech_dlc07_brt_economy_other_3	0	0	0	0	false	false	"placeholder.tga"	8989003	false	false	true
elo_halfling_training		0	tech_dlc07_brt_economy_other_spears	0	0	0	0	false	false	"placeholder.tga"	8989004	false	false	true
elo_halfling_housewifes		0	wh_main_grn_spikes_n_scythes	0	0	0	0	false	false	"placeholder.tga"	8989005	false	false	true
elo_halfling_farmer_tools_2		0	tech_dlc07_brt_economy_farm_1	0	0	0	0	false	false	"placeholder.tga"	8989006	false	false	true
elo_halfling_fields		0	tech_dlc08_nor_secrets_of_grain_n_grape	0	0	0	0	false	false	"placeholder.tga"	8989007	false	false	true
elo_halfling_borrowing		0	tech_dlc07_brt_economy_other_tithes	0	0	0	0	false	false	"placeholder.tga"	8989008	false	false	true
elo_halfling_tobacco_1		0	tech_dlc07_brt_economy_farm_3	0	0	0	0	false	false	"placeholder.tga"	8989009	false	false	true
elo_halfling_tobacco_2		0	tech_dlc07_brt_economy_farm_2	0	0	0	0	false	false	"placeholder.tga"	8989010	false	false	true
elo_halfling_trade_1		0	wh_main_emp_merchantile_fleet	0	0	0	0	false	false	"placeholder.tga"	8989011	false	false	true
elo_halfling_trade_2		0	tech_dlc07_brt_economy_start	0	0	0	0	false	false	"placeholder.tga"	8989012	false	false	true
elo_halfling_animals		0	wh2_hef_tech_pastures_call_to_the_great_herds	0	0	0	0	false	false	"placeholder.tga"	8989013	false	false	true
elo_halfling_doggos		0	wh_main_grn_wolf_breeding	0	0	0	0	false	false	"placeholder.tga"	8989014	false	false	true
elo_halfling_piggies		0	wh_main_grn_boar_breeding	0	0	0	0	false	false	"placeholder.tga"	8989015	false	false	true
