character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh_main_skill_all_lord_battle_inspiring_presence	node_set_dural_durak		4.0	dural_battle_01	0.0		0	0	true
	elo_warrior_culture	node_set_dural_durak		4.0	dural_battle_02	1.0		0	0	true
	elo_guardians_land	node_set_dural_durak		4.0	dural_battle_03	2.0		0	0	true
	elo_monster_support	node_set_dural_durak		4.0	dural_battle_04	3.0		0	0	true
	elo_noble_saveages	node_set_dural_durak		4.0	dural_battle_05	4.0		0	0	true
	elo_ranged_specialists	node_set_dural_durak		4.0	dural_battle_06	5.0		0	0	true
	elo_fast_raiders	node_set_dural_durak		4.0	dural_battle_07	6.0		0	0	true
	wh_main_skill_all_lord_battle_rally	node_set_dural_durak		4.0	dural_battle_08	7.0		0	6	true
	elo_hunters_r7	node_set_dural_durak		4.0	dural_battle_09	8.0		0	0	true
	elo_monsters_r7	node_set_dural_durak		4.0	dural_battle_10	9.0		0	0	true
	elo_riders_r7	node_set_dural_durak		4.0	dural_battle_11	10.0		0	0	true
	elo_champions_r7	node_set_dural_durak		4.0	dural_battle_12	11.0		0	0	true
	elo_albion_warcry	node_set_dural_durak		4.0	dural_battle_13	12.0		0	1	true
	wh_main_skill_all_lord_campaign_route_marcher	node_set_dural_durak		5.0	dural_campaign_01	0.0		0	0	true
	wh_main_skill_emp_lord_campaign_fervent	node_set_dural_durak		5.0	dural_campaign_02	1.0		0	0	true
	wh_main_skill_brt_lord_campaign_justiciar	node_set_dural_durak		5.0	dural_campaign_03	2.0		0	0	true
	wh_main_skill_brt_lord_campaign_steward_of_the_realm	node_set_dural_durak		5.0	dural_campaign_04	3.0		0	0	true
	wh_main_skill_emp_lord_campaign_leader_of_renown	node_set_dural_durak		5.0	dural_campaign_05	4.0		0	0	true
	wh_main_skill_all_lord_campaign_irrepressible	node_set_dural_durak		5.0	dural_campaign_06	5.0		0	4	true
	wh_main_skill_all_lord_campaign_lightning_strike	node_set_dural_durak		5.0	dural_campaign_07	6.0		0	0	true
	wh_main_skill_emp_lord_campaign_logistician	node_set_dural_durak		5.0	dural_campaign_08	7.0		0	0	true
	shadows_fen	node_set_dural_durak		5.0	dural_campaign_09	8.0		0	0	true
	wh_main_skill_all_lord_campaign_premonition	node_set_dural_durak		5.0	dural_campaign_10	9.0		0	0	true
	wh2_main_skill_LL_self_defense	node_set_dural_durak		5.0	dural_campaign_11	10.0		0	4	true
	truth_spell_wings_fate_lord	node_set_dural_durak		2.0	dural_magic_01	0.0		0	0	true
	truthsayer_lore_attribute	node_set_dural_durak		2.0	dural_magic_02	1.0		0	0	true
	truth_spell_valor_lord	node_set_dural_durak		2.0	dural_magic_03	2.0		0	0	true
	truth_spell_boon_courage_lord	node_set_dural_durak		2.0	dural_magic_04	3.0		0	0	true
	truth_spell_protection_lord	node_set_dural_durak		2.0	dural_magic_05	4.0		0	0	true
	wh_main_skill_all_magic_all_06_evasion	node_set_dural_durak		2.0	dural_magic_06	5.0		0	4	true
	wh_main_skill_all_magic_all_07_earthing	node_set_dural_durak		2.0	dural_magic_07	8.0		0	0	true
	wh_main_skill_all_magic_all_08_power_drain	node_set_dural_durak		2.0	dural_magic_08	9.0		0	0	true
	truth_spell_gift_life_lord	node_set_dural_durak		2.0	dural_magic_09	6.0		0	0	true
	truth_spell_voice_command_lord	node_set_dural_durak		2.0	dural_magic_10	7.0		0	0	true
	wh_main_skill_all_magic_all_11_arcane_conduit	node_set_dural_durak		2.0	dural_magic_11	10.0		0	4	true
	wh_main_skill_all_magic_truth_dummy_wings_valor	node_set_dural_durak		2.0	dural_magic_12	11.0		1	0	false
	endless_conflict	node_set_dural_durak		0.0	dural_generic_01	4.0		0	0	true
	elo_fast_reflexes	node_set_dural_durak		0.0	dural_generic_02	6.0		0	0	true
	wh_main_skill_all_lord_battle_brass-lunged	node_set_dural_durak		0.0	dural_generic_03	7.0		0	0	true
	elo_protective_charms	node_set_dural_durak		0.0	dural_generic_04	5.0		0	0	true
	dural_mount_horse	node_set_dural_durak		0.0	dural_generic_05	3.0		0	0	true
	dural_mount_chariot	node_set_dural_durak		0.0	dural_generic_06	2.0		0	0	true
	dural_loremaster	node_set_dural_durak		0.0	dural_loremaster	8.0		0	0	true
	elo_staff_of_dural_durak	node_set_dural_durak		0.0	dural_item_01	0.0		0	0	true
	elo_amulet_old_ones	node_set_dural_durak		0.0	dural_item_02	1.0		0	0	true
	dural_innate_first_truthsayer	node_set_dural_durak		7.0	dural_innate_first_truthsayer	0.0		1	0	false
	dural_mentor	node_set_dural_durak		1.0	dural_unique_01	0.0		0	0	true
	dural_giant_friend	node_set_dural_durak		1.0	dural_unique_02	1.0		0	0	true
	dural_control_bogs	node_set_dural_durak		1.0	dural_unique_03	2.0		0	0	true
	dural_healer	node_set_dural_durak		1.0	dural_unique_04	3.0		0	0	true
	dural_heir_old_ones	node_set_dural_durak		1.0	dural_unique_05	4.0		0	0	true
	dural_true_master	node_set_dural_durak		1.0	dural_unique_06	5.0		0	4	true
	dural_leader_circle	node_set_dural_durak		1.0	dural_unique_07	6.0		0	0	true
