variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
albion_shieldmaiden_ror		albion_shieldmaiden_ror		1.0	1.1	0.1	
albion_bologs_giant_ror		albion_giant		1.0	1.2	0.0	
elo_fly_infested_rotwood		elo_fenbeast		1.0	1.2	0.15	
albion_woadraider_sworn_ror		elo_woadraider		1.0	1.1	0.1	
alb_cav_noble_first_ror		alb_cav_noble		1.0	0.95	0.05	
albion_warriors_lugh		elo_albion_warriors		1.0	1.0	0.05	
albion_huntresses_warden_ror		albion_huntresses_warden_ror		1.0	1.1	0.1	
albion_centaur_hunter_ror		albion_centaur_hunter_ror		1.0	1.0	0.1	
albion_cachtorr_stonethrower		alb_stone_giant		1.0	1.0	0.0	
albion_highlander_ror		albion_hearthguard_2h		1.0	1.15	0.1	
