Loc PackedFile	1
key	text	tooltip
land_units_onscreen_name_roy_arb_cha_nomad	Nomad	true
land_units_onscreen_name_roy_arb_cha_nomad_horse	Nomad	true
land_units_onscreen_name_roy_arb_cha_nomad_horse_jezzail	Nomad (Jezzail)	true
land_units_onscreen_name_roy_arb_cha_champion	Arabyan Askar	true
land_units_onscreen_name_roy_arb_cha_champion_horse	Arabyan Askar	true
land_units_onscreen_name_roy_arb_cha_champion_warhorse	Arabyan Askar	true
land_units_onscreen_name_roy_arb_cha_champion_elephant	Arabyan Askar	true
land_units_onscreen_name_roy_arb_cha_lord_horse	Arabyan Sheikh	true
land_units_onscreen_name_roy_arb_cha_nomad_assassin	Hashishi	true
land_units_onscreen_name_roy_arb_cha_nomad_assassin_summoned	Hashishi	true
