key	chance_to_replenish	max_count	unit_record	use_partial_replenishment	max_replenish_per_turn
#mercenary_unit_groups_tables;2;db/mercenary_unit_groups_tables/ovn					
ovn_finmor_belakor	100.0	1	ovn_finmor_belakor	true	0.1
ovn_gharnus_demon	100.0	1	ovn_gharnus_demon	true	0.1
ovn_killing_eye	100.0	1	ovn_killing_eye	true	0.1
wh_pro04_nor_mon_marauder_warwolves_ror_0	100.0	1	wh_pro04_nor_mon_marauder_warwolves_ror_0	true	0.1
ovn_arb_cav_flying_carpet_ror	100.0	1	ovn_arb_cav_flying_carpet_ror	true	0.1
albion_shieldmaiden_ror	100.0	1	albion_shieldmaiden_ror	true	0.1
albion_bologs_giant_ror	100.0	1	albion_bologs_giant_ror	true	0.1
elo_fly_infested_rotwood	100.0	1	elo_fly_infested_rotwood	true	0.1
albion_woadraider_sworn_ror	100.0	1	albion_woadraider_sworn_ror	true	0.1
alb_cav_noble_first_ror	100.0	1	alb_cav_noble_first_ror	true	0.1
albion_warriors_lugh	100.0	1	albion_warriors_lugh	true	0.1
albion_huntresses_warden_ror	100.0	1	albion_huntresses_warden_ror	true	0.1
albion_centaur_hunter_ror	100.0	1	albion_centaur_hunter_ror	true	0.1
albion_cachtorr_stonethrower	100.0	1	albion_cachtorr_stonethrower	true	0.1
albion_highlander_ror	100.0	1	albion_highlander_ror	true	0.1
elo_red_avalanche	100.0	1	elo_red_avalanche	true	0.1
elo_shipwreckers	100.0	1	elo_shipwreckers	true	0.1
elo_kin	100.0	1	elo_kin	true	0.1
elo_night_trolls_ror	100.0	1	elo_night_trolls_ror	true	0.1
elo_warpstone_trolls	100.0	1	elo_warpstone_trolls	true	0.1
halfling_warfoot	100.0	1	halfling_warfoot	true	0.1
halfling_cock	100.0	1	halfling_cock	true	0.1
wh_main_mtl_veh_soupcart	100.0	1	wh_main_mtl_veh_soupcart	true	0.1
sr_ogre_ror	100.0	1	sr_ogre_ror	true	0.1
halfling_cat_ror	100.0	1	halfling_cat_ror	true	0.1
grudgebringer_infantry	100.0	1	grudgebringer_infantry	true	0.1
grudgebringer_cannon	100.0	1	grudgebringer_cannon	true	0.1
grudgebringer_crossbow	100.0	1	grudgebringer_crossbow	true	0.1
helmgart_bowmen	100.0	1	helmgart_bowmen	true	0.1
keelers_longbows	100.0	1	keelers_longbows	true	0.1
dargrimm_firebeard_dwarf_warriors	100.0	1	dargrimm_firebeard_dwarf_warriors	true	0.1
azguz_bloodfist_dwarf_warriors	100.0	1	azguz_bloodfist_dwarf_warriors	true	0.1
urblab_rotgut_mercenary_ogres	100.0	1	urblab_rotgut_mercenary_ogres	true	0.1
treeman_knarlroot	100.0	1	treeman_knarlroot	true	0.1
galed_elf_archers	100.0	1	galed_elf_archers	true	0.1
elrod_wood_elf_glade_guards	100.0	1	elrod_wood_elf_glade_guards	true	0.1
black_avangers	100.0	1	black_avangers	true	0.1
carlsson_cavalry	100.0	1	carlsson_cavalry	true	0.1
carlsson_guard	100.0	1	carlsson_guard	true	0.1
countess_guard	100.0	1	countess_guard	true	0.1
vannheim_75th	100.0	1	vannheim_75th	true	0.1
treeman_gnarl_fist	100.0	1	treeman_gnarl_fist	true	0.1
ragnar_wolves	100.0	1	ragnar_wolves	true	0.1
ceridan	100.0	1	ceridan	true	0.1
ovn_jag_ror	100.0	1	ovn_jag_ror	true	0.1
ovn_jez_ror	100.0	1	ovn_jez_ror	true	0.1
ovn_cat_knights_ror	100.0	1	ovn_cat_knights_ror	true	0.1
ovn_knights_ror	100.0	1	ovn_knights_ror	true	0.1
ovn_bom_ror	100.0	1	ovn_bom_ror	true	0.1
ovn_elephant_ror	100.0	1	ovn_elephant_ror	true	0.1
ovn_arb_mon_war_elephant_ror	100.0	1	ovn_arb_mon_war_elephant_ror	true	0.1
elo_red_avalanche_ugma	100.0	1	elo_red_avalanche	true	0.1
elo_shipwreckers_ugma	100.0	1	elo_shipwreckers	true	0.1
elo_kin_ugma	100.0	1	elo_kin	true	0.1
elo_night_trolls_ror_ugma	100.0	1	elo_night_trolls_ror	true	0.1
wh2_dlc15_grn_mon_river_trolls_ror_0_ugma	100.0	1	elo_night_trolls_ror	true	0.1
cr_hef_veh_lothern_skycutter_ror	100.0	1	cr_hef_veh_lothern_skycutter_ror	true	0.1
halfling_lords_of_harvest_ror	100.0	1	halfling_pantry_guards_ror	true	0.1
halfling_pantry_guards_ror	100.0	1	halfling_lords_of_harvest_ror	true	0.1
halfling_knights_kitchentable_ror	100.0	1	halfling_knights_kitchentable_ror	true	0.1
eusebio_flagellants	100.0	1	eusebio_flagellants	true	0.1
ovn_daemonomaniac_ror	100.0	1	ovn_daemonomaniac_ror	true	0.1
ovn_marsh_hornets_ror	100.0	1	ovn_marsh_hornets_ror	true	0.1
ovn_moor_hounds_ror	100.0	1	ovn_moor_hounds_ror	true	0.1
