special_ability_to_auto_deactivate_flags_tables	0
deactivate_flag	special_ability
morale_is_lower_than_half_of_base_morale	war_fury
winning_melee_combat	war_fury_2
mana_below_50%	woad_paint
health_below_50%_base	devestating_charge
other_abilities_none_on_wind_up	wh2_main_lore_passive_truthsayer
mana_below_50%	magic_siphon
health_below_50%_base	omen_of_doom
health_below_50%_base	omen_of_war
out_of_melee	murder_crows
out_of_melee	howling_shields
health_below_50%_base	howling_shields
out_of_melee	murder_crows_upgraded
enemies_in_intercept_range	morrigan_hunters_dmg
other_abilities_none_on_wind_up	elo_staff_of_dural_durak
health_above_20%	elo_amulet_old_ones
morale_is_broken_or_lower	elo_albion_freedom
out_of_melee	elo_albion_freedom
climbing	cr_unit_formation_shieldwall
on_a_platform	cr_unit_formation_shieldwall
manning_equipment	cr_unit_formation_shieldwall
health_below_50%	elo_champion_of_albion
hp_replenish_cap_reached	elo_hengus_blessing
morale_is_lower_than_half_of_base_morale	elo_albion_something_prove
