unit_special_abilities_tables	51
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	spawn_is_transformation	wind_down_stance	use_loop_stance	spawn_is_decoy	only_affect_owned_units	ability_available_ui_event
ground_arua_evil_sultan	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	982374709				0.0	0.0	ground_arua_evil_sultan	ground_arua_evil_sultan	ground_arua_evil_sultan			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
Black_Book_Of_Ibn_Naggazar	30.0	28.0	3	0.0	true	1	0	false	0.0		true	false	false	200.0		false	0.0	false	982374718				0.0	0.0	wh_abilities_generic_buff_wom_no_ring	wh_abilities_generic_buff_wom_no_ring				0.0		augment_spellcasting	wh2_main_spell_dark_magic_power_of_darkness	dark_magic_short	vo_battle_special_ability_spell_cast_positive	41.0	41.0				false	false	true	true			false		false	false	false	
ground_arua_djinn_effect	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	982374710				0.0	0.0	ground_arua_djinn_effect	ground_arua_djinn_effect	ground_arua_djinn_effect			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
wh2_dlc12_army_abilities_great_invocation_of_djinn	6.0	120.0	1	0.0	false	0	0	false	45.0		false	true	true	-1.0		false	5.0	false	982374711				0.0	0.0	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc12_army_abilities_great_invocation_of_djinn	0.0		vortex_wind	wh2_dlc12_abilities_invocation_of_sotek		vo_battle_special_ability_generic_response	80.0	161.0				false	false	true	false		wh2_dlc12_abilities_invocation_of_djinn	false		false	false	false	
claws_of_forest	8.0	54.0	-1	0.0	false	0	0	false	0.0		false	true	true	200.0		false	5.0	false	982374712			cast_up_long	5.0	20.0	wh_abilities_generic_explosion	wh_abilities_generic_explosion				0.0		aoe	wh_main_spell_big_waaagh_foot_of_gork	big_waaagh_long	vo_battle_special_ability_spell_cast_foot_of_gork	0.0	232.0				false	false	true	false		claws_of_forest	false		false	false	false	
ground_arua_ethereal_embers	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	982374713				0.0	0.0	ground_arua_ethereal_embers	ground_arua_ethereal_embers	ground_arua_ethereal_embers			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ground_arua_for_summoned_djinn	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	982374715				0.0	0.0	ground_arua_for_summoned_djinn	ground_arua_for_summoned_djinn	ground_arua_for_summoned_djinn			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ground_arua_for_summoned_djinn_2	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	982374716				0.0	0.0	ground_arua_for_summoned_djinn_2	ground_arua_for_summoned_djinn_2	ground_arua_for_summoned_djinn_2			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
fire_trail_for_summoned_djinn	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	982374717				0.0	0.0	fire_trail_for_summoned_djinn	fire_trail_for_summoned_djinn	fire_trail_for_summoned_djinn			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
summon_djinn_fighter	-1.0	-1.0	1	0.0	false	0	0	false	0.0		false	true	true	-1.0		false	5.0	false	982374714		Djinn_fire	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_aa_spawn_group_ui_central	false	false	true	false			false		false	false	false	
arb_jaffar_serpent_djinn	6.0	120.0	1	0.0	false	0	0	false	45.0		false	true	true	-1.0		false	5.0	false	982374719				0.0	0.0	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc12_army_abilities_great_invocation_of_djinn	0.0		vortex_wind	wh2_dlc12_abilities_invocation_of_sotek		vo_battle_special_ability_generic_response	80.0	161.0				false	false	true	false		wh2_dlc12_abilities_invocation_of_djinn	false		false	false	false	
arb_jaffar_aura_will	-1.0	-1.0	-1	55.0	false	-1	0	false	0.0		false	false	false	0.0		false	0.0	true	12789007				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_spell_cast_positive	75.0	0.0				false	false	true	false			false		false	false	false	
