character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh2_main_skill_node_hlf_sheriff_self_02	0	wh2_main_skill_node_hlf_sheriff_self_01	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_03	0	wh2_main_skill_node_hlf_sheriff_self_01	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_04	0	wh2_main_skill_node_hlf_sheriff_self_01	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_05	0	wh2_main_skill_node_hlf_sheriff_self_01	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_06	0	wh2_main_skill_node_hlf_sheriff_self_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_06	0	wh2_main_skill_node_hlf_sheriff_self_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_06	0	wh2_main_skill_node_hlf_sheriff_self_04	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_06	0	wh2_main_skill_node_hlf_sheriff_self_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_07	0	wh2_main_skill_node_hlf_sheriff_self_06	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_08	0	wh2_main_skill_node_hlf_sheriff_self_06	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_09	0	wh2_main_skill_node_hlf_sheriff_self_06	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_10	0	wh2_main_skill_node_hlf_sheriff_self_06	1	1	0.0	0.0	REQUIRED
wh2_main_skill_node_hlf_sheriff_self_11	0	wh2_main_skill_node_hlf_sheriff_self_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_11	0	wh2_main_skill_node_hlf_sheriff_self_08	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_11	0	wh2_main_skill_node_hlf_sheriff_self_09	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_main_skill_node_hlf_sheriff_self_11	0	wh2_main_skill_node_hlf_sheriff_self_10	1	1	0.0	0.0	SUBSET_REQUIRED
