Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_ovn_cd_slave_1wh2_main_nor_rotbloods	Slave Pen	true
building_culture_variants_name_ovn_cd_slave_2wh2_main_nor_rotbloods	Slave Market	true
building_culture_variants_name_ovn_cd_work_1wh2_main_nor_rotbloods	Workshop	true
building_culture_variants_name_ovn_cd_work_2wh2_main_nor_rotbloods	Workshop	true
building_culture_variants_name_ovn_cd_work_3wh2_main_nor_rotbloods	Hell Workshop	true
building_culture_variants_name_ovn_Clan_Fester_1wh2_main_nor_rotbloods	Clan Fester Burrow	false
building_culture_variants_name_ovn_Clan_Fester_2wh2_main_nor_rotbloods	Clan Fester Nest	false
building_culture_variants_name_ovn_Clan_Fester_3wh2_main_nor_rotbloods	Clan Fester Hive	false
building_culture_variants_name_wh_main_nor_outpost_minor_human_3wh2_main_nor_rotbloods	Chaos Stronghold	false
building_culture_variants_name_wh_main_nor_outpost_minor_human_2wh2_main_nor_rotbloods	Chaos Keep	false
building_culture_variants_name_wh_main_nor_outpost_minor_human_1wh2_main_nor_rotbloods	Cult Hideout	false
building_culture_variants_name_wh_main_nor_outpost_major_human_3wh2_main_nor_rotbloods	Chaos Stronghold	false
building_culture_variants_name_wh_main_nor_outpost_major_human_2wh2_main_nor_rotbloods	Chaos Keep	false
building_culture_variants_name_wh_main_nor_outpost_major_human_1wh2_main_nor_rotbloods	Cult Hideout	false
building_culture_variants_name_wh_main_nor_outpost_minor_human_1_coastwh2_main_nor_rotbloods	Cult Hideout	false
building_culture_variants_name_wh_main_nor_outpost_minor_human_2_coastwh2_main_nor_rotbloods	Chaos Keep	false
building_culture_variants_name_wh_main_nor_outpost_minor_human_3_coastwh2_main_nor_rotbloods	Chaos Stronghold	false
building_culture_variants_name_wh_main_nor_outpost_major_human_1_coastwh2_main_nor_rotbloods	Cult Hideout	false
building_culture_variants_name_wh_main_nor_outpost_major_human_2_coastwh2_main_nor_rotbloods	Chaos Keep	false
building_culture_variants_name_wh_main_nor_outpost_major_human_3_coastwh2_main_nor_rotbloods	Chaos Stronghold	false
building_culture_variants_name_wh_main_nor_outpost_military_1wh2_main_nor_rotbloods	Lesser Chaos Rift	false
building_culture_variants_name_wh_main_nor_outpost_military_2wh2_main_nor_rotbloods	Chaos Rift	false
building_culture_variants_name_wh_main_nor_outpost_military_3wh2_main_nor_rotbloods	Greater Chaos Rift	false
building_culture_variants_name_wh_main_nor_outpost_garrison_1wh2_main_nor_rotbloods	Dreadpost	false
building_culture_variants_name_wh_main_nor_outpost_garrison_2wh2_main_nor_rotbloods	Dread Tower	false
building_culture_variants_name_wh_main_nor_outpost_garrison_3wh2_main_nor_rotbloods	Chaos Dreadhold	false
building_culture_variants_name_wh_main_nor_outpost_growth_1wh2_main_nor_rotbloods	Ruinous Altar	false
building_culture_variants_name_wh_main_nor_outpost_growth_2wh2_main_nor_rotbloods	Dread Altar	false
building_culture_variants_name_wh_main_nor_outpost_growth_3wh2_main_nor_rotbloods	Forsaken Altar	false
building_culture_variants_name_wh_main_nor_outpost_income_1wh2_main_nor_rotbloods	Treasure Trove	false
building_culture_variants_name_wh_main_nor_outpost_income_2wh2_main_nor_rotbloods	Plunder Hall	false
building_culture_variants_name_wh_main_nor_outpost_income_3wh2_main_nor_rotbloods	Dungeon of Forgotten Riches	false
building_culture_variants_name_wh_main_nor_outpost_stables_1wh2_main_nor_rotbloods	Ruinous Stables	false
building_culture_variants_name_wh_main_nor_outpost_stables_2wh2_main_nor_rotbloods	Palanquin of Trophies	false
building_culture_variants_name_wh_main_nor_outpost_stables_3wh2_main_nor_rotbloods	Pillar of Skulls	false
building_culture_variants_name_ovn_warp_military_1wh2_main_nor_rotbloods	Lesser Chaos Rift	true
building_culture_variants_name_ovn_warp_military_2wh2_main_nor_rotbloods	Chaos Rift	true
building_culture_variants_name_ovn_warp_military_3wh2_main_nor_rotbloods	Greater Chaos Rift	true
building_culture_variants_name_ovn_warp_military_4wh2_main_nor_rotbloods	Eternal Chaos Rift	true
building_culture_variants_name_ovn_warp_stables_1wh2_main_nor_rotbloods	Ruinous Stables	true
building_culture_variants_name_ovn_warp_stables_2wh2_main_nor_rotbloods	Palanquin of Trophies	true
building_culture_variants_name_ovn_warp_stables_3wh2_main_nor_rotbloods	Pillar of Skulls	true
building_culture_variants_name_ovn_warp_stables_4wh2_main_nor_rotbloods	Tower of Skulls	true
building_culture_variants_name_ovn_chs_agentwh2_main_nor_rotbloods	Corrupted Shrine of Heroes	true
building_culture_variants_name_ovn_evil_income_3wh2_main_nor_rotbloods	Slave Mining Labyrinth	true
building_culture_variants_name_ovn_evil_income_2wh2_main_nor_rotbloods	Slave Mining Shaft	true
building_culture_variants_name_ovn_evil_income_1wh2_main_nor_rotbloods	Slave Mining Pit	true
building_culture_variants_name_ovn_nor_outpost_major_human_4wh2_main_nor_rotbloods	Dread Fort	true
building_culture_variants_name_wh_main_nor_outpost_military_4wh2_main_nor_rotbloods	Eternal Chaos Rift	true
building_culture_variants_name_wh_main_nor_outpost_garrison_4wh2_main_nor_rotbloods	Chaos Bastion 	true
building_culture_variants_name_wh_main_nor_outpost_stables_4wh2_main_nor_rotbloods	Altar of Bones	true
building_culture_variants_name_wh_main_nor_outpost_major_human_4_coastwh2_main_nor_rotbloods	Dread Fort	true
building_culture_variants_name_ovn_warp_skaven_mercswh2_main_nor_rotbloods	Warpstone Storage	true
building_culture_variants_name_ovn_rot_stables_1wh2_main_nor_rotbloods	Ruinous Stables	true
building_culture_variants_name_ovn_rot_stables_2wh2_main_nor_rotbloods	Palanquin of Trophies	true
building_culture_variants_name_ovn_rot_stables_3wh2_main_nor_rotbloods	Pillar of Skulls	true
building_culture_variants_name_ovn_rot_stables_4wh2_main_nor_rotbloods	Tower of Skulls	true
building_culture_variants_name_ovn_rot_stables_5wh2_main_nor_rotbloods	Chaos Monolith	true
building_culture_variants_name_ovn_rot_military_1wh2_main_nor_rotbloods	Dimensional Tear	true
building_culture_variants_name_ovn_rot_military_2wh2_main_nor_rotbloods	Lesser Chaos Rift	true
building_culture_variants_name_ovn_rot_military_3wh2_main_nor_rotbloods	Chaos Rift	true
building_culture_variants_name_ovn_rot_military_4wh2_main_nor_rotbloods	Greater Chaos Rift	true
building_culture_variants_name_ovn_rot_military_5wh2_main_nor_rotbloods	Massive Chaos Rift	true
building_culture_variants_name_ovn_rot_monsters_1wh2_main_nor_rotbloods	Warhound Kennels	true
building_culture_variants_name_ovn_rot_monsters_2wh2_main_nor_rotbloods	Fog-Shrouded Fens	true
building_culture_variants_name_ovn_rot_monsters_3wh2_main_nor_rotbloods	Ice Troll Lair	true
building_culture_variants_name_ovn_rot_monsters_4wh2_main_nor_rotbloods	Glacial Passages	true
building_chains_chain_tooltip_ovn_rot_stables	Stables	false
building_chains_chain_tooltip_ovn_rot_military	Chaos Portal	false
building_chains_chain_tooltip_ovn_rot_monsters	Creatures of Chaos	false
building_chains_chain_tooltip_ovn_warp_skaven_mercs	Skaven Mercenaries	false
