building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
ovn_wh2_main_rogue_settlement_major_1	wh_main_effect_construction_slot_dummy	this_building	1.0	1.0	1.0
ovn_wh2_main_rogue_settlement_major_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	5.0	0.0
ovn_wh2_main_rogue_settlement_major_1	wh_main_effect_public_order_base	province_to_province_own_unseen	12.0	6.0	0.0
ovn_wh2_main_rogue_settlement_major_1	wh_main_effect_religion_conversion_state	region_to_region_own	4.0	2.0	0.0
ovn_wh2_main_rogue_settlement_major_2	wh_main_effect_construction_slot_multiple_dummy	this_building	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_major_2	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_major_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	10.0	0.0
ovn_wh2_main_rogue_settlement_major_2	wh_main_effect_public_order_base	province_to_province_own_unseen	14.0	7.0	0.0
ovn_wh2_main_rogue_settlement_major_2	wh_main_effect_religion_conversion_state	region_to_region_own	5.0	3.0	0.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_construction_slot_multiple_dummy	this_building	3.0	3.0	3.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_economy_gdp_subsistance	building_to_building_own	300.0	40.0	0.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	2.0	1.0	0.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	15.0	0.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_public_order_base	province_to_province_own_unseen	16.0	8.0	0.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_religion_conversion_state	region_to_region_own	6.0	3.0	0.0
ovn_wh2_main_rogue_settlement_major_3	wh_main_effect_unit_recruitment_points	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_1	wh_main_effect_construction_slot_dummy	this_building	1.0	1.0	1.0
ovn_wh2_main_rogue_settlement_major_coast_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	5.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_1	wh_main_effect_public_order_base	province_to_province_own_unseen	12.0	6.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_1	wh_main_effect_religion_conversion_state	region_to_region_own	4.0	2.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_2	wh_main_effect_construction_slot_multiple_dummy	this_building	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_major_coast_2	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	10.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_2	wh_main_effect_public_order_base	province_to_province_own_unseen	14.0	7.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_2	wh_main_effect_religion_conversion_state	region_to_region_own	5.0	3.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_construction_slot_multiple_dummy	this_building	3.0	3.0	3.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_economy_gdp_subsistance	building_to_building_own	300.0	40.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	2.0	1.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	15.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_public_order_base	province_to_province_own_unseen	16.0	8.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_religion_conversion_state	region_to_region_own	6.0	3.0	0.0
ovn_wh2_main_rogue_settlement_major_coast_3	wh_main_effect_unit_recruitment_points	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_minor_1	wh_main_effect_construction_slot_dummy	this_building	1.0	1.0	1.0
ovn_wh2_main_rogue_settlement_minor_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	5.0	0.0
ovn_wh2_main_rogue_settlement_minor_1	wh_main_effect_public_order_base	province_to_province_own_unseen	12.0	6.0	0.0
ovn_wh2_main_rogue_settlement_minor_1	wh_main_effect_religion_conversion_state	region_to_region_own	4.0	2.0	0.0
ovn_wh2_main_rogue_settlement_minor_2	wh_main_effect_construction_slot_multiple_dummy	this_building	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_minor_2	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_minor_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	10.0	0.0
ovn_wh2_main_rogue_settlement_minor_2	wh_main_effect_public_order_base	province_to_province_own_unseen	14.0	7.0	0.0
ovn_wh2_main_rogue_settlement_minor_2	wh_main_effect_religion_conversion_state	region_to_region_own	5.0	3.0	0.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_construction_slot_multiple_dummy	this_building	3.0	3.0	3.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_economy_gdp_subsistance	building_to_building_own	300.0	40.0	0.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	2.0	1.0	0.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	15.0	0.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_public_order_base	province_to_province_own_unseen	16.0	8.0	0.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_religion_conversion_state	region_to_region_own	6.0	3.0	0.0
ovn_wh2_main_rogue_settlement_minor_3	wh_main_effect_unit_recruitment_points	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_1	wh_main_effect_construction_slot_dummy	this_building	1.0	1.0	1.0
ovn_wh2_main_rogue_settlement_minor_coast_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	5.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_1	wh_main_effect_public_order_base	province_to_province_own_unseen	12.0	6.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_1	wh_main_effect_religion_conversion_state	region_to_region_own	4.0	2.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_2	wh_main_effect_construction_slot_multiple_dummy	this_building	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_minor_coast_2	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	1.0	1.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_2	wh_main_effect_province_growth_building	region_to_province_own	40.0	10.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_2	wh_main_effect_public_order_base	province_to_province_own_unseen	14.0	7.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_2	wh_main_effect_religion_conversion_state	region_to_region_own	5.0	3.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_construction_slot_multiple_dummy	this_building	3.0	3.0	3.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_economy_gdp_subsistance	building_to_building_own	300.0	40.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	2.0	1.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	15.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_public_order_base	province_to_province_own_unseen	16.0	8.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_religion_conversion_state	region_to_region_own	6.0	3.0	0.0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh_main_effect_unit_recruitment_points	province_to_province_own_unseen	1.0	1.0	0.0
