id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_troll		
6666001	elo_troll_2	wh_dlc01_chs_mon_trolls_1
6666002	elo_troll_2	wh_main_chs_mon_trolls
6666003	elo_troll_1	wh_main_chs_mon_trolls
6666004	elo_troll_3	wh_dlc01_chs_mon_trolls_1
6666005	elo_troll_3	elo_snow_troll
6666006	elo_troll_3	elo_armoured_icetrolls
6666007	wh_main_nor_erengrad_unique	elo_armoured_icetrolls
6666008	wh_main_nor_erengrad_unique	wh_main_chs_mon_trolls
6666009	wh_main_nor_erengrad_unique	elo_river_trolls
6666010	wh_dlc08_special_marienburg_port_norsca_1	elo_river_trolls
6666011	wh_main_nor_erengrad_unique	elo_mountain_trolls
6666012	wh_main_nor_erengrad_unique	elo_forest_trolls
6666013	elo_troll_2	wh_dlc01_chs_mon_trolls_1
6666014	elo_dragon_crag	elo_river_trolls
6666015	elo_dragon_crag	elo_river_trolls
92112185	wh_main_nor_outpost_major_human_1_coast	elo_southern_trolls
92112186	wh_main_nor_outpost_major_human_1_coast	elo_southern_trolls
92112187	wh_main_nor_outpost_major_human_1_coast	elo_southern_trolls
92112188	wh_main_nor_outpost_major_human_1_coast	elo_forest_trolls
92112189	wh_main_nor_outpost_major_human_1_coast	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
92112190	wh_main_nor_outpost_major_human_2_coast	elo_southern_trolls
92112191	wh_main_nor_outpost_major_human_2_coast	elo_southern_trolls
92112192	wh_main_nor_outpost_major_human_2_coast	elo_mountain_trolls
92112193	wh_main_nor_outpost_major_human_2_coast	elo_forest_trolls
92112194	wh_main_nor_outpost_major_human_2_coast	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
92112195	wh_main_nor_outpost_major_human_3_coast	elo_southern_trolls
92112196	wh_main_nor_outpost_major_human_3_coast	elo_southern_trolls
92112197	wh_main_nor_outpost_major_human_3_coast	elo_river_trolls
92112198	wh_main_nor_outpost_major_human_3_coast	elo_mountain_trolls
92112199	wh_main_nor_outpost_major_human_3_coast	elo_forest_trolls
92112200	wh_main_nor_outpost_major_human_3_coast	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
92112201	wh_main_nor_outpost_minor_human_1	elo_southern_trolls
