ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/ovn_wolf_fatandira			
arb_fatandira_blades_demise	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0
arb_fatandira_blades_demise	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10.0
arb_fatandira_blades_demise	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	40.0
arb_fatandira_blades_demise	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10.0
arb_fatandira_blades_demise	arb_fatandira_enable_blades_demise	character_to_character_own	1.0
arb_fatandira_scythan_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	12.0
arb_fatandira_scythan_armour	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	6.0
arb_fatandira_scythan_armour	wh_main_effect_character_stat_mod_missile_attack_rate	character_to_character_own	8.0
arb_fatandira_scythan_armour	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	5.0
