unit_special_abilities_tables	51
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	spawn_is_transformation	wind_down_stance	use_loop_stance	spawn_is_decoy	only_affect_owned_units	ability_available_ui_event
ovn_feast	-1.0	-1.0	-1	50.0	true	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589001				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	116.0	116.0				false	false	true	false			false		false	false	false	
ovn_thief	-1.0	-1.0	-1	0.0	true	0	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589002				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	0.0	0.0				false	false	true	false			false		false	false	false	
ovn_fight_eat	-1.0	-1.0	-1	50.0	false	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589003				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	116.0	116.0				false	false	true	false			false		false	false	false	
ovn_take_bite	15.0	45.0	-1	50.0	false	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589004				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	116.0	116.0				false	false	true	false			false		false	false	false	
ovn_dont_abandon	15.0	30.0	-1	50.0	false	1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589005				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	116.0	116.0				false	false	true	false			false		false	false	false	
ovn_baby_dragon_breath	-1.0	60.0	3	0.0	false	0	0	false	0.0	ovn_baby_dragon_breath	false	true	false	80.0		true	1.3	false	250589006			cast_forward_short	0.0	0.0	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0.0	163.0				false	false	true	false			false		false	false	false	
ammo_supply	-1.0	-1.0	-1	50.0	false	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589007				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
equipment_maintanance	-1.0	-1.0	-1	50.0	false	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589008				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
smokeleaf_smokescreen	30.0	90.0	2	40.0	true	-1	0	false	0.0		false	false	false	0.0		false	0.0	false	250589009				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0		ranged_defense	wh_group_dark_magic		vo_battle_special_ability_generic_response	79.0	79.0				false	false	true	false			false		false	false	false	
elo_superfood	-1.0	-1.0	-1	40.0	false	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	250589007				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
