Loc PackedFile	1
key	text	tooltip
land_units_onscreen_name_elo_fenbeast	Fenbeasts	true
land_units_onscreen_name_elo_albion_cha_queen	Warrior Queen Gweanleth	true
land_units_onscreen_name_elo_albion_warriors	Warband	true
land_units_onscreen_name_elo_youngbloods	Youngbloods	true
land_units_onscreen_name_elo_woadraider	Woad Raiders	true
land_units_onscreen_name_elo_bloodhounds	Bloodhounds	true
land_units_onscreen_name_druid_neophytes	Druid Neophytes	true
land_units_onscreen_name_albion_stonethrower	Albion Stonethrower	true
land_units_onscreen_name_albion_giant	Albion Giant	true
land_units_onscreen_name_albion_pixies	Pixie Swarm	true
land_units_onscreen_name_albion_huntresses	Huntresses	true
land_units_onscreen_name_elo_albion_warriors_spears	Warband (Spears)	true
land_units_onscreen_name_elo_albion_warriors_2h	Warband (Great Weapons)	true
land_units_onscreen_name_albion_riders	Aonbarr Horse Warriors	true
land_units_onscreen_name_albion_riders_javelins	Aonbarr Horse Warriors (Javelins)	true
land_units_onscreen_name_albion_hearthguard	Hearthguard	true
land_units_onscreen_name_albion_hearthguard_halberd	Hearthguard (Halberds)	true
land_units_onscreen_name_albion_hearthguard_2h	Highlanders	true
land_units_onscreen_name_albion_swordmaiden	Swordmaidens	true
land_units_onscreen_name_albion_chariot	War Chariot	true
land_units_onscreen_name_albion_truthsayer_beast	Truthsayer (Beasts)	true
land_units_onscreen_name_albion_truthsayer_beast_horse	Truthsayer (Beasts)	true
land_units_onscreen_name_albion_truthsayer_life	Truthsayer (Life)	true
land_units_onscreen_name_albion_truthsayer_life_horse	Truthsayer (Life)	true
land_units_onscreen_name_albion_truthsayer_light	Truthsayer (Light)	true
land_units_onscreen_name_albion_truthsayer_light_horse	Truthsayer (Light)	true
land_units_onscreen_name_albion_truthsayer_truth	Truthsayer (Truthsayers)	true
land_units_onscreen_name_albion_truthsayer_truth_horse	Truthsayer (Truthsayers)	true
land_units_onscreen_name_albion_centaurs	Centaurs	true
land_units_onscreen_name_albion_fenhulk	Fen Hulk	true
land_units_onscreen_name_albion_warleader	Warleader	true
land_units_onscreen_name_albion_warleader_horse	Warleader	true
land_units_onscreen_name_albion_warleader_chariot	Warleader	true
land_units_onscreen_name_albion_chief	Chieftain	true
land_units_onscreen_name_albion_chief_horse	Chieftain	true
land_units_onscreen_name_albion_chief_chariot	Chieftain	true
land_units_onscreen_name_albion_morrigan_bird	Morrigan the Phantom Queen	true
land_units_onscreen_name_albion_morrigan	Morrigan the Phantom Queen	true
land_units_onscreen_name_albion_half_giants	Half-Giants	true
land_units_onscreen_name_albion_wyrd_druid	Wyrd Druid	true
land_units_onscreen_name_albion_wyrd_druid_horse	Wyrd Druid	true
land_units_onscreen_name_ovn_barrow_wight	Albion Barrow Wights	true
