main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	-1	lord	1	false	arb_vizier_fire_0	1	0	325	wh_main_shp_transport	1	1	1	0	1000			arb_vizier_fire_0	250	medium		false	false	0	9854356750	false		wh_main_vo_culture_Empire	ovn_arb_magician_fire	ovn_arb_magician_fire	0	true	emp_soldier_15_degrees		true	false		350.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_fire_1	1	0	525	wh_main_shp_transport	1	1	1	0	1100			arb_vizier_fire_1	275	medium		false	false	0	9854356751	false		wh_main_vo_culture_Empire	ovn_arb_magician_fire	ovn_arb_magician_fire	0	true	emp_soldier_15_degrees	ovn_cam_arb_camel	true	false		550.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_fire_2	1	0	600	wh_main_shp_transport	1	1	1	0	1200			arb_vizier_fire_2	300	medium		false	false	0	9854356752	false		wh_main_vo_culture_Empire	ovn_arb_magician_fire	ovn_arb_magician_fire	0	true	emp_soldier_15_degrees	ovn_cam_mnt_arb_magic_carpet	true	false		500.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_life_0	1	0	325	wh_main_shp_transport	1	1	1	0	1000			arb_vizier_life_0	250	medium		false	false	0	9854356753	false		wh_main_vo_culture_Empire	ovn_arb_magician_life	ovn_arb_magician_life	0	true	emp_soldier_15_degrees		true	false		350.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_life_1	1	0	525	wh_main_shp_transport	1	1	1	0	1100			arb_vizier_life_1	275	medium		false	false	0	9854356754	false		wh_main_vo_culture_Empire	ovn_arb_magician_life	ovn_arb_magician_life	0	true	emp_soldier_15_degrees	ovn_cam_arb_camel	true	false		550.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_life_2	1	0	600	wh_main_shp_transport	1	1	1	0	1200			arb_vizier_life_2	300	medium		false	false	0	9854356755	false		wh_main_vo_culture_Empire	ovn_arb_magician_life	ovn_arb_magician_life	0	true	emp_soldier_15_degrees	ovn_cam_mnt_arb_magic_carpet	true	false		500.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_heavens_0	1	0	325	wh_main_shp_transport	1	1	1	0	1000			arb_vizier_heavens_0	250	medium		false	false	0	9854356756	false		wh_main_vo_culture_Empire	ovn_arb_magician_heavens	ovn_arb_magician_heavens	0	true	emp_soldier_15_degrees		true	false		350.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_heavens_1	1	0	525	wh_main_shp_transport	1	1	1	0	1100			arb_vizier_heavens_1	275	medium		false	false	0	9854356757	false		wh_main_vo_culture_Empire	ovn_arb_magician_heavens	ovn_arb_magician_heavens	0	true	emp_soldier_15_degrees	ovn_cam_arb_camel	true	false		550.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_heavens_2	1	0	600	wh_main_shp_transport	1	1	1	0	1200			arb_vizier_heavens_2	300	medium		false	false	0	9854356758	false		wh_main_vo_culture_Empire	ovn_arb_magician_heavens	ovn_arb_magician_heavens	0	true	emp_soldier_15_degrees	ovn_cam_mnt_arb_magic_carpet	true	false		500.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false	
	-1	lord	1	false	arb_vizier_desert_0	1	0	325	wh_main_shp_transport	1	1	1	0	1000			arb_vizier_desert_0	250	medium		false	false	0	9854356759	false		wh_main_vo_culture_Empire	ovn_arb_magician_desert	ovn_arb_magician_desert	0	true	emp_soldier_15_degrees		true	false		350.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false	
