id	building_superchain	slot_template
#slot_template_to_building_superchain_junctions_tables;0;db/slot_template_to_building_superchain_junctions_tables/ovn_araby_coffee		
43808350	ovn_araby_sch_coffee	major_secondary_dyes_vor_land_of_the_dervishes_el-kalabad
43808351	ovn_araby_sch_coffee	major_secondary_land_of_assassins_palace_of_the_wizard_caliph
43808352	ovn_araby_sch_coffee	major_secondary_land_of_the_dervishes_sudenburg
43808353	ovn_araby_sch_coffee	major_secondary_pastures_vor_western_jungles_tlaqua
43808354	ovn_araby_sch_coffee	major_secondary_pastures_western_jungles_tlaqua
43808355	ovn_araby_sch_coffee	major_secondary_salt_coast_of_araby_al_haikk
43808356	ovn_araby_sch_coffee	major_secondary_salt_vor_coast_of_araby_al_haikk
43808357	ovn_araby_sch_coffee	major_secondary_vor_land_of_assassins_palace_of_the_wizard_caliph
43808358	ovn_araby_sch_coffee	minor_secondary_furs_vor_shifting_sands_plain_of_tuskers
43808359	ovn_araby_sch_coffee	minor_secondary_gold_vor_the_great_desert_bel_aliad
43808360	ovn_araby_sch_coffee	minor_secondary_iron_vor_coast_of_araby_martek
43808361	ovn_araby_sch_coffee	minor_secondary_land_of_assassins_sorcerers_islands
43808362	ovn_araby_sch_coffee	minor_secondary_land_of_the_dervishes_plain_of_tuskers
43808363	ovn_araby_sch_coffee	minor_secondary_marble_ash_river_springs_of_eternal_life
43808364	ovn_araby_sch_coffee	minor_secondary_marble_vor_ash_river_springs_of_eternal_life
43808365	ovn_araby_sch_coffee	minor_secondary_pottery_vor_coast_of_araby_copher
43808366	ovn_araby_sch_coffee	minor_secondary_salt_vor_land_of_the_dead_the_salt_plain
43808367	ovn_araby_sch_coffee	minor_secondary_shifting_sands_antoch
43808368	ovn_araby_sch_coffee	minor_secondary_vor_land_of_assassins_lashiek
43808369	ovn_araby_sch_coffee	minor_secondary_vor_land_of_the_dervishes_elven_ruins
43808370	ovn_araby_sch_coffee	minor_secondary_vor_shifting_sands_antoch
43808371	ovn_araby_sch_coffee	minor_secondary_vor_the_great_desert_pools_of_despair
43808372	ovn_araby_sch_coffee	minor_secondary_wine_vor_land_of_the_dervishes_sudenburg
43808373	ovn_araby_sch_coffee	wh2_dlc09_special_bhagar_secondary
43808374	ovn_araby_sch_coffee	wh2_dlc09_special_black_tower_of_arkhan_secondary
43808375	ovn_araby_sch_coffee	wh2_dlc09_special_ka_sabar_secondary
43808376	ovn_araby_sch_coffee	wh2_dlc09_special_numas_secondary
43808377	ovn_araby_sch_coffee	wh2_dlc09_special_quatar_secondary
43808378	ovn_araby_sch_coffee	wh2_dlc09_special_zandri_secondary
43808379	ovn_araby_sch_coffee	wh2_dlc14_special_fyrus_secondary
43808380	ovn_araby_sch_coffee	wh2_dlc15_special_morgheim_secondary
43808381	ovn_araby_sch_coffee	wh2_main_special_gor_gazan_secondary
43808382	ovn_araby_sch_coffee	wh2_main_special_mordheim_secondary
43808383	ovn_araby_sch_coffee	wh2_main_special_pyramid_of_nagash_secondary
43808384	ovn_araby_sch_coffee	minor_secondary_pottery_land_of_assassins_lashiek
43808385	ovn_araby_sch_coffee	minor_secondary_gold_great_desert_of_araby_bel_aliad
43808386	ovn_araby_sch_coffee	minor_secondary_dyes_great_desert_of_araby_el-kalabad
43808387	ovn_araby_sch_coffee	minor_secondary_great_desert_of_araby_pools_of_despair
43808388	ovn_araby_sch_coffee	major_secondary_vor_the_red_rivers_cuexotl
43808389	ovn_araby_sch_coffee	minor_secondary_western_jungles_cuexotl
43808390	ovn_araby_sch_coffee	wh2_main_special_khemri_secondary
