id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/elo_dread		
7777401	wh2_dlc09_tmb_citadel_1	elo_dread_legion_spears
7777402	wh2_dlc09_tmb_citadel_1	elo_dread_legion_spears
7777403	wh2_main_special_pyramid_of_nagash_other	elo_dread_legion_2h
7777404	wh2_main_special_pyramid_of_nagash_other	elo_dread_legion_dual
7777405	wh2_dlc09_ritual_tmb_1	elo_dread_legion_spears
7777406	wh2_dlc09_ritual_tmb_2	elo_dread_legion_dual
7777407	wh2_dlc09_ritual_tmb_2	elo_dread_legion_archers
7777408	wh2_main_special_pyramid_of_nagash_other	elo_dread_legion_archers
7777409	wh2_dlc09_tmb_citadel_1	elo_dread_legion_archers
