unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				kho_bloodletter	chs_all
false				kho_bloodletter	kho_bloodletter
false				kho_bloodletter	mp_set_kho_bloodletter
false				kho_bloodletter	wh2_dlc11_chs_chosen_spawn_chaos_warriors
false				kho_bloodletter	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant
false				Great_Deamon1_unit	chs_all
false				Great_Deamon1_unit	chs_dragon_ogres
false				Great_Deamon1_unit	monsters
false				Great_Deamon1_unit	chs_giants
false				Great_Deamon1_unit	wh2_dlc11_chs_dragon_ogre_shaggoth_trolls_giant
