building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/ovn_albion					
elo_great_ogham	increase_cap_albion_wyrd_druid	faction_to_faction_own_unseen	2.0	2.0	2.0
elo_great_ogham	enable_recruitment_albion_wyrd_druid	province_to_province_own	1.0	1.0	1.0
elo_great_ogham	wh_main_effect_religion_conversion_chaos_bad	region_to_region_own	15.0	8.0	0.0
elo_citadel_lead	wh_main_faction_diplomacy_penalty_norsca_technology	faction_to_faction_own_unseen	-15.0	-8.0	0.0
elo_great_ogham	wh_main_effect_public_order_penalty_other_religions	province_to_province_own	-100.0	-15.0	0.0
elo_great_ogham	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	region_to_force_own	30.0	15.0	0.0
elo_great_ogham	wh2_main_faction_political_diplomacy_mod_highelf_lizardmen	faction_to_faction_own_unseen	10.0	5.0	0.0
elo_citadel_lead	wh_main_effect_religion_conversion_chaos_bad	region_to_region_own	5.0	3.0	0.0
elo_citadel_lead	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	8.0	4.0	0.0
elo_citadel_lead	wh_dlc03_faction_diplomacy_penalty_chaos_technology	faction_to_faction_own_unseen	-40.0	-20.0	0.0
elo_citadel_lead	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	15.0	7.0	0.0
elo_citadel_lead	wh_main_effect_agent_recruitment_xp_all_agents	faction_to_province_own_unseen	8.0	4.0	0.0
elo_forge_old_ones	wh_main_effect_region_resource_iron_production	building_to_building_own	20.0	10.0	0.0
elo_forge_old_ones	wh_main_effect_region_resource_marble_production	building_to_building_own	30.0	15.0	0.0
elo_forge_old_ones	wh2_main_effect_region_resource_gold_idols_production	building_to_building_own	8.0	4.0	0.0
elo_forge_old_ones	wh_main_effect_economy_gdp_culture	building_to_building_own	1000.0	500.0	0.0
elo_forge_old_ones	wh_main_effect_economy_gdp_mod_all	province_to_region_own	50.0	25.0	0.0
elo_forge_old_ones	wh_main_effect_region_resource_gem_production	building_to_building_own	24.0	12.0	0.0
wh_main_nor_military_3	increase_cap_albion_chief	faction_to_faction_own_unseen	1.0	1.0	1.0
wh_main_nor_military_3	enable_recruitment_chief	province_to_province_own	1.0	1.0	1.0
elo_ogham_stone_1	wh_main_effect_religion_conversion_chaos_bad	region_to_region_own	1.0	0.0	0.0
elo_ogham_stone_1	wh_main_effect_religion_osmosis_untainted	province_to_province_adjacent	4.0	2.0	0.0
elo_ogham_stone_1	wh_main_effect_public_order_penalty_other_religions	province_to_province_own	-15.0	-8.0	0.0
elo_ogham_stone_2	wh_main_effect_religion_conversion_chaos_bad	region_to_region_own	2.0	1.0	0.0
elo_ogham_stone_2	wh_main_effect_religion_osmosis_untainted	province_to_province_adjacent	8.0	4.0	0.0
elo_ogham_stone_2	wh_main_effect_public_order_penalty_other_religions	province_to_province_own	-30.0	-8.0	0.0
elo_ogham_stone_2	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	region_to_force_own	10.0	5.0	0.0
elo_ogham_stone_3	wh_main_effect_religion_conversion_chaos_bad	region_to_region_own	3.0	2.0	0.0
elo_ogham_stone_3	wh_main_effect_religion_osmosis_untainted	province_to_province_adjacent	15.0	8.0	0.0
elo_ogham_stone_3	wh_main_effect_public_order_penalty_other_religions	province_to_province_own	-60.0	-8.0	0.0
elo_ogham_stone_3	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	region_to_force_own	25.0	12.0	0.0
elo_ogham_stone_4	wh_main_effect_religion_conversion_chaos_bad	region_to_region_own	4.0	2.0	0.0
elo_ogham_stone_4	wh_main_effect_religion_osmosis_untainted	province_to_province_adjacent	11.0	5.0	0.0
elo_ogham_stone_4	wh_main_effect_public_order_penalty_other_religions	province_to_province_own	-45.0	-8.0	0.0
elo_ogham_stone_4	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	region_to_force_own	15.0	7.0	0.0
elo_temple_danu_1	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	10.0	5.0	0.0
elo_temple_danu_1	wh_main_effect_religion_conversion_untainted	region_to_region_own	6.0	5.0	0.0
elo_temple_danu_1	wh_dlc03_effect_technology_research_points	faction_to_faction_own_unseen	2.0	1.0	0.0
elo_temple_danu_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	15.0	7.0	0.0
elo_temple_danu_2	wh_main_effect_religion_conversion_untainted	region_to_region_own	10.0	5.0	0.0
elo_temple_danu_2	wh_dlc03_effect_technology_research_points	faction_to_faction_own_unseen	5.0	1.0	0.0
elo_temple_danu_3	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	20.0	10.0	0.0
elo_temple_danu_3	wh_main_effect_religion_conversion_untainted	region_to_region_own	15.0	7.0	0.0
elo_temple_danu_3	wh_dlc03_effect_technology_research_points	faction_to_faction_own_unseen	10.0	1.0	0.0
albion_hunters_1	wh_main_effect_region_resource_furs_production	building_to_building_own	4.0	2.0	0.0
albion_hunters_1	wh_main_effect_province_growth_building	region_to_province_own	20.0	6.0	0.0
albion_hunters_1	wh_main_effect_economy_gdp_subsistance	building_to_building_own	150.0	50.0	0.0
albion_hunters_2	wh_main_effect_region_resource_furs_production	building_to_building_own	8.0	2.0	0.0
albion_hunters_2	wh_main_effect_economy_gdp_subsistance	building_to_building_own	275.0	100.0	0.0
albion_hunters_2	wh_main_effect_province_growth_building	region_to_province_own	35.0	11.0	0.0
albion_hunters_3	wh_main_effect_economy_gdp_subsistance	building_to_building_own	400.0	150.0	0.0
albion_hunters_3	wh_main_effect_region_resource_furs_production	building_to_building_own	12.0	2.0	0.0
albion_hunters_3	wh_main_effect_province_growth_building	region_to_province_own	40.0	13.0	0.0
albion_order_1	wh_main_effect_public_order_base	province_to_province_own	4.0	2.0	0.0
albion_order_2	wh_main_effect_public_order_base	province_to_province_own	6.0	3.0	0.0
albion_order_2	wh_main_effect_public_order_osmosis	province_to_province_adjacent_unseen	1.0	1.0	0.0
albion_order_3	wh_main_effect_public_order_base	province_to_province_own	10.0	5.0	0.0
albion_order_3	wh_main_effect_public_order_osmosis	province_to_province_adjacent_unseen	2.0	1.0	0.0
albion_smith_1	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own	1.0	1.0	0.0
albion_smith_1	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0	1.0	0.0
albion_smith_2	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own	2.0	2.0	0.0
albion_smith_2	wh_main_effect_unit_recruitment_points	province_to_province_own	2.0	2.0	0.0
albion_smith_2	wh_main_effect_economy_trade_tariff_mod	faction_to_region_own	5.0	2.0	0.0
albion_hall_heroes	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own	10.0	5.0	0.0
albion_hall_heroes	wh_main_effect_agent_recruitment_xp_all_agents	province_to_province_own_factionwide	2.0	1.0	0.0
albion_hall_heroes	wh_main_effect_force_all_campaign_raid_income	building_to_force_own_factionwide	15.0	7.0	0.0
albion_hall_heroes	wh_main_effect_agent_action_success_chance_enemy_building	region_to_character_enemy	-15.0	-8.0	0.0
albion_hall_heroes	wh_main_effect_agent_action_success_chance	province_to_character_own	15.0	8.0	0.0
wh_main_nor_outpost_military_3	increase_cap_albion_chief	faction_to_faction_own_unseen	1.0	1.0	1.0
wh_main_nor_outpost_military_3	enable_recruitment_chief	province_to_province_own	1.0	1.0	1.0
albion_gryphon_eyrie	wh_main_effect_region_resource_animals_production	building_to_building_own	20.0	10.0	0.0
alb_resource_marble	wh_main_effect_economy_gdp_mining	building_to_building_own	100.0	50.0	0.0
alb_resource_marble	wh_main_effect_region_resource_marble_production	building_to_building_own	20.0	10.0	0.0
alb_resource_marble	wh_main_effect_religion_conversion_untainted	region_to_region_own	1.0	1.0	0.0
alb_resource_gold	wh_main_effect_economy_gdp_mining	building_to_building_own	400.0	200.0	0.0
alb_resource_gold	wh_main_effect_economy_gdp_mod_all	province_to_region_own	5.0	5.0	0.0
alb_resource_gold	wh2_main_effect_region_resource_gold_idols_production	building_to_building_own	10.0	4.0	0.0
alb_resource_iron	wh_main_effect_economy_gdp_mining	building_to_building_own	100.0	50.0	0.0
alb_resource_iron	wh_main_effect_force_all_campaign_recruitment_cost_all	region_to_force_own	-35.0	-17.0	0.0
alb_resource_iron	wh_main_effect_region_resource_iron_production	building_to_building_own	20.0	10.0	0.0
