level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
#building_levels_tables;16;db/building_levels_tables/!Araby_landmark																										
ovn_arb_haikk	ovn_arb_haikk	0	8	8000	0		false	0	0	0	0	false				true	ovn_arb_haikk	false	0.0	0	true	4		true	0	0
ovn_arb_bel	ovn_arb_bel	0	6	7000	0		false	0	0	0	0	false				true	ovn_arb_bel	false	0.0	0	true	3		true	0	0
ovn_arb_fyrus	ovn_arb_fyrus	0	6	7000	0		false	0	0	0	0	false				true	ovn_arb_fyrus	false	0.0	0	true	3		true	0	0
ovn_arb_Sabar	ovn_arb_Sabar	0	8	9000	0		false	0	0	0	0	false				true	ovn_arb_Sabar	false	0.0	0	true	4		true	0	0
ovn_arb_Madrasat	ovn_arb_Madrasat	0	8	10000	0		false	0	0	0	0	false				true	ovn_arb_Madrasat	false	0.0	0	true	3		true	0	0
ovn_arb_Sartosa	ovn_arb_Sartosa	0	12	12000	0		false	0	0	0	0	false				true	ovn_arb_Sartosa	false	0.0	0	true	5		true	0	0
ovn_arb_Magritta	ovn_arb_Magritta	0	12	14000	0		false	0	0	0	0	false				true	ovn_arb_Magritta	false	0.0	0	true	5		true	0	0
ovn_arb_Crypt	ovn_arb_Crypt	0	10	13000	0		false	0	0	0	0	false				true	ovn_arb_Crypt	false	0.0	0	true	5		true	0	0
ovn_arb_Twilight	ovn_arb_Twilight	0	6	7000	0		false	0	0	0	0	false				true	ovn_arb_Twilight	false	0.0	0	true	3		true	0	0
