character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/ovn_stormrider_ll				
ovn_as_lustira_Buff	wh_main_effect_force_unit_stat_morale_versus_undead	1	character_to_character_own	10.0
ovn_as_lustira_Buff	wh2_main_effect_character_stat_mod_melee_damage_versus_skaven	1	character_to_character_own	15.0
ovn_as_lustira_Buff	wh_main_effect_agent_movement_range_mod	1	character_to_character_own	10.0
ovn_as_lustira_Buff	wh_main_effect_force_unit_stat_morale_versus_undead	2	character_to_character_own	15.0
ovn_as_lustira_Buff	wh2_main_effect_character_stat_mod_melee_damage_versus_skaven	2	character_to_character_own	25.0
ovn_as_lustira_Buff	wh_main_effect_agent_movement_range_mod	2	character_to_character_own	15.0
ovn_as_lustira_Buff	wh2_main_effect_force_unit_stat_morale_versus_skaven	2	general_to_force_own	5.0
ovn_as_ulthuan_Buff	wh_main_effect_economy_trade_tariff_mod	1	character_to_faction	5.0
ovn_as_ulthuan_Buff	wh2_main_effect_character_stat_mod_melee_damage_versus_chaos_norsca	1	character_to_character_own	10.0
ovn_as_ulthuan_Buff	wh2_main_effect_character_stat_mod_melee_damage_versus_dark_elves	1	character_to_character_own	15.0
stormrider_Buff	wh_main_effect_conquest_enable_night_battles	1	character_to_character_own	1.0
stormrider_Buff	wh2_main_effect_agent_cap_increase_hef_noble	1	character_to_faction	2.0
stormrider_Buff	wh2_main_effect_agent_enable_recruitment_hef_noble	1	character_to_province_own	1.0
stormrider_Buff	wh2_main_effect_agent_action_cost_mod_hef_noble	1	character_to_province_own	-50.0
stormrider_Buff	wh2_main_effect_agent_action_success_chance_hef_noble	1	character_to_province_own	10.0
skill_sharpclaw	ovn_stormrider_mount_sharpclaw	1	character_to_character_own	1.0
ovn_as_ulthuan_Buff	wh_main_effect_economy_trade_tariff_mod	2	character_to_faction	10.0
ovn_as_ulthuan_Buff	wh2_main_effect_character_stat_mod_melee_damage_versus_chaos_norsca	2	character_to_character_own	15.0
ovn_as_ulthuan_Buff	wh2_main_effect_character_stat_mod_melee_damage_versus_dark_elves	2	character_to_character_own	25.0
ovn_as_ulthuan_Buff	wh2_main_effect_force_unit_stat_morale_versus_dark_elves	2	general_to_force_own	5.0
ovn_as_ulthuan_Buff	wh_main_effect_force_unit_stat_morale_defending	2	general_to_force_own	5.0
ovn_as_lightning_reflexes	wh2_dlc11_vmp_skill_self_lahmian_ability_lightning_reflexes	1	character_to_character_own	1.0
ovn_as_lightning_reflexes	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
ovn_as_lightning_reflexes	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
