diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Grudgebringer_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Grudgebringer_&_Negative
accept	Grudgebringer_Dip_Acceptance_Negative_02	1	diplomacy_Faction_Grudgebringer_&_Negative
accept	Grudgebringer_Dip_Acceptance_Negative_03	2	diplomacy_Faction_Grudgebringer_&_Negative
demand_payment	Grudgebringer_Dip_Demand_Payments_Negative_01	0	diplomacy_Faction_Grudgebringer_&_Negative
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Negative_01	0	diplomacy_Faction_Grudgebringer_&_Negative
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Negative_02	1	diplomacy_Faction_Grudgebringer_&_Negative
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Negative_03	2	diplomacy_Faction_Grudgebringer_&_Negative
generic_reject	Grudgebringer_Dip_Rejection_Negative_01	0	diplomacy_Faction_Grudgebringer_&_Negative
generic_reject	Grudgebringer_Dip_Rejection_Negative_02	1	diplomacy_Faction_Grudgebringer_&_Negative
generic_reject	Grudgebringer_Dip_Rejection_Negative_03	2	diplomacy_Faction_Grudgebringer_&_Negative
receive	Grudgebringer_Dip_Greet_Neg_01	0	diplomacy_Faction_Grudgebringer_&_Negative
receive	Grudgebringer_Dip_Greet_Neg_02	1	diplomacy_Faction_Grudgebringer_&_Negative
receive	Grudgebringer_Dip_Greet_Neg_03	2	diplomacy_Faction_Grudgebringer_&_Negative
accept	Grudgebringer_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grudgebringer_&_Positive
accept	Grudgebringer_Dip_Acceptance_Positive_03	1	diplomacy_Faction_Grudgebringer_&_Positive
demand_payment	Grudgebringer_Dip_Demand_Payments_Positive_01	0	diplomacy_Faction_Grudgebringer_&_Positive
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Positive_01	0	diplomacy_Faction_Grudgebringer_&_Positive
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Positive_02	1	diplomacy_Faction_Grudgebringer_&_Positive
generic_offer_demand	Grudgebringer_Dip_Generic_Offer_Positive_03	2	diplomacy_Faction_Grudgebringer_&_Positive
generic_reject	Grudgebringer_Dip_Rejection_Positive_01	0	diplomacy_Faction_Grudgebringer_&_Positive
generic_reject	Grudgebringer_Dip_Rejection_Positive_02	1	diplomacy_Faction_Grudgebringer_&_Positive
