campaign_group_rituals_tables	1
campaign_group	ritual	unlock_mission	unlock_turn	initially_unlocked
ovn_main_crafting_arb	ovn_arb_crafting_weapons_01		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_02		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_03		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_04		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_05		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_06		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_07		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_08		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_09		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_10		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_11		0	true
ovn_main_crafting_arb	ovn_arb_crafting_weapons_12		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_01		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_02		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_03		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_04		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_05		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_06		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_07		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_08		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_09		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_10		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_11		0	true
ovn_main_crafting_arb	ovn_arb_crafting_armor_12		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_01		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_02		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_03		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_04		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_05		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_06		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_07		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_08		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_09		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_10		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_11		0	true
ovn_main_crafting_arb	ovn_arb_crafting_enchanted_items_12		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_01		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_02		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_03		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_04		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_05		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_06		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_07		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_08		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_09		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_10		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_11		0	true
ovn_main_crafting_arb	ovn_arb_crafting_talismans_12		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_01		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_02		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_03		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_04		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_05		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_06		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_07		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_08		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_09		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_10		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_11		0	true
ovn_main_crafting_arb	ovn_arb_crafting_arcane_items_12		0	true
