hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/elo_troll_ugma	
USEFUL_ALWAYS	reworked_cyclopean_fiends
USEFUL_ALWAYS	reworked_king_of_trolls
USEFUL_ALWAYS	reworked_mutant_regeneration
USEFUL_ALWAYS	elo_troll_toll
USEFUL_ALWAYS	elo_leader_river
USEFUL_ALWAYS	elo_eloquent_troll
USEFUL_ALWAYS	creature_water
USEFUL_ALWAYS	ugma_warpstone_touched
USEFUL_ALWAYS	ugma_strongest_river
USEFUL_ALWAYS	ugma_trinkets
USEFUL_ALWAYS	resevoir_stone_hammer
USEFUL_ALWAYS	elo_skill_throgg_raw_might
USEFUL_ALWAYS	elo_skill_throgg_blight
USEFUL_ALWAYS	elo_skill_mountain_masters
USEFUL_ALWAYS	elo_skill_troll_children_chaos
USEFUL_ALWAYS	elo_skill_troll_unnatural_resilience
USEFUL_ALWAYS	elo_skill_troll_menace_land
USEFUL_ALWAYS	elo_skill_troll_ice_snow
