unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
#main_units_tables;36;db/main_units_tables/ovn_fimir																																																	
ovn_zoat	ovn_fimir_beast_3	-1	monster	2	false	ovn_zoat	1	0	2000	wh_main_shp_transport	1	1	1	0	2000			500	super_heavy		false	false	0	230689039	true		wh_dlc01_vo_culture_Dragon_Ogre	monstrous_infantry	monstrous_infantry	5	true	chaos_dragon_ogre		true	false		2000.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	true	false	
ovn_fenbeast		-1	monstrous_infantry	1	false	elo_fenbeast	16	0	1050	wh_main_shp_transport	1	1	16	0	1050			265	very_heavy		false	false	0	230689046	false		wh_dlc03_vo_culture_Spawn	monstrous_infantry	monstrous_infantry	4	true	chaos_spawn		false	true		1100.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	6	false	false	
ovn_fenhulk		-1	monster	3	false	albion_fenhulk	1	0	2150	wh_main_shp_transport	1	1	1	0	2150			500	very_heavy		false	false	0	230689047	false		wh_dlc03_vo_culture_Spawn	monster_generic	monster_generic	5	true	chaos_spawn		true	false		2150.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false	
wh_dlc01_chs_inf_chaos_warriors_2_no_garrison		-1	melee_infantry	1	false	wh_dlc01_chs_inf_chaos_warriors_2	100	0	850	wh_main_shp_transport	1	1	120	0	900			225	heavy		false	false	0	10521	true		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	3	false	chaos_warrior_15_degrees		false	true		900.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
wh_main_chs_inf_chaos_warriors_1_no_garrison		-1	melee_infantry	1	false	wh_main_chs_inf_chaos_warriors_1	100	0	850	wh_main_shp_transport	1	1	100	0	900			225	heavy		false	false	0	9656	true		wh_main_vo_culture_Chaos	infantry_spear_halberd	infantry_spear_halberd	3	false	chaos_warrior_15_degrees		false	true		900.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
wh_main_nor_cav_marauder_horsemen_0_no_garrison		-1	melee_cavalry	1	false	wh_main_nor_cav_marauder_horsemen_0	60	0	525	wh_main_shp_transport	1	1	60	0	525			132	medium		false	false	0	9014	true		wh_main_vo_culture_Chaos	missile_cavalry_javelin	missile_cavalry_javelin	1	false	emp_reiksguard		false	true		500.0	400.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	5	false	false	
wh_dlc01_chs_inf_forsaken_0_no_garrison		-1	melee_infantry	1	false	wh_dlc01_chs_inf_forsaken_0	80	0	750	wh_main_shp_transport	1	1	80	0	750			187	heavy		false	false	0	10526	true		wh_dlc01_vo_culture_Chaos_Forsaken	infantry_sword	infantry_sword	3	false	chaos_warrior_30_degrees		false	true		750.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
elo_albion_warriors_no_garrison		-1	melee_infantry	1	false	elo_albion_warriors	120	0	375	wh_main_shp_transport	1	1	120	0	375			95	medium		false	false	0	787878003	false		wh_main_vo_culture_Bretonnian	infantry_sword	infantry_sword	1	false	chaos_warrior_15_degrees		false	true		450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
elo_albion_warriors_spears_no_garrison		-1	melee_infantry	1	false	elo_albion_warriors_spears	120	0	375	wh_main_shp_transport	1	1	120	0	375			95	medium		false	false	0	787878011	false		wh_main_vo_culture_Bretonnian	infantry_spear	infantry_spear	1	false	chaos_warrior_45_degrees		false	true		450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
