unit_abilities_tables	16
key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
elo_albion_remove_war_fury_2	false	wh_dlc06_unit_contact_discouraged		wh_type_augment		wh_main_anc_group_common	false	true	unit	war_fury_2	false
elo_albion_protectors_world	false	wh_dlc05_unit_abilities_storm_of_blades		wh_type_augment		wh_main_anc_group_rare	false	false	unit		false
elo_albion_holy_warriors_unbreakable	false	wh_dlc03_lord_passive_crush_the_weak		wh_type_augment		wh_main_anc_group_rare	false	false	unit		false
war_fury	false	wh_dlc05_item_abilities_horn_of_the_wild_hunt		wh_type_augment		wh_main_anc_group_common	false	false	unit		false
war_fury_2	false	wh_dlc06_unit_contact_discouraged		wh_type_augment		wh_main_anc_group_common	false	false	unit		false
woad_paint	false	wh_dlc06_lord_passive_warpaint_of_wurrzag		wh_type_augment		wh_main_anc_group_common	false	false	unit		false
druid_bound_awakening_of_the_wood	false	wh_dlc05_spell_life_awakening_of_the_wood		wh_type_explosion		wh_main_anc_group_common	false	false	bound		false
devestating_charge	false	wh_dlc07_lord_passive_spirit_of_the_tempest		wh_type_augment		wh_main_anc_group_common	false	false	unit		false
spell_truth_gift_life	true	gift_of_life_spell	spell_truth_gift_life_upgraded	wh_type_regeneration		wh_main_anc_group_rare	true	false	spell		false
spell_truth_gift_life_upgraded	true	gift_of_life_spell		wh_type_regeneration		wh_main_anc_group_rare	true	false	spell		false
wh2_main_lore_passive_truthsayer	true	truthsayer_lore		wh_type_area_of_ward_save		wh_main_anc_group_common	true	false	lore		false
spell_truth_valor	true	blessing_valor	spell_truth_valor_upgraded	wh_type_augment	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
spell_truth_valor_upgraded	true	blessing_valor		wh_type_augment	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
spell_truth_protection	true	truth_protection	spell_truth_protection_upgraded	wh_type_augment	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
spell_truth_protection_upgraded	true	truth_protection		wh_type_area_of_augments	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
spell_truth_voice_command	true	truth_voice_command	spell_truth_voice_command_upgraded	wh_type_hex	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_rare	true	false	spell		false
spell_truth_voice_command_upgraded	true	truth_voice_command		wh_type_area_of_hexes	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_rare	true	false	spell		false
spell_truth_boon_courage	true	truth_boon_courage	spell_truth_boon_courage_upgraded	wh_type_area_of_augments	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
spell_truth_boon_courage_upgraded	true	truth_boon_courage		wh_type_area_of_augments	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
spell_truth_wings_fate	true	truth_wings_of_fate	spell_truth_wings_fate_upgraded	wh_type_magic_missiles	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
spell_truth_wings_fate_upgraded	true	truth_wings_of_fate		wh_type_magic_missiles	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
magic_siphon	false	wh2_main_unit_passive_attuned_to_magic		wh_type_augment		wh_main_anc_group_common	false	false	unit		false
embodiment_albion	false	embodiement_albion		wh_type_area_of_hexes		wh_main_anc_group_common	false	false	unit		false
albion_warcry	true	albion_warcry		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	character		false
omen_of_doom	true	omen_of_doom		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	character		false
omen_of_war	true	omen_of_war		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	character		false
murder_crows	true	murder_crow		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	character		false
howling_shields	true	wh_main_weapon_abilities_charmed_shield		wh_type_area_of_hexes		wh_main_anc_group_uncommon	false	false	unit		false
spell_truth_wings_fate_bound	false	truth_wings_of_fate		wh_type_magic_missiles		wh_main_anc_group_common	true	false	spell		false
darkened_skies	true	murder_crow		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	character		false
murder_crows_upgraded	true	murder_crow		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	character		false
morrigan_hunters_dmg	false	wh_dlc05_hero_passive_hawkish_precision		wh_type_augment		wh_main_anc_group_uncommon	false	false	unit		false
elo_summon_fenbeasts	true	summon_fenbeasts		wh_type_augment		wh_main_anc_group_unique	true	false	lord		false
lesser_shield_of_the_old_ones	true	wh2_main_character_abilities_shield_of_the_old_ones		wh_type_area_of_ward_save		wh_main_anc_group_uncommon	true	false	lord		false
elo_staff_of_dural_durak	true	wh_main_item_abilities_skull_wand_of_kaloth		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	item		false
elo_amulet_old_ones	true	wh2_main_unit_abilities_revivification_crystal		wh_type_augment		wh_main_anc_group_unique	true	false	item		false
elo_albion_freedom	false	wh_dlc08_hero_passive_frenzied_assault		wh_type_augment		wh_main_anc_group_uncommon	false	false	character		false
