bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/elo_albion		
melee_attack_mod	elo_warband_matt	elo_warband
melee_defence_mod	elo_warband_mdef	elo_warband
melee_defence_mod	elo_elite_mdef	elo_elite_warband
melee_attack_mod	elo_elite_matt	elo_elite_warband
melee_defence_mod	elo_monster_mdef	elo_monsters
melee_attack_mod	elo_monster_matt	elo_monsters
melee_attack_mod	elo_savage_matt	elo_holy_warriors
melee_damage_mod_mult	elo_savage_dmg	elo_holy_warriors
ammo_mod	elo_allrange_ammo	elo_ranged_special
missile_damage_mod_mult	elo_allrange_dmg	elo_ranged_special
charge_add	elo_riders_charge	elo_fast_attack
mod_land_movement_battle	elo_riders_speed	elo_fast_attack
melee_attack_mod	elo_champions_r7_mattk	elo_champions_r7
armour_mod	elo_champions_r7_arm	elo_champions_r7
unit_damage_resistance_physical_mod	elo_champions_r7_phyres	elo_champions_r7
missile_damage_mod_mult	elo_hunters_r7_dmg	elo_hunters_r7
reload	elo_hunters_r7_reload	elo_hunters_r7
unit_damage_resistance_missile_mod	elo_hunters_r7_misres	elo_hunters_r7
melee_attack_mod	elo_riders_r7_mattk	elo_riders_r7
charge_add	elo_riders_r7_charge	elo_riders_r7
melee_damage_mod_mult	elo_riders_r7_dmg	elo_riders_r7
melee_attack_mod	elo_monsters_r7_mattk	elo_monsters_r7
melee_damage_mod_mult	elo_monsters_r7_dmg	elo_monsters_r7
charge_add	elo_monsters_r7_charge	elo_monsters_r7
melee_attack_mod	sessair_troops_mattk	elo_albion_humans
melee_damage_mod_mult	sessair_troops_wps	elo_albion_humans
damage_vs_infantry	sessair_troops_antiIn	elo_albion_humans
charge_bonus	sessair_troops_charge	elo_albion_humans
melee_defence_mod	fir_troops_mdef	elo_albion_shielded
melee_attack_mod	fir_troops_mattk	elo_albion_shielded
armour_mod	finian_troops_armour	elo_albion_humans
melee_defence_mod	finian_troops_mdef	elo_albion_humans
damage_vs_infantry	elo_swamp_ain	elo_albion_swamp
unit_xp_mod	elo_swamp_xp	elo_albion_swamp
unit_damage_resistance_all_mod	elo_swamp_ward	elo_albion_swamp
mod_land_movement_battle	elo_giant_speed	elo_albion_giant
unit_xp_mod	elo_giant_xp	elo_albion_giant
charge_bonus	elo_giant_mor	elo_albion_giant
unit_damage_resistance_all_mod	elo_maidens_res	elo_morrigan_handmaidens
unit_xp_mod	elo_maidens_xp	elo_morrigan_handmaidens
mod_land_movement_battle	elo_maidens_speed	elo_morrigan_handmaidens
melee_damage_mod_mult	elo_giant_mdmg	elo_albion_giant
melee_attack_mod	elo_giant_mattk	elo_albion_giant
upkeep_mod	elo_giant_upkeep	elo_albion_giant
unit_xp_mod	elo_druid_circle_xp	elo_druid_circle
melee_defence_mod	elo_druid_circle_mdef	elo_druid_circle
melee_attack_mod	elo_druid_circle_mattk	elo_druid_circle
morale	elo_druid_circle_lead	elo_druid_circle
