from	to
#building_upgrades_junction_tables;0;db/building_upgrades_junction_tables/ovn_grudge	
wh_main_emp_cha_grudge_recruit_1	wh_main_emp_cha_grudge_recruit_2
wh_main_emp_cha_grudge_recruit_2	wh_main_emp_cha_grudge_recruit_3
wh_main_emp_cha_grudge_wizard_1	wh_main_emp_cha_grudge_wizard_2
wh_main_emp_cha_grudge_growth_1	wh_main_emp_cha_grudge_growth_2
wh_main_emp_cha_grudge_growth_2	wh_main_emp_cha_grudge_growth_3
wh_main_emp_cha_grudge_main_1	wh_main_emp_cha_grudge_main_2
wh_main_emp_cha_grudge_main_2	wh_main_emp_cha_grudge_main_3
wh_main_emp_cha_grudge_main_3	wh_main_emp_cha_grudge_main_4
wh_main_emp_cha_grudge_main_4	wh_main_emp_cha_grudge_main_5
wh2_dlc09_tmb_arkhan_burial_mound_2	dread_king_burial_3
dread_king_burial_3	dread_king_burial_4
