id	names_group	type	gender	frequency
#names_tables;1;db/names_tables/obo_grudgebringers_data				
3110890001	89	forename	f	0
3110890002	89	family_name	b	0
3110890003	89	forename	b	0
3110890004	89	family_name	b	0
3110890005	89	forename	b	0
3110890006	89	family_name	b	0
3110890007	89	forename	b	0
3110890008	89	family_name	b	0
3110890009	89	forename	b	0
3110890010	89	family_name	b	0
3110890011	89	forename	b	0
3110890012	89	family_name	b	0
3110890013	89	forename	b	0
3110890014	89	family_name	b	0
3110890015	89	forename	b	0
3110890016	89	family_name	b	0
3110890017	89	forename	b	0
3110890018	89	family_name	b	0
3110890019	89	forename	b	0
3110890020	89	family_name	b	0
3110890021	89	forename	b	0
3110890022	89	family_name	b	0
3110890023	89	forename	b	0
3110890024	89	family_name	b	0
3110890025	89	forename	b	0
3110890026	89	family_name	b	0
3110890027	89	forename	b	0
3110890028	89	family_name	b	0
3110890029	89	forename	b	0
3110890030	89	family_name	b	0
3110890031	89	forename	b	0
3110890032	89	family_name	b	0
3110890033	89	forename	b	0
3110890034	89	family_name	b	0
3110890035	89	forename	b	0
3110890036	89	family_name	b	0
3110890037	89	forename	b	0
3110890038	89	family_name	b	0
3110890039	89	forename	b	0
3110890040	89	family_name	b	0
3110890041	89	forename	b	0
3110890042	89	family_name	b	0
3110890043	89	forename	b	0
3110890044	89	family_name	b	0
3110890045	180	forename	m	0
3110890046	180	family_name	m	0
3110890047	89	forename	m	0
3110890048	89	family_name	m	0
