key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/ovn						
29051001	ovn_finmor_belakor	1	ovn_fimir_units_of_renown_pool		wh_main_sc_nor_fimir	
65352113	ovn_arb_cav_flying_carpet_ror	1	ovn_arb_units_of_renown_pool		wh_main_sc_emp_araby	
917891023	albion_shieldmaiden_ror	1	albion_renown_pool	wh2_main_nor_albion		
917891024	albion_bologs_giant_ror	1	albion_renown_pool	wh2_main_nor_albion		
917891025	elo_fly_infested_rotwood	1	albion_renown_pool	wh2_main_nor_albion		
917891026	albion_woadraider_sworn_ror	1	albion_renown_pool	wh2_main_nor_albion		
917891027	alb_cav_noble_first_ror	1	albion_renown_pool	wh2_main_nor_albion		
917891028	albion_warriors_lugh	1	albion_renown_pool	wh2_main_nor_albion		
917891029	albion_huntresses_warden_ror	1	albion_renown_pool	wh2_main_nor_albion		
917891030	albion_centaur_hunter_ror	1	albion_renown_pool	wh2_main_nor_albion		
917891031	albion_cachtorr_stonethrower	1	albion_renown_pool	wh2_main_nor_albion		
917891032	albion_highlander_ror	1	albion_renown_pool	wh2_main_nor_albion		
110787103	elo_red_avalanche	1	wh_dlc08_nor_units_of_renown_pool	wh_dlc08_nor_wintertooth	wh_main_sc_nor_norsca	
110787106	elo_shipwreckers	1	wh_dlc08_nor_units_of_renown_pool	wh_dlc08_nor_wintertooth	wh_main_sc_nor_norsca	
110787108	elo_kin	1	wh_dlc08_nor_units_of_renown_pool	wh_dlc08_nor_wintertooth	wh_main_sc_nor_norsca	
110787109	elo_night_trolls_ror	1	wh_dlc08_nor_units_of_renown_pool	wh_dlc08_nor_wintertooth	wh_main_sc_nor_norsca	
110787111	elo_warpstone_trolls	1	wh_dlc08_nor_units_of_renown_pool	wh_dlc08_nor_wintertooth	wh_main_sc_nor_norsca	
29052030	wh_pro04_chs_art_hellcannon_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
29052031	wh_pro04_chs_cav_chaos_knights_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
29052032	wh_pro04_chs_inf_chaos_warriors_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
29052033	wh_pro04_chs_inf_forsaken_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
29052034	wh_pro04_chs_mon_chaos_spawn_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
29052035	wh_pro04_chs_mon_dragon_ogre_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
29052036	wh_pro04_nor_inf_chaos_marauders_ror_0	1	ovn_rotblood_units_of_renown_pool	wh2_main_nor_rotbloods		
1051646759	wh_dlc08_nor_art_hellcannon_battery	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
1064929778	wh_pro04_nor_mon_war_mammoth_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
1133675520	wh_dlc08_nor_mon_frost_wyrm_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
1249642224	wh_pro04_nor_inf_chaos_marauders_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
1521988730	wh_pro04_nor_mon_fimir_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
1590749554	wh_pro04_nor_mon_warwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
2101125634	wh_pro04_nor_inf_marauder_berserkers_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
298314755	wh_dlc08_nor_mon_war_mammoth_boss	1	wh_dlc08_monster_hunt_of_renown_pool		wh_main_sc_nor_albion	
575857935	wh_pro04_nor_mon_skinwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
603050433	wh_dlc08_nor_mon_frost_wyrm_boss	1	wh_dlc08_monster_hunt_of_renown_pool		wh_main_sc_nor_albion	
701378310	wh_dlc08_nor_mon_war_mammoth_ror_1	1	wh_dlc08_nor_units_of_renown_pool		wh_main_sc_nor_albion	
250519890	wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519891	wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519892	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519893	wh2_dlc13_emp_art_great_cannon_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519894	wh2_dlc13_emp_cav_reiksguard_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519895	wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519896	wh2_dlc13_emp_cav_outriders_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519897	wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519898	wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519899	wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519900	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519901	wh2_dlc13_emp_cav_pistoliers_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519902	wh2_dlc13_emp_inf_halberdiers_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519903	wh2_dlc13_emp_inf_handgunners_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519905	wh2_dlc13_emp_inf_greatswords_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519906	wh2_dlc13_emp_cav_empire_knights_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519907	wh2_dlc13_emp_veh_steam_tank_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_grudgebringers		
250519908	wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519909	wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519910	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519911	wh2_dlc13_emp_art_great_cannon_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519912	wh2_dlc13_emp_cav_reiksguard_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519913	wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519914	wh2_dlc13_emp_cav_outriders_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
250519915	wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_main_emp_the_moot		
