Loc PackedFile	1
key	text	tooltip
effects_description_elo_warband_matt	Melee Attack: %+n for Albion Warbands.	true
effects_description_elo_warband_mdef	Melee Defence: %+n  for Albion Warbands.	true
effects_description_elo_elite_mdef	Melee Defence: %+n  for Hearthguard, Highlanders and Viridian Lords	true
effects_description_elo_elite_matt	Melee Attack: %+n for Hearthguard, Highlanders and Viridian Lords	true
effects_description_elo_monster_mdef	Melee Defence: %+n  for Fenbeasts, Giants, Half-Giants, Albion Barrow Wights and Fenhulks.	true
effects_description_elo_monster_matt	Melee Attack: %+n  for Fenbeasts, Giants, Half-Giants, Albion Barrow Wights and Fenhulks.	true
effects_description_elo_savage_matt	Melee Attack: %+n for Woadraiders, Druid Neophytes and Swordmaidens.	true
effects_description_elo_savage_dmg	Weapon Strength: %+n% for Woadraiders, Druid Neophytes and Swordmaidens.	true
effects_description_elo_allrange_ammo	Ammunition: %+n% for Stonethrowers, Youngbloods, Huntresses and Aonbarr Horse Warriors (Javelins).	true
effects_description_elo_allrange_dmg	Missile Damage: %+n% for Stonethrowers, Youngbloods, Huntresses and Aonbarr Horse Warriors (Javelins).	true
effects_description_elo_riders_charge	Charge Bonus: %+n Hunting Dogs, Aonbarr Horse Warriors, Chariots and Centaurs.	true
effects_description_elo_riders_speed	Battle Speed: %+n% Hunting Dogs, Aonbarr Horse Warriors, Chariots and Centaurs.	true
effects_description_elo_champions_r7_mattk	Melee Attack: %+n for Albion Warbands, Hearthguard, Highlanders and Viridian Lords {{tr:rank7}}	true
effects_description_elo_champions_r7_arm	Armour: %+n for Albion Warbands, Hearthguard, Highlanders and Viridian Lords {{tr:rank7}}	true
effects_description_elo_champions_r7_phyres	Physical Resistance: %+n% for Albion Warbands, Hearthguard, Highlanders and Viridian Lords {{tr:rank7}}	true
effects_description_elo_hunters_r7_dmg	Missile Damage: %+n% for Stonethrowers, Youngbloods, Huntresses and Aonbarr Horse Warriors (Javelins) {{tr:rank7}}	true
effects_description_elo_hunters_r7_reload	Reload Speed: %+n% for for Stonethrowers, Youngbloods, Huntresses and Aonbarr Horse Warriors (Javelins) {{tr:rank7}}	true
effects_description_elo_hunters_r7_misres	Missile Resistance: %+n% for for Stonethrowers, Youngbloods, Huntresses and Aonbarr Horse Warriors (Javelins) {{tr:rank7}}	true
effects_description_elo_riders_r7_mattk	Melee Attack: %+n for Woadraiders, Swordmaidens, Centaurs, Hunting Dogs and Aonbarr Horse Warriors {{tr:rank7}}	true
effects_description_elo_riders_r7_charge	Charge Bonus: %+n for Woadraiders, Swordmaidens, Albion Chariots, Hunting Dogs and Aonbarr Horse Warriors {{tr:rank7}}	true
effects_description_elo_riders_r7_dmg	Weapon Strength: %+n% for Woadraiders, Swordmaidens, Albion Chariots, Hunting Dogs and Aonbarr Horse Warriors {{tr:rank7}}	true
effects_description_elo_monsters_r7_mattk	Melee Attack: %+n  for Fenbeasts, Giants, Half-Giants, Fenhulks, Centaurs, Albion Barrow Wights and Druid Neophytes {{tr:rank7}}	true
effects_description_elo_monsters_r7_dmg	Weapon Strength: %+n%  for Fenbeasts, Giants, Half-Giants, Fenhulks, Centaurs, Albion Barrow Wights and Druid Neophytes {{tr:rank7}}	true
effects_description_elo_monsters_r7_charge	Charge Bonus: %+n for Fenbeasts, Giants, Half-Giants, Fenhulks, Centaurs, Albion Barrow Wights and Druid Neophytes {{tr:rank7}}	true
effects_description_sessair_troops_mattk	Melee Attack: %+n for all human (non-hero/lord) units	true
effects_description_sessair_troops_wps	Weapon Strength: %+n% for all human (non-hero/lord) units	true
effects_description_sessair_troops_antiIn	Anti-Infantry: %+n for all human (non-hero/lord) units	true
effects_description_sessair_troops_charge	Charge Bonus: %+n% for all human (non-hero/lord) units	true
effects_description_fir_troops_mdef	Melee Defence: %+n for all shielded units	true
effects_description_fir_troops_mattk	Melee Attack: %+n for all shielded units	true
effects_description_enable_vanguard_falian	Enable Vanguard Deployment for human (non-hero/lords) units	true
effects_description_enable_stalk_falian	Enable Stalk for human (non-hero/lords) units	true
effects_description_enable_immpsy_finian	Enable Immune to Psychology for human (non-hero/lords) units	true
effects_description_finian_troops_armour	Armour: %+n for human (non-hero/lords) units	true
effects_description_finian_troops_mdef	Melee Defence: %+n for human (non-hero/lords) units	true
effects_description_elo_swamp_ain	Anti-Infantry: %+n for Fenbeasts and Fenhulks	true
effects_description_elo_swamp_xp	Recruitment Rank: %+n for Fenbeasts and Fenhulks	true
effects_description_elo_swamp_ward	Ward Save: %+n% for Fenbeasts and Fenhulks	true
effects_description_elo_giant_speed	Battle Speed: %+n% for Giants and Half-Giants	true
effects_description_elo_giant_xp	Recruitment Rank: %+n for Giants and Half-Giants	true
effects_description_elo_giant_mor	Charge Bonus: %+n% for Giants and Half-Giants	true
effects_description_chaos_attrition_immunity_dummy	Immune against attrition caused by Chaos Corruption	true
effects_description_elo_maidens_res	Ward Save: %+n% for Swordmaidens and Huntresses	true
effects_description_elo_maidens_xp	Recruitment Rank: %+n for Swordmaidens and Huntresses	true
effects_description_elo_maidens_speed	Battle Speed: %+n% for Swordmaidens and Huntresses	true
effects_description_increase_cap_albion_chief	Recruitment Capacity: %+n for Albion Chieftains	false
effects_description_enable_recruitment_chief	Enables Recruitment of Albion Chieftains	false
effects_description_increase_cap_albion_wyrd_druid	Recruitment Capacity: %+n for Wyrd Druids	false
effects_description_enable_recruitment_albion_wyrd_druid	Enables Recruitment of Wyrd Druids	false
