key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/!!!ovn_warp						
758503040	ovn_rot_stables_5	wh_dlc08_nor_cav_marauder_horsemasters_0	0	0		false
758503041	ovn_rot_stables_4	wh_main_chs_cav_chaos_knights_1	0	0		false
758503042	ovn_rot_stables_5	wh_main_nor_cav_marauder_horsemen_0	0	0		false
758503043	ovn_rot_stables_5	wh_main_chs_cav_chaos_chariot	0	0		false
758503044	ovn_rot_stables_5	wh_main_nor_cav_marauder_horsemen_1	0	0		false
758503045	ovn_rot_stables_4	wh_main_chs_cav_chaos_knights_0	0	0		false
758503046	ovn_rot_monsters_4	wh_dlc01_chs_mon_dragon_ogre	0	0		false
758503047	ovn_rot_monsters_4	wh_dlc01_chs_mon_dragon_ogre_shaggoth	0	0		false
758503048	ovn_rot_stables_4	wh_main_nor_cav_marauder_horsemen_0	0	0		false
758503049	ovn_rot_stables_4	wh_main_nor_cav_marauder_horsemen_1	0	0		false
758503050	ovn_rot_stables_3	wh_main_chs_cav_chaos_knights_0	0	0		false
758503051	ovn_rot_stables_4	wh_main_chs_cav_chaos_chariot	0	0		false
758503052	ovn_rot_monsters_3	wh_dlc01_chs_mon_dragon_ogre	0	0		false
758503053	ovn_rot_stables_4	wh_dlc08_nor_cav_marauder_horsemasters_0	0	0		false
758503054	ovn_rot_stables_3	wh_main_chs_cav_chaos_chariot	0	0		false
758503055	ovn_rot_stables_3	wh_main_nor_cav_marauder_horsemen_0	0	0		false
758503056	ovn_rot_stables_3	wh_main_nor_cav_marauder_horsemen_1	0	0		false
758503057	ovn_rot_stables_3	wh_dlc08_nor_cav_marauder_horsemasters_0	0	0		false
758503058	ovn_rot_stables_2	wh_main_chs_cav_chaos_chariot	0	0		false
758503059	ovn_rot_stables_2	wh_main_nor_cav_marauder_horsemen_0	0	0		false
758503060	ovn_rot_stables_2	wh_main_nor_cav_marauder_horsemen_1	0	0		false
758503061	ovn_rot_stables_1	wh_main_nor_cav_marauder_horsemen_0	0	0		false
758503062	ovn_rot_monsters_4	elo_bile_trolls	0	0		false
758503063	ovn_rot_monsters_4	wh_dlc08_nor_mon_norscan_ice_trolls_0	0	0		false
758503064	ovn_rot_monsters_4	wh_dlc08_nor_mon_frost_wyrm_0	0	0		false
758503065	ovn_rot_monsters_4	wh_dlc06_chs_feral_manticore	0	0		false
758503066	ovn_rot_monsters_4	wh_main_nor_mon_chaos_trolls	0	0		false
758503067	ovn_rot_monsters_4	wh_main_nor_mon_chaos_warhounds_0	0	0		false
758503068	ovn_rot_monsters_4	wh_main_chs_mon_chaos_warhounds_1	0	0		false
758503069	ovn_rot_monsters_4	wh_main_chs_mon_chaos_warhounds_1	0	0		false
758503070	ovn_rot_monsters_3	wh_dlc06_chs_feral_manticore	0	0		false
758503071	ovn_rot_monsters_3	wh_dlc08_nor_mon_warwolves_0	0	0		false
758503072	ovn_rot_monsters_3	wh_main_nor_mon_chaos_warhounds_0	0	0		false
758503073	ovn_rot_monsters_3	wh_main_nor_mon_chaos_trolls	0	0		false
