names_tables	1
names_group	type	gender	frequency	id
445	forename	f	1	999982350
445	forename	f	1	999982351
445	forename	f	1	999982352
445	forename	f	1	999982353
445	forename	f	1	999982354
445	forename	f	1	999982355
445	forename	f	1	999982356
445	forename	f	1	999982357
445	forename	f	1	999982358
445	forename	f	1	999982359
445	forename	f	1	999982360
445	forename	f	1	999982361
445	forename	f	1	999982362
445	forename	f	1	999982363
445	forename	f	1	999982364
445	forename	f	1	999982365
445	forename	f	1	999982366
445	forename	f	1	999982367
445	forename	f	1	999982368
445	forename	m	1	999982369
445	forename	m	1	999982370
445	forename	m	1	999982371
445	forename	m	1	999982372
445	forename	m	1	999982373
445	forename	m	1	999982374
445	forename	m	1	999982375
445	forename	m	1	999982376
445	forename	m	1	999982377
445	forename	m	1	999982378
445	forename	m	1	999982379
445	forename	m	1	999982380
445	forename	m	1	999982381
445	forename	m	1	999982382
445	forename	m	1	999982383
445	forename	m	1	999982384
445	forename	m	1	999982385
445	forename	m	1	999982386
445	forename	m	1	999982387
445	forename	m	1	999982388
445	forename	m	1	999982389
445	forename	m	1	999982390
445	forename	m	1	999982391
445	forename	m	1	999982392
445	forename	m	1	999982393
445	forename	m	1	999982394
445	forename	m	1	999982395
445	forename	m	1	999982396
445	forename	m	1	999982397
445	forename	m	1	999982398
445	forename	m	1	999982399
445	forename	m	1	999982400
445	family_name	b	1	999982401
445	family_name	b	1	999982402
445	family_name	b	1	999982403
445	family_name	b	1	999982404
445	family_name	b	1	999982405
445	family_name	b	1	999982406
445	family_name	b	1	999982407
445	family_name	b	1	999982408
445	family_name	b	1	999982409
445	family_name	b	1	999982410
445	family_name	b	1	999982411
445	family_name	b	1	999982412
445	family_name	b	1	999982413
445	family_name	b	1	999982414
445	family_name	b	1	999982415
445	family_name	b	1	999982416
445	family_name	b	1	999982417
445	family_name	b	23	999982418
445	forename	f	1	999982419
445	forename	m	1	999982420
445	family_name	b	1	999982421
445	family_name	b	1	999982422
445	family_name	b	1	999982423
445	family_name	b	1	999982424
445	family_name	b	1	999982425
445	family_name	b	1	999982426
445	family_name	b	1	999982427
445	family_name	b	1	999982428
445	family_name	b	1	999982429
445	family_name	b	1	999982430
445	family_name	b	1	999982431
445	family_name	b	1	999982432
445	forename	f	1	999982433
445	forename	m	1	999982434
