Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_ovn_arb_hosp_1wh_main_sc_emp_araby	Field Hospital	true
building_chains_chain_tooltip_ovn_arb_hosp	Healing	true
building_short_description_texts_short_description_ovn_arb_hosp	The Arabyans value life and endeavour in the noble pursuit of healing and easing suffering.	true
building_culture_variants_name_ovn_arb_hosp_2wh_main_sc_emp_araby	University Hospital	true
building_chains_chain_tooltip_ovn_cd_slave	Slaves	true
building_chains_chain_tooltip_ovn_cd_work	Workshop	true
building_culture_variants_name_ovn_arb_haikkwh_main_sc_emp_araby	Palace of the Great Sultan	true
building_culture_variants_name_ovn_arb_belwh_main_sc_emp_araby	Gardens of Bel-Aliad	true
building_culture_variants_name_ovn_arb_fyruswh_main_sc_emp_araby	Great Tomb of Mullah Aklan’d	true
building_culture_variants_name_ovn_arb_Sabarwh_main_sc_emp_araby	Ivory Palace of Ka-Sabar	true
building_culture_variants_name_ovn_arb_Madrasatwh_main_sc_emp_araby	Madrasat el-Se'hr	true
building_culture_variants_name_ovn_arb_Sartosawh_main_sc_emp_araby	Fortress of Nafel Muq	true
building_culture_variants_name_ovn_arb_Magrittawh_main_sc_emp_araby	The Black-Gold Tower	true
building_culture_variants_name_ovn_arb_Twilightwh_main_sc_emp_araby	Portal of Twilight	true
building_culture_variants_name_ovn_arb_Cryptwh_main_sc_emp_araby	Crypt of Abdul ben Rachid	true
building_culture_variants_name_ovn_Citadel_of_dusk	Morvael's Sunset Citadel	true
building_chains_chain_tooltip_ovn_Citadel_of_dusk	Citadel of Dusk Landmark	true
building_short_description_texts_short_description_ovn_Citadel_of_dusk	The garrison-port was established long ago under the orders of the then Phoenix King Morvael. The looming towers still serve as a reminder of the Asur's colonial might.	true
building_chains_chain_tooltip_ovn_Clan_Fester	Skaven	false
building_short_description_texts_short_description_Clan_Fester_1	As part of the Pactsworn, the Skaven and Rotbloods combine their forces to bring ruin to their enemies.	false
building_short_description_texts_short_description_Clan_Fester_2	As the Skaven are allowed to burrow deeper and wider they bring with them the rank and file.	false
building_short_description_texts_short_description_Clan_Fester_3	As the Pactsworn bears its rotten fruits the Rottblood can now bring to bear the fiercest of Skaven. 	false
building_chains_chain_tooltip_alb_resource_wood	resource	false
