character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/Serpent_Staff				
Serpent_Staff	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	1	general_to_force_enemy_regionwide	-12.0
Serpent_Staff	wh_main_effect_military_force_winds_of_magic_starting_mod_enemy	1	general_to_force_enemy_regionwide	-15.0
Serpent_Staff	wh_main_effect_character_stat_mod_melee_attack	1	character_to_character_own	10.0
Serpent_Staff	wh_main_effect_character_stat_mod_melee_damage	1	character_to_character_own	6.0
Serpent_Staff	wh_main_effect_unit_enable_attribute_terror	1	character_to_character_own	1.0
Serpent_Staff	wh_main_effect_military_force_winds_of_magic_starting_mod	1	character_to_force_own_unseen	5.0
Black_Book_Of_Ibn_Naggazar	wh_main_effect_military_force_winds_of_magic_starting_mod	1	character_to_force_own_unseen	5.0
Black_Book_Of_Ibn_Naggazar	wh_main_effect_character_stat_mod_personal_aura_morale_effect	1	character_to_character_own	70.0
Black_Book_Of_Ibn_Naggazar	wh_main_effect_character_stat_mod_personal_aura_size	1	character_to_character_own	70.0
Black_Book_Of_Ibn_Naggazar	Black_Book_Of_Ibn_Naggazar	1	character_to_character_own	1.0
Black_Book_Of_Ibn_Naggazar	summon_djinn_fighter	1	character_to_character_own	1.0
Desert_Wind	ovn_araby_magic_prom_mr	1	general_to_force_own	6.0
Desert_Wind	ovn_araby_magic_prom_mr	2	general_to_force_own	12.0
Desert_Wind	ovn_araby_magic_prom_mr	3	general_to_force_own	20.0
Desert_Wind	ovn_araby_magic_prom_ma	1	general_to_force_own	4.0
Desert_Wind	ovn_araby_magic_prom_ma	2	general_to_force_own	6.0
Desert_Wind	ovn_araby_magic_prom_ma	3	general_to_force_own	8.0
unyeilding_stride	wh_main_effect_force_unit_stat_fatigue_resistance_large	1	general_to_force_own	-15.0
Sand_Dwellers	wh2_main_effect_force_unit_stat_melee_attack_in_desert_terrain	1	general_to_force_own	3.0
Sand_Dwellers	wh2_main_effect_force_unit_stat_melee_attack_in_desert_terrain	2	general_to_force_own	6.0
Sand_Dwellers	wh2_main_effect_force_unit_stat_melee_attack_in_desert_terrain	3	general_to_force_own	9.0
Sand_Dwellers	wh_main_effect_force_army_battle_movement_speed	1	general_to_force_own	4.0
Sand_Dwellers	wh_main_effect_force_army_battle_movement_speed	2	general_to_force_own	6.0
Sand_Dwellers	wh_main_effect_force_army_battle_movement_speed	3	general_to_force_own	8.0
Sand_Dwellers	ovn_araby_elephant_scor_mor	1	general_to_force_own	4.0
Sand_Dwellers	ovn_araby_elephant_scor_mor	2	general_to_force_own	6.0
Sand_Dwellers	ovn_araby_elephant_scor_mor	3	general_to_force_own	8.0
Friend_Of_Evil	wh_main_effect_military_force_winds_of_magic_starting_mod	1	character_to_force_own_unseen	5.0
Friend_Of_Evil	wh2_main_effect_agent_action_passive_spread_corruption_buff_chs	1	character_to_character_own	1.0
Friend_Of_Evil	wh2_dlc11_culture_diplomacy_choas	1	faction_to_faction_own_unseen	20.0
