ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/Dread_King			
Soulreaper	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12.0
Soulreaper	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	10.0
Soulreaper	Summon_Black_Grail_Kinghts	character_to_character_own	1.0
elo_hand_punished_one	elo_hand_punished_one	character_to_character_own	1.0
elo_hand_punished_one	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10.0
elo_hand_punished_one	wh2_main_effect_armour_piercing_damage	character_to_character_own	50.0
elo_hungering_blade	elo_hungering_blade	character_to_character_own	1.0
elo_hungering_blade	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10.0
elo_hungering_blade	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	20.0
elo_hungering_blade	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0
