group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_fimir		
Default_land_monster	ovn_zoat	25
Default_land_monster	ovn_fenbeast	18
Default_land_monster	ovn_fenhulk	25
Default_land_harasser	wh_main_nor_cav_marauder_horsemen_0_no_garrison	1
Default_land_infantry_melee	wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	15
Default_land_infantry_melee	wh_main_chs_inf_chaos_warriors_1_no_garrison	15
Default_land_infantry_melee	wh_dlc01_chs_inf_forsaken_0_no_garrison	15
Default_land_infantry_melee	elo_albion_warriors_no_garrison	3
Default_land_infantry_spearmen	elo_albion_warriors_spears_no_garrison	3
Default_land_harasser	albion_riders_javelins_no_garrison	7
Default_land_support	ovn_finmor_belakor	20
Default_land_infantry_melee	kho_bloodletter	25
Default_land_infantry_melee	Great_Deamon1_unit	10
Default_land_magic	belakor	10
Default_land_support	ovn_mon_harpies	5
Default_land_infantry_melee	wh_main_chs_inf_chaos_marauders_0_belakor_garrison	1
Default_land_infantry_missile	ovn_fim_mon_javelin_0_belakor_garrison	1
Default_land_infantry_melee	ovn_boglar	1
Default_land_infantry_melee	ovn_boglar_no_garrison	1
Default_land_infantry_melee	ovn_shearl	10
Default_land_infantry_melee	ovn_shearl_no_garrison	10
Default_land_infantry_missile	ovn_fim_mon_javelin_0	5
Default_land_infantry_missile	ovn_fim_mon_javelin_0_belakor_garrison	5
Default_land_infantry_melee	ovn_fimir_warriors	15
Default_land_infantry_melee	ovn_fimir_warriors_great_weapons	15
Default_land_support	ovn_death_quest	5
Default_land_support	ovn_killing_eye	5
Default_land_support	ovn_fianna_fimm	15
Default_land_support	ovn_fimm	20
Default_land_support	ovn_gharnus_demon	25
Default_land_monster	ovn_mistmor	15
Default_land_monster	ovn_marsh_hounds	5
Default_land_magic	ovn_finmor	10
Default_land_support	ovn_fim_mon_caster_0	5
Default_land_cavalry_melee	ovn_fim_cav_bog_beast_riders_0	20
Default_land_magic	wh_dlc08_nor_cha_fimir_balefiend_death	10
Default_land_magic	wh_dlc08_nor_cha_fimir_balefiend_beast	10
Default_land_magic	ovn_fimir_dirach_fire	10
Default_land_magic	ovn_fimir_dirach_shadow	10
Default_land_magic	ovn_fimir_dirach_beast	10
Default_land_magic	ovn_fimir_dirach_death	10
Default_land_cavalry_melee	ovn_nuckelavee	15
Default_land_monster	ovn_daemonomaniac	25
Default_land_infantry_melee	ovn_swamp_daemons	15
Default_land_support	ovn_eye_oculus	20
Default_land_monster	ovn_moor_hounds_ror	5
Default_land_monster	ovn_daemonomaniac_ror	30
Default_land_cavalry_melee	ovn_marsh_hornets_ror	25
