land_units_to_unit_abilites_junctions_tables	0
ability	land_unit
wh_main_character_abilities_undeath_resurgent	elo_liche_general
wh_main_character_passive_master_of_the_dead	elo_liche_general
wh2_dlc09_lord_passive_the_curse	elo_liche_general
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general
wh_main_character_abilities_undeath_resurgent	elo_liche_general_barded_steed
wh_main_character_passive_master_of_the_dead	elo_liche_general_barded_steed
wh2_dlc09_lord_passive_the_curse	elo_liche_general_barded_steed
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_barded_steed
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_barded_steed
wh_main_character_abilities_undeath_resurgent	elo_liche_general_chariot
wh_main_character_passive_master_of_the_dead	elo_liche_general_chariot
wh2_dlc09_lord_passive_the_curse	elo_liche_general_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_chariot
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_chariot
wh_main_character_abilities_undeath_resurgent	elo_liche_general_warsphinx
wh_main_character_passive_master_of_the_dead	elo_liche_general_warsphinx
wh2_dlc09_lord_passive_the_curse	elo_liche_general_warsphinx
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_warsphinx
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_warsphinx
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_tomb_guardian_archers
wh2_dlc09_unit_passive_unstable_sand	elo_tomb_guardian_archers
wh2_dlc09_faction_passive_realm_of_souls_tier_1	elo_tomb_guardian_archers
wh2_dlc09_faction_passive_realm_of_souls_tier_2	elo_tomb_guardian_archers
wh2_dlc09_faction_passive_realm_of_souls_tier_3	elo_tomb_guardian_archers
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_tomb_guardian_2h_waepons_summoned
wh2_dlc09_unit_passive_unstable_sand	elo_tomb_guardian_2h_waepons_summoned
wh_dlc04_unit_passive_unbinding_grave_guard	elo_tomb_guardian_2h_waepons_summoned
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_tomb_guardian_spears_summoned
wh2_dlc09_unit_passive_unstable_sand	elo_tomb_guardian_spears_summoned
wh_dlc04_unit_passive_unbinding_grave_guard	elo_tomb_guardian_spears_summoned
elo_liche_call_the_legions	elo_liche_general
elo_liche_call_the_legions	elo_liche_general_barded_steed
elo_liche_call_the_legions	elo_liche_general_chariot
elo_liche_call_the_legions	elo_liche_general_warsphinx
wh_main_character_abilities_arcane_conduit	elo_liche_general
wh_main_character_abilities_arcane_conduit	elo_liche_general_barded_steed
wh_main_character_abilities_arcane_conduit	elo_liche_general_chariot
wh_main_character_abilities_arcane_conduit	elo_liche_general_warsphinx
wh_main_unit_passive_unstable_mark_ii	Dread_King
