character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/elo_morrigan				
morrigan_innate	wh2_dlc11_enable_immortal_hidden	1	character_to_character_own	1.0
morrigan_innate	wh_main_effect_force_army_battle_enemy_unit_morale	1	character_to_force_enemy_provincewide	-6.0
morrigan_innate	wh_main_effect_force_all_campaign_post_battle_loot_mod	1	character_to_character_own	20.0
morrigan_innate	wh_main_effect_agent_movement_range_mod	1	character_to_character_own	15.0
morrigan_flock_leech_dummy	wh_dlc03_effect_magic_beasts_enable_flock_of_doom	1	character_to_character_own	1.0
morrigan_flock_leech_dummy	wh_main_effect_magic_death_enable_spirit_leech	1	character_to_character_own	1.0
morrigan_raven_skill	wh_dlc05_effect_enable_mount_great_eagle	1	character_to_character_own	1.0
morrigan_wings_bound	enable_truth_wings_fate_bound	1	character_to_character_own	1.0
morrigan_darkened_skies	enable_darkened_skies	1	character_to_character_own	1.0
morrigan_omen_of_victory	enable_omen_of_doom	1	character_to_character_own	1.0
morrigan_omen_of_victory	enable_omen_of_war	1	character_to_character_own	1.0
morrigan_mage	wh_main_effect_character_stat_mod_miscast_chance	1	character_to_character_own	-10.0
morrigan_mage	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	1	character_to_force_own_unseen	15.0
morrigan_magical_being	wh_main_effect_character_wound_recovery_time_mod	1	character_to_character_own	-5.0
morrigan_magical_being	enable_murder_of_crows	1	character_to_character_own	1.0
morrigan_maidens	enable_berserk_sword	1	general_to_force_own	1.0
morrigan_maidens	enable_hawkish_hunter	1	general_to_force_own	1.0
morrigan_maidens	elo_maidens_res	1	general_to_force_own	20.0
morrigan_maidens	elo_maidens_xp	1	general_to_force_own	4.0
morrigan_maidens	elo_maidens_speed	1	general_to_force_own	15.0
morrigan_unleashed	wh2_dlc14_effect_magic_cost_all_lores	1	faction_to_character_own	-2.0
morrigan_unleashed	wh2_dlc12_effect_magic_cooldown_all_lores	1	character_to_character_own	-20.0
morrigan_unleashed	enable_murder_of_crows_upgraded	1	character_to_character_own	1.0
morrigan_unleashed	disable_murder_of_crows	1	character_to_character_own	1.0
