Loc PackedFile	1
key	text	tooltip
land_units_onscreen_name_ovn_hef_cav_ellyrian_reavers_shore	Shore Riders	true
land_units_onscreen_name_ovn_hef_inf_archers_sea	Sea Company	true
land_units_onscreen_name_ovn_hef_inf_archers_fire	Fire Company	true
land_units_onscreen_name_ovn_hef_inf_archers_wind	Wind Company	true
land_units_onscreen_name_ovn_hef_inf_spearmen_falcon	Bright Falcon Company	true
land_units_onscreen_name_ovn_hef_inf_spearmen_sapphire	Sapphire Company	true
unit_description_short_texts_text_ovn_hef_cav_ellyrian_reavers_shore	They have much experience charging from the beachhead and flanking enemy positions on the shoreline.	true
unit_description_short_texts_text_ovn_hef_inf_archers_sea	Marines of a thousand voyages, they have learnt much from the sea including its mortal poisons.	true
unit_description_short_texts_text_ovn_hef_inf_archers_fire	These Marines have found fire, works just as well against warriors as it does against enemy ships.	true
unit_description_short_texts_text_ovn_hef_inf_archers_wind	Only Shadow Warriors and the Sisters of Averlorn are considered their betters, though this is not always been proven to be true.	true
unit_description_short_texts_text_ovn_hef_inf_spearmen_falcon	Only the greatest of Asuryan spearmen may join the company of the Bright Falcon.	true
unit_description_short_texts_text_ovn_hef_inf_spearmen_sapphire	Former Lothern Sea Guards, their skill was unsurpassed with a spear and handpicked to join this illustrious company.	true
land_units_onscreen_name_ovn_boglar	Boglars	true
unit_description_short_texts_text_ovn_boglar	Boglars made a pact with the cyclopean creatures and now they fight side by side, why the Fimir would make deals with such puny creatures is a mystery.	true
land_units_onscreen_name_ovn_zoat	Glacial Dragon Ogre	true
unit_description_short_texts_text_ovn_zoat	Dragon Ogres are incredibly ancient and very powerful creatures, some chose to reside in the frostbitten glaciers of Norsca until their Dark master beckon them forth.	true
land_units_onscreen_name_ovn_finmor	Finmor	true
unit_description_short_texts_text_ovn_finmor	The Finmor usually command small bands of Shearls or just use them as slaves in their communities.	true
land_units_onscreen_name_ovn_finmor_belakor	Followers of Be'lakor (Finmor)	true
unit_description_short_texts_text_ovn_finmor_belakor	Devoted to the Dark Master Be'Lakor, these fanatics worship their god blindly.	true
land_units_onscreen_name_wh_dlc08_nor_cha_fimir_balefiend_beast	Fimir Balefiend (Beasts)	true
land_units_onscreen_name_wh_dlc08_nor_cha_fimir_balefiend_death	Fimir Balefiend (Death)	true
agent_subtypes_onscreen_name_override_wh_dlc08_nor_cha_fimir_balefiend_beast	Fimir Balefiend (Beasts)	true
