unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/elo_fimir_lord					
			ovn_shearl	first_wave	false
			ovn_death_quest	first_wave	false
			ovn_boglar	first_wave	false
			ovn_fianna_fimm	swamp_warriors	false
			ovn_fimm	swamp_warriors	false
			wh_dlc08_nor_mon_fimir_0	swamp_warriors	false
			wh_dlc08_nor_mon_fimir_1	swamp_warriors	false
			ovn_finmor	swamp_warriors	false
			ovn_finmor_belakor	swamp_warriors	false
			wh_pro04_nor_mon_fimir_ror_0	swamp_warriors	false
			ovn_zoat	fimir_rushers	false
			wh_main_chs_mon_chaos_warhounds_0	fimir_rushers	false
			wh_main_chs_mon_chaos_warhounds_1	fimir_rushers	false
			ovn_fim_cav_bog_beast_riders_0	fimir_rushers	false
			ovn_mistmor	fimir_giants_fen	false
			albion_fenhulk	fimir_giants_fen	false
			wh_main_chs_mon_giant	fimir_giants_fen	false
			elo_fenbeast	fimir_bog_monsters	false
			elo_river_trolls	fimir_bog_monsters	false
			wh_main_chs_mon_trolls	fimir_bog_monsters	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	fimir_bog_monsters	false
			ovn_shearl	fimir_r7_warriors	false
			ovn_death_quest	fimir_r7_warriors	false
			ovn_boglar	fimir_r7_warriors	false
			ovn_finmor	fimir_r7_warriors	false
			ovn_finmor_belakor	fimir_r7_warriors	false
			ovn_fianna_fimm	fimir_r7_warriors	false
			ovn_fimm	fimir_r7_warriors	false
			wh_dlc08_nor_mon_fimir_0	fimir_r7_warriors	false
			wh_dlc08_nor_mon_fimir_1	fimir_r7_warriors	false
			wh_pro04_nor_mon_fimir_ror_0	fimir_r7_warriors	false
			ovn_zoat	fimir_r7_fast	false
			wh_main_chs_mon_chaos_warhounds_0	fimir_r7_fast	false
			wh_main_chs_mon_chaos_warhounds_1	fimir_r7_fast	false
			ovn_fim_cav_bog_beast_riders_0	fimir_r7_fast	false
			ovn_mistmor	fimir_r7_giants	false
			albion_fenhulk	fimir_r7_giants	false
			wh_main_chs_mon_giant	fimir_r7_giants	false
			elo_fenbeast	fimir_r7_auxillaries	false
			elo_river_trolls	fimir_r7_auxillaries	false
			wh_main_chs_mon_trolls	fimir_r7_auxillaries	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	fimir_r7_auxillaries	false
			ovn_shearl	fimir_slaves	false
			ovn_boglar	fimir_slaves	false
			ovn_fianna_fimm	fimir_warrior_caste	false
			ovn_fimm	fimir_warrior_caste	false
			wh_dlc08_nor_mon_fimir_0	fimir_warrior_caste	false
			wh_dlc08_nor_mon_fimir_1	fimir_warrior_caste	false
			wh_pro04_nor_mon_fimir_ror_0	fimir_warrior_caste	false
			ovn_zoat	fimir_untamed_monsters	false
			wh_main_chs_mon_giant	fimir_untamed_monsters	false
			elo_river_trolls	fimir_untamed_monsters	false
			wh_main_chs_mon_trolls	fimir_untamed_monsters	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	fimir_untamed_monsters	false
			ovn_fim_cav_bog_beast_riders_0	dlc08_nor_fimirs	false
			ovn_shearl	dlc08_nor_fimirs	false
			ovn_death_quest	dlc08_nor_fimirs	false
			ovn_killing_eye	dlc08_nor_fimirs	false
			ovn_fianna_fimm	dlc08_nor_fimirs	false
			ovn_gharnus_demon	dlc08_nor_fimirs	false
			ovn_fimm	dlc08_nor_fimirs	false
			ovn_mistmor	dlc08_nor_fimirs	false
			ovn_fim_mon_caster_0	dlc08_nor_fimirs	false
			ovn_fim_mon_javelin_0	dlc08_nor_fimirs	false
			ovn_fim_cav_bog_beast_riders_0	all_units	false
			ovn_shearl	all_units	false
			ovn_death_quest	all_units	false
			ovn_killing_eye	all_units	false
			ovn_fianna_fimm	all_units	false
			ovn_gharnus_demon	all_units	false
			ovn_fimm	all_units	false
			ovn_mistmor	all_units	false
			ovn_boglar	all_units	false
			ovn_zoat	all_units	false
			ovn_fim_mon_caster_0	all_units	false
			ovn_fim_mon_javelin_0	all_units	false
			ovn_shearl	elo_fimir_shearl	false
			ovn_fim_mon_javelin_0	elo_fimir_shearl	false
			ovn_death_quest	elo_fimir_shearl	false
			ovn_fim_mon_javelin_0	elo_fimir_useful_shearls	false
			ovn_death_quest	elo_fimir_useful_shearls	false
			ovn_fim_mon_caster_0	elo_fimir_apprentices	false
			ovn_boglar	elo_low_level_swamp_dwellers	false
			wh_main_chs_mon_chaos_warhounds_0	elo_low_level_swamp_dwellers	false
			wh_main_chs_mon_chaos_warhounds_1	elo_low_level_swamp_dwellers	false
			elo_river_trolls	elo_fimir_trolls	false
			wh_main_chs_mon_trolls	elo_fimir_trolls	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	elo_fimir_trolls	false
			ovn_fim_cav_bog_beast_riders_0	elo_swamp_riders	false
			ovn_mistmor	elo_fen_big_dwellers	false
			ovn_zoat	elo_fen_big_dwellers	false
			wh_main_chs_mon_giant	elo_fen_big_dwellers	false
			ovn_boglar	elo_fen_monster_rulers	false
			wh_main_chs_mon_chaos_warhounds_0	elo_fen_monster_rulers	false
			wh_main_chs_mon_chaos_warhounds_1	elo_fen_monster_rulers	false
			elo_river_trolls	elo_fen_monster_rulers	false
			wh_main_chs_mon_trolls	elo_fen_monster_rulers	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	elo_fen_monster_rulers	false
			ovn_fim_cav_bog_beast_riders_0	elo_fen_monster_rulers	false
			ovn_zoat	elo_fen_monster_rulers	false
			wh_main_chs_mon_giant	elo_fen_monster_rulers	false
			wh_dlc08_nor_cha_fimir_balefiend_fire_0	elo_fen_lord_heroes	false
			wh_dlc08_nor_cha_fimir_balefiend_shadow_0	elo_fen_lord_heroes	false
			wh2_dlc15_grn_cha_river_troll_hag_0	elo_fen_lord_heroes	false
			rbt_nurgle_daemon	elo_belakor_fimir_demons	false
			kho_bloodletter	elo_belakor_fimir_demons	false
			Great_Deamon1_unit	elo_belakor_fimir_demons	false
			ovn_boglar_no_garrison	first_wave	false
			ovn_boglar_no_garrison	fimir_r7_warriors	false
			ovn_boglar_no_garrison	fimir_slaves	false
			ovn_boglar_no_garrison	all_units	false
			ovn_boglar_no_garrison	elo_low_level_swamp_dwellers	false
			ovn_boglar_no_garrison	elo_fen_monster_rulers	false
			ovn_shearl_no_garrison	first_wave	false
			ovn_shearl_no_garrison	fimir_r7_warriors	false
			ovn_shearl_no_garrison	fimir_slaves	false
			ovn_shearl_no_garrison	dlc08_nor_fimirs	false
			ovn_shearl_no_garrison	all_units	false
			ovn_shearl_no_garrison	elo_fimir_shearl	false
			wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	chs_all	false
			wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	chs_warriors_only	false
			wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	chs_warriors	false
			wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	mp_set_chs_inf_chaos_warriors_2	false
			wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	wh2_dlc11_chs_chosen_spawn_chaos_warriors	false
			wh_dlc01_chs_inf_chaos_warriors_2_no_garrison	wh2_dlc11_chs_vets_marauders_aspiring_champions_forsaken_chaos_warriors_chosen	false
			wh_main_chs_inf_chaos_warriors_1_no_garrison	chs_all	false
			wh_main_chs_inf_chaos_warriors_1_no_garrison	chs_warriors_only	false
			wh_main_chs_inf_chaos_warriors_1_no_garrison	chs_warriors	false
