unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
#main_units_tables;36;db/main_units_tables/ovn_halflings																																																	
ovn_hlf_glibfoot		-1	lord	1	false	ovn_hlf_glibfoot	1	0	775	wh_main_shp_transport	1	1	120	0	1300			275	heavy		false	false	0	2515868128	false		wh_main_vo_culture_Empire	wh2_main_lord_infantry_hybrid	wh2_main_lord_infantry_hybrid	0	true	dwf_warrior_15_degrees		true	false		5900.0	0.0	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false	
halfling_archer		-1	missile_infantry	1	false	halfling_archer	80	0	550	wh_main_shp_transport	1	1	80	0	550			125	light		false	false	0	250589001	false		wh_main_vo_culture_Empire	missile_infantry_bow	missile_infantry_bow	3	false	dwf_warrior_15_degrees		false	true		125.0	400.0	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
halfling_warfoot		1	melee_infantry	1	false	halfling_warfoot	100	1	700	wh_main_shp_transport	1	1	100	0	700			175	light		false	false	0	250589003	false		wh_main_vo_culture_Empire	infantry_sword	infantry_sword	2	false	dwf_warrior_30_degrees		false	true		500.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
halfling_cock		1	missile_infantry	1	false	halfling_cock	80	1	800	wh_main_shp_transport	1	1	80	0	800			185	light		false	false	0	250589004	false		wh_main_vo_culture_Empire	missile_infantry_bow	missile_infantry_bow	3	false	dwf_warrior_15_degrees		false	true		125.0	375.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
sr_ogre		-1	monstrous_infantry	1	false	sr_ogre	24	0	550	wh_main_shp_transport	1	1	16	0	550			137	very_heavy		false	false	0	250589005	false		wh2_twa05_vo_culture_OgreMercs	wh2_twa05_ogr_monstrous	wh2_twa05_ogr_monstrous	2	false	ogre_infantry		false	true		550.0	0.0	true	vo_culture_None	false	wh2_twa05_vo_actor_OgreMercs	0	true	true	6	false	false	
wh_main_dwf_veh_dwarf_tank		1	chariot	3	false	wh_main_dwf_veh_dwarf_tank_driver	1	1	1950	wh_main_shp_transport	1	1	1	0	1950			425	heavy		false	false	0	250589006	false		wh_main_vo_culture_Empire	emp_steam_tank	emp_steam_tank	5	true	emp_steam_tank		true	true		660.0	1540.0	true	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false	
halfling_spear		-1	melee_infantry	1	false	halfling_spear	100	0	250	wh_main_shp_transport	1	1	100	0	250			62	light		false	false	0	230689000	false		wh_main_vo_culture_Empire	infantry_spear	infantry_spear	1	false	dwf_warrior_15_degrees		false	true		225.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
halfling_cook		-1	melee_infantry	1	false	halfling_cook	48	0	600	wh_main_shp_transport	1	1	48	0	600			140	light		false	false	0	230688999	false		wh_main_vo_culture_Empire	infantry_axe	infantry_axe	4	false	dwf_warrior_30_degrees		false	true		750.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false	
halfling_thief		-1	melee_infantry	1	false	halfling_thief	80	0	440	wh_main_shp_transport	1	1	80	0	440			100	light		false	false	0	230688998	false		wh_main_vo_culture_Empire	infantry_sword	infantry_sword	2	false	dwf_warrior_30_degrees		false	true		440.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
sr_ogre_ror		1	monstrous_infantry	1	false	sr_ogre_ror	26	1	1200	wh_main_shp_transport	1	1	26	0	1200			225	heavy		false	false	0	230688997	false		wh2_twa05_vo_culture_OgreMercs	wh2_twa05_ogr_monstrous	wh2_twa05_ogr_monstrous	3	true	ogre_infantry		false	true		600.0	0.0	true	vo_culture_None	true	wh2_twa05_vo_actor_OgreMercs	0	true	true	2	false	false	
halfling_cook_ror		1	melee_infantry	1	false	halfling_cook_ror	40	1	850	wh_main_shp_transport	1	1	40	0	850			150	light		false	false	0	230688996	false		wh_main_vo_culture_Empire	infantry_axe	infantry_axe	4	false	dwf_warrior_30_degrees		false	true		750.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false	
halfling_militia		-1	melee_infantry	1	false	halfling_militia	100	0	250	wh_main_shp_transport	1	1	100	0	250			62	light		false	false	0	230688997	false		wh_main_vo_culture_Empire	vmp_crypt_ghouls	vmp_crypt_ghouls	1	false	dwf_warrior_15_degrees		false	true		225.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false	
half_pig		-1	monstrous_cavalry	1	false	half_pig	60	0	425	wh_main_shp_transport	1	1	60	0	425			110	heavy		false	false	0	1414541	false		wh_dlc03_vo_culture_Boar	wh_dlc03_bst_razorgor	wh_dlc03_bst_razorgor	1	false	bst_razorgor_herd		false	true		425.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
