id	names_group	type	gender	frequency
#names_tables;1;db/names_tables/ovn_names				
999982307	117	forename	m	0
999982308	444	forename	m	0
999982309	89	forename	m	0
999982310	180	forename	f	1
999982311	180	forename	f	1
999982312	180	forename	f	1
999982313	180	forename	f	1
999982314	445	forename	f	0
999982315	88	forename	f	0
999982316	111	forename	m	0
999982306	565429470	forename	m	0
999982317	98	forename	m	0
999982318	444	forename	m	0
999982294	98	forename	m	0
999982319	445	forename	m	0
999982320	89	forename	m	0
