unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
#main_units_tables;36;db/main_units_tables/ovn_albion																																																	
elo_albion_barghest		-1	war_beast	1	false	elo_albion_barghest	48	0	750	wh_main_shp_transport	1	1	48	0	750			180	medium		false	false	0	787880038	true		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	war_beast	3	false	vamp_dire_wolf		false	true		750.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
ovn_alb_inf_stone_throw_giant		-1	missile_infantry	2	false	ovn_alb_inf_stone_throw_giant	1	0	1750	wh_main_shp_transport	1	1	1	0	1750			425	very_heavy		false	false	0	52474513123	true		wh_main_vo_culture_Giant	wh_dlc03_bst_cygor	wh_dlc03_bst_cygor	5	true	bst_cygor		true	false		800.0	800.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	2	false	false	
elo_fenbeast		-1	monstrous_infantry	2	false	elo_fenbeast	16	0	1350	wh_main_shp_transport	1	1	16	0	1350			275	very_heavy		false	false	0	787878001	false		wh_dlc03_vo_culture_Spawn	ovn_fenbeasts	ovn_fenbeasts	4	true	chaos_spawn		false	true		1100.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	6	false	false	
elo_albion_cha_queen		-1	lord	1	false	elo_albion_cha_queen	1	0	950	wh_main_shp_transport	1	1	1	0	1000			250	heavy		false	false	0	787878002	false		wh2_main_vo_culture_Dark_Elves	lord_infantry_sword	lord_infantry_sword	0	true	emp_general_foot		true	false		1000.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_DreadlordFemale	0	true	false	0	false	false	
elo_albion_warriors		-1	melee_infantry	1	false	elo_albion_warriors	120	0	375	wh_main_shp_transport	1	1	120	0	375			95	medium		false	false	0	787878003	false		wh_main_vo_culture_Bretonnian	infantry_sword	infantry_sword	1	false	chaos_warrior_15_degrees		false	true		450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
elo_albion_warriors_spears		-1	melee_infantry	1	false	elo_albion_warriors_spears	120	0	375	wh_main_shp_transport	1	1	120	0	375			95	medium		false	false	0	787878011	false		wh_main_vo_culture_Bretonnian	infantry_spear	infantry_spear	1	false	chaos_warrior_45_degrees		false	true		450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
elo_albion_warriors_2h		-1	melee_infantry	1	false	elo_albion_warriors_2h	120	0	500	wh_main_shp_transport	1	1	120	0	500			110	medium		false	false	0	787878012	false		wh_main_vo_culture_Bretonnian	infantry_axe_great	infantry_axe_great	2	false	chaos_warrior_30_degrees		false	true		550.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder_Javelin	0	true	false	6	false	false	
elo_youngbloods		-1	missile_infantry	1	false	elo_youngbloods	100	0	500	wh_main_shp_transport	1	1	100	0	500			125	medium		false	false	0	787878004	false		wh_main_vo_culture_Bretonnian	wh_dlc08_nor_hunters_javelin	wh_dlc08_nor_hunters_javelin	2	false	chaos_warrior_30_degrees		false	true		100.0	350.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder_Javelin	0	true	false	6	false	false	
elo_woadraider		-1	melee_infantry	1	false	elo_woadraider	100	0	600	wh_main_shp_transport	1	1	100	0	650			160	medium		false	false	0	787878005	false		wh_main_vo_culture_Bretonnian	wh2_main_infantry_dual_swords	wh2_main_infantry_dual_swords	2	false	chaos_warrior_30_degrees		false	true		650.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
elo_bloodhounds		-1	war_beast	1	false	elo_bloodhounds	80	0	350	wh_main_shp_transport	1	1	80	0	350			70	heavy		false	false	0	787878006	false		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	war_beast	1	false	vamp_dire_wolf		false	true		350.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
albion_giant		-1	monster	3	false	albion_giant	1	0	1600	wh_main_shp_transport	1	1	1	0	1600			350	very_heavy		false	false	0	787878007	false		wh_main_vo_culture_Giant	giant	giant	5	true	grn_giant		true	false		1650.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false	
druid_neophytes		-1	melee_infantry	1	false	druid_neophytes	60	0	700	wh_main_shp_transport	1	1	60	0	700			130	medium		false	false	0	787878008	false		wh_main_vo_culture_Bretonnian	ovn_druids	ovn_druids	1	false	chaos_warrior_15_degrees		false	true		550.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
albion_stonethrower		-1	warmachine	1	false	albion_stonethrower	44	0	600	wh_main_shp_transport	1	1	44	0	600			150	heavy		false	false	0	787878009	false		wh_main_vo_culture_Bretonnian	catapult	catapult	2	false	grn_goblin_15_degrees		false	true		60.0	540.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false	
albion_huntresses		-1	missile_infantry	1	false	albion_huntresses	90	0	700	wh_main_shp_transport	1	1	90	0	725			138	light		false	false	0	787878010	false		wh_dlc05_vo_culture_Wood_Elves	missile_infantry_bow	missile_infantry_bow	1	false	emp_soldier_15_degrees		false	true		100.0	600.0	false	vo_culture_None	false	wh_dlc05_vo_actor_Wood_Elves_Female_Units	0	true	false	6	false	false	
albion_riders		-1	melee_cavalry	1	false	albion_riders	60	0	500	wh_main_shp_transport	1	1	60	0	500			120	medium		false	false	0	787878013	false		wh_main_vo_culture_Bretonnian	shock_cavalry	shock_cavalry	2	false	emp_reiksguard		false	true		500.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	6	false	false	
albion_riders_javelins		-1	missile_cavalry	1	false	albion_riders_javelins	60	0	525	wh_main_shp_transport	1	1	60	0	525			130	medium		false	false	0	787878014	false		wh_main_vo_culture_Bretonnian	missile_cavalry_javelin	missile_cavalry_javelin	1	false	emp_reiksguard		false	true		100.0	400.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	5	false	false	
albion_hearthguard		-1	melee_infantry	1	false	albion_hearthguard	100	0	900	wh_main_shp_transport	1	1	100	0	900			230	heavy		false	false	0	787878015	false		wh_main_vo_culture_Bretonnian	infantry_sword	infantry_sword	3	false	chaos_warrior_30_degrees		false	true		900.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
albion_hearthguard_halberd		-1	melee_infantry	1	false	albion_hearthguard_halberd	100	0	1050	wh_main_shp_transport	1	1	100	0	1050			245	heavy		false	false	0	787878016	false		wh_main_vo_culture_Bretonnian	infantry_spear_halberd	infantry_spear_halberd	3	false	chaos_warrior_30_degrees		false	true		1050.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
albion_hearthguard_2h		-1	melee_infantry	1	false	albion_hearthguard_2h	100	0	1100	wh_main_shp_transport	1	1	100	0	1100			245	heavy		false	false	0	787878017	false		wh_main_vo_culture_Bretonnian	infantry_sword_great	infantry_sword_great	3	false	emp_soldier_30_degrees		false	true		1150.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false	
albion_swordmaiden		-1	melee_infantry	1	false	albion_swordmaiden	80	0	950	wh_main_shp_transport	1	1	80	0	950			280	light		false	false	0	787878018	false		wh2_main_vo_culture_Dark_Elves	infantry_sword	infantry_sword	4	false	emp_soldier_15_degrees		false	true		1000.0	0.0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Sisters_of_Slaughter	0	true	false	6	false	false	
albion_chariot		-1	chariot	1	false	albion_chariot	8	0	850	wh_main_shp_transport	1	1	12	0	850			205	very_heavy		false	false	0	787878019	false		wh_main_vo_culture_Bretonnian	chariot	chariot	2	true	default		false	true	composite_scene\porthole\chaos_chariot_porthole_01.csc	800.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	6	false	false	
albion_truthsayer_beast		-1	lord	1	false	albion_truthsayer_beast	1	0	450	wh_main_shp_transport	1	1	1	0	1000			300	heavy		false	false	0	787878020	false		wh_main_vo_culture_Empire	lord_wizard_beasts	lord_wizard_beasts	0	true	default		true	false		450.0	0.0	false	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	1	false	false	
albion_truthsayer_beast_horse		-1	lord	1	false	albion_truthsayer_beast_horse	1	0	650	wh_main_shp_transport	1	1	1	0	1100			300	heavy		false	false	0	787878021	false		wh_main_vo_culture_Empire	lord_wizard_beasts	lord_wizard_beasts	0	true	default	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550.0	0.0	false	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	1	false	false	
albion_truthsayer_life		-1	lord	1	false	albion_truthsayer_life	1	0	450	wh_main_shp_transport	1	1	1	0	1000			300	heavy		false	false	0	787878022	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	0	true	default		true	false		450.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	1	false	false	
albion_truthsayer_life_horse		-1	lord	1	false	albion_truthsayer_life_horse	1	0	650	wh_main_shp_transport	1	1	1	0	1100			300	heavy		false	false	0	787878023	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	0	true	default	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	1	false	false	
albion_truthsayer_light		-1	lord	1	false	albion_truthsayer_light	1	0	450	wh_main_shp_transport	1	1	1	0	1000			300	heavy		false	false	0	787878021	false		wh_main_vo_culture_Empire	lord_wizard_light	lord_wizard_light	0	true	default		true	false		450.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_LightWizard	0	true	false	1	false	false	
albion_truthsayer_light_horse		-1	lord	1	false	albion_truthsayer_light_horse	1	0	650	wh_main_shp_transport	1	1	1	0	1100			300	heavy		false	false	0	787878023	false		wh_main_vo_culture_Empire	lord_wizard_light	lord_wizard_light	0	true	default	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_LightWizard	0	true	false	1	false	false	
albion_truthsayer_truth		-1	lord	1	false	albion_truthsayer_truth	1	0	450	wh_main_shp_transport	1	1	1	0	1000			300	heavy		false	false	0	787878024	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	0	true	default		true	false		450.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	1	false	false	
albion_truthsayer_truth_horse		-1	lord	1	false	albion_truthsayer_truth_horse	1	0	650	wh_main_shp_transport	1	1	1	0	1100			300	heavy		false	false	0	787878025	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	0	true	default	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	true	false	1	false	false	
albion_centaurs		-1	melee_cavalry	2	false	albion_centaurs	60	0	1000	wh_main_shp_transport	1	1	60	0	1000			250	heavy		false	false	0	787878026	false		wh_dlc03_vo_culture_Beastmen	ovn_centaur_great_weapons	ovn_centaur_great_weapons	4	false	bst_centigor_40_degrees		false	true		1050.0	0.0	false	vo_culture_None	false	wh_dlc03_vo_actor_Beastmen_Gor	0	true	false	6	false	false	
albion_fenhulk		-1	monster	3	false	albion_fenhulk	1	0	2150	wh_main_shp_transport	1	1	1	0	2150			500	very_heavy		false	false	0	787878027	false		wh_dlc03_vo_culture_Spawn	monster_generic	monster_generic	5	true	chaos_spawn		true	false		2150.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false	
albion_warleader		-1	lord	1	false	albion_warleader	1	0	650	wh_main_shp_transport	1	1	1	0	650			200	heavy		false	false	0	787878028	false		wh_dlc08_vo_culture_Norsca	lord_infantry_sword	lord_infantry_sword	0	true	chaos_lord		true	false		650.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false	
albion_warleader_horse		-1	lord	1	false	albion_warleader_horse	1	0	850	wh_main_shp_transport	1	1	1	0	850			220	heavy		false	false	0	787878029	false		wh_main_vo_culture_Bretonnian	lord_cavalry	lord_cavalry	0	true	chaos_lord	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		850.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false	
albion_warleader_chariot		-1	lord	1	false	albion_warleader_chariot	2	0	1100	wh_main_shp_transport	1	1	2	0	1100			290	heavy		false	false	0	787878030	false		wh_main_vo_culture_Bretonnian	lord_chariot	lord_chariot	0	true	chaos_lord	albion_warhorse_chariot	true	false		1100.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false	
albion_chief		-1	hero	1	false	albion_chief	1	0	450	wh_main_shp_transport	1	1	1	0	450			200	medium		false	false	0	787878031	false		wh_main_vo_culture_Bretonnian	chs_exalted_hero	chs_exalted_hero	0	true	chaos_lord		true	false		450.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	2	false	false	
albion_chief_horse		-1	hero	1	false	albion_chief_horse	1	0	650	wh_main_shp_transport	1	1	1	0	650			220	medium		false	false	0	787878032	false		wh_main_vo_culture_Bretonnian	chs_exalted_hero_cavalry	chs_exalted_hero_cavalry	0	true	chaos_lord	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		650.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	2	false	false	
albion_chief_chariot		-1	hero	1	false	albion_chief_chariot	2	0	950	wh_main_shp_transport	1	1	2	0	950			290	heavy		false	false	0	787878033	false		wh_main_vo_culture_Bretonnian	chs_exalted_hero_cavalry	chs_exalted_hero_cavalry	0	true	chaos_lord	wh_dlc08_cam_mnt_nor_marauder_chariot	true	false		950.0	0.0	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	2	false	false	
albion_morrigan		1	lord	1	false	albion_morrigan	1	0	750	wh_main_shp_transport	1	1	1	0	1200			300	heavy		false	false	0	787878034	false		wh2_main_vo_culture_Dark_Elves	wh2_main_lord_wizard_dark	wh2_main_lord_wizard_dark	0	true	emp_general_foot		true	false		750.0	0.0	false	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false	
albion_morrigan_bird		1	lord	1	false	albion_morrigan_bird	1	0	1300	wh_main_shp_transport	1	1	1	0	1300			300	heavy		false	false	0	787878035	false		wh2_main_vo_culture_Dark_Elves	wh2_main_lord_wizard_dark	wh2_main_lord_wizard_dark	0	true	wef_spellsinger	wh_dlc05_cam_mnt_wef_great_eagle	true	false		750.0	0.0	false	vo_culture_None	true	wh2_dlc10_vo_actor_Dark_Elves_Supreme_Sorceress	0	true	false	0	false	false	
albion_half_giants		-1	monstrous_infantry	2	false	albion_half_giants	12	0	800	wh_main_shp_transport	1	1	12	0	800			215	heavy		false	false	0	787878036	false		wh_main_vo_culture_Bretonnian	monstrous_infantry	monstrous_infantry	3	true	chaos_warrior_30_degrees		false	true		800.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
albion_wyrd_druid		-1	hero	1	false	albion_wyrd_druid	1	0	400	wh_main_shp_transport	1	1	1	0	400			250	heavy		false	false	0	787878037	false		wh_main_vo_culture_Bretonnian	wizard_beasts	wizard_beasts	0	true	chaos_lord		true	false		700.0	0.0	false	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	0	false	false	
albion_wyrd_druid_horse		-1	hero	1	false	albion_wyrd_druid_horse	1	0	600	wh_main_shp_transport	1	1	1	0	600			250	heavy		false	false	0	787878038	false		wh_main_vo_culture_Bretonnian	wizard_beasts_cavalry	wizard_beasts_cavalry	0	true	chaos_lord	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		700.0	0.0	false	vo_culture_None	true	vo_actor_Empire_dlc03_AmberWizard	0	true	false	0	false	false	
alb_cav_noble		-1	melee_cavalry	2	false	alb_cav_noble	60	0	800	wh_main_shp_transport	1	1	60	0	800			215	heavy		false	false	0	474587	false		wh_main_vo_culture_Bretonnian	cavalry	cavalry	3	false	emp_reiksguard		false	true		1450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	6	false	false	
alb_cav_noble_spear		-1	melee_cavalry	2	false	alb_cav_noble_spear	60	0	900	wh_main_shp_transport	1	1	60	0	900			260	heavy		false	false	0	457814	false		wh_main_vo_culture_Bretonnian	shock_cavalry	shock_cavalry	3	false	emp_reiksguard		false	true		1600.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	6	false	false	
alb_viridian_champ		-1	melee_infantry	2	false	alb_viridian_champ	48	0	1400	wh_main_shp_transport	1	1	48	0	1400			320	heavy		false	false	0	484547	false		wh_dlc05_vo_culture_Dryad	infantry_axe_great	infantry_axe_great	4	false	chaos_warrior_45_degrees		false	true		1500.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_group_sound	0	true	false	6	false	false	
albion_riders_spear		-1	melee_cavalry	1	false	albion_riders_spear	60	0	525	wh_main_shp_transport	1	1	60	0	525			130	medium		false	false	0	787878013	false		wh_main_vo_culture_Bretonnian	shock_cavalry	shock_cavalry	1	false	emp_reiksguard		false	true		500.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	6	false	false	
elo_albion_gryphon		-1	monster	1	false	elo_albion_gryphon	1	0	800	wh_main_shp_transport	1	1	1	0	800			200	heavy		false	false	0	164842840	true		wh_main_vo_culture_Eagle	wh_dlc05_wef_great_eagle	wh_dlc05_wef_great_eagle	4	true	bst_manticore		true	false		800.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false	
bl_elo_dural_durak		-1	lord	1	false	bl_elo_dural_durak	1	1	675	wh_main_shp_transport	1	1	1	0	1000			250	heavy		false	false	0	164842841	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	4	true	default		true	false		700.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	false	false	1	false	false	
elo_summon_fenbeasts		-1	monstrous_infantry	2	false	elo_summon_fenbeasts	16	0	0	wh_main_shp_transport	1	1	16	0	0			0	very_heavy		false	false	0	787878123	false		wh_dlc03_vo_culture_Spawn	monstrous_infantry	monstrous_infantry	4	true	chaos_spawn		false	true		1100.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	6	false	false	
bl_elo_dural_durak_horse		-1	lord	1	false	bl_elo_dural_durak_horse	1	1	875	wh_main_shp_transport	1	1	1	0	1200			300	very_heavy		false	false	0	164842842	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	4	true	default	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		900.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	false	false	1	false	false	
bl_elo_dural_durak_chariot		-1	lord	1	false	bl_elo_dural_durak_chariot	2	1	1175	wh_main_shp_transport	1	1	2	0	1600			350	very_heavy		false	false	0	164842843	false		wh_main_vo_culture_Empire	lord_wizard_life	lord_wizard_life	4	true	default	wh_dlc08_cam_mnt_nor_marauder_chariot	true	false		1200.0	0.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Empire_JadeWizard	0	false	false	1	false	false	
ovn_barrow_wight		-1	melee_infantry	2	false	ovn_barrow_wight	120	0	850	wh_main_shp_transport	1	1	120	0	850			212	heavy		false	false	0	7539	true		wh_main_vo_culture_Skeleton	infantry_sword	infantry_sword	3	false	vamp_grave_guard		false	true		850.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
albion_shieldmaiden_ror		1	melee_infantry	1	false	albion_shieldmaiden_ror	80	0	1250	wh_main_shp_transport	1	1	80	0	1250			290	medium		false	false	0	787878018	false		wh2_main_vo_culture_Dark_Elves	infantry_spear	infantry_spear	5	false	emp_soldier_15_degrees		false	true		1250.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sisters_of_Slaughter	0	true	false	1	false	false	
albion_bologs_giant_ror		1	monster	1	false	albion_bologs_giant_ror	1	0	2500	wh_main_shp_transport	1	1	1	0	2500			500	super_heavy		false	false	0	787878007	false		wh_main_vo_culture_Giant	giant	giant	5	true	grn_giant		true	false		2500.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
elo_fly_infested_rotwood		1	monstrous_infantry	1	false	elo_fly_infested_rotwood	16	0	1850	wh_main_shp_transport	1	1	16	0	1850			350	very_heavy		false	false	0	787878001	false		wh_dlc03_vo_culture_Spawn	ovn_fenbeasts	ovn_fenbeasts	5	true	chaos_spawn		false	true		1600.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
albion_woadraider_sworn_ror		1	melee_infantry	1	false	albion_woadraider_sworn_ror	100	0	1000	wh_main_shp_transport	1	1	100	0	1000			190	medium		false	false	0	787878005	false		wh_main_vo_culture_Bretonnian	infantry_axe_dual	infantry_axe_dual	3	false	chaos_warrior_30_degrees		false	true		975.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	1	false	false	
